id	created_at	updated_at	name	district_id
530	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mutikizizi	30
531	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Negovano	30
532	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nyahunda	30
533	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nyarushiri	30
534	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Devure Ranch	30
535	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Gangare	30
536	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Magocha	30
537	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Marozva (a)	30
538	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Marozva (b)	30
539	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mashoko	30
540	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Matsvange	30
541	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mazungunye	30
542	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mukore	30
543	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Batanai	31
544	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chechingwe	31
545	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chibavahlengwe	31
546	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chibwedziva	31
547	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chikombedzi	31
548	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chitsa	31
549	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chizvirizvi	31
550	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Dikitiki	31
551	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Dzidzela	31
552	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Gonakudzingwa	31
553	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Gonarezhou	31
554	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Makambe	31
555	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Maose	31
556	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mkwasine	31
557	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mukuwini	31
558	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mupinga	31
559	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nyangambe	31
560	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sabi Valley Ica	31
561	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sengwe	31
562	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Tshovani	31
563	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Twananani	31
564	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Xini	31
565	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Bachi	32
566	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	"Badza	iritose"	32
567	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Batanai	32
568	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Batanai B	32
569	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Bhefurai	32
570	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chasiyatende	32
571	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chemuzangari	32
572	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chigwikwi	32
573	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chitenderano	32
574	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Kuvhirimara	32
575	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Madamombe	32
576	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Madzivadondo	32
577	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Manyanga	32
578	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Marihuru	32
579	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Matsveru	32
580	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mazihuru	32
581	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mukamba	32
582	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Munaka	32
583	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Neruvanga	32
584	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ngundu	32
585	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nhamoyapera	32
586	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nyahombe	32
587	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Rusununguko	32
588	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Takawira	32
589	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Utsinda	32
590	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Zifunzi	32
591	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Zvamapere	32
592	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Basera	33
593	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chigombe	33
594	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chihambakwe	33
595	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chikwanda\mazare	33
596	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chimedza	33
597	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chinyika	33
598	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chitsa	33
599	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chiwara	33
600	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chugunhuwe/denhere	33
601	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Devure	33
602	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Gutu South	33
603	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Jinjika	33
604	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Kubiku	33
605	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Magombedze	33
606	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Majada	33
607	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Makore	33
608	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Makudo	33
609	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Makuvaza	33
610	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mataruse	33
611	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Matizha	33
612	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mawere\manungwa	33
613	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mazuru West	33
614	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mukaro	33
615	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Munjanga\mupata	33
616	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Munyaradzi\dzivarimwe	33
617	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Munyikwa	33
618	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mupandawana	33
619	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mushayavanhu	33
620	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mutema	33
621	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mutero\nyamande	33
622	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ndawi	33
623	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nerupiri	33
624	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nyamande	33
625	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nyazvidzi Sscfa	33
626	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Serima\mavotsa	33
627	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Soti Source	33
628	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Vhunjere	33
629	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Zoma	33
630	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Zvavahera/dandavare	33
631	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Charumbira (a)	34
632	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Charumbira (b)	34
633	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Charumbira (c)	34
634	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chatikobo	34
635	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chikwanda	34
636	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Dowa	34
637	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Gozho	34
638	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Guwa	34
639	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Inyoni Rs	34
640	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Machitenda	34
641	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mapanzure	34
642	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Maregere	34
643	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Marirangwe	34
644	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mhara	34
645	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mshagashe East	34
646	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mshagashe West	34
647	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mugabe	34
648	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mukosi Rs	34
649	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Munyambe	34
650	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Murinye (a)	34
651	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Murinye (b)	34
652	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mushandike	34
653	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mushavhi	34
654	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mushawasha East Sscfa	34
655	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mushawasha West Sscfa	34
656	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Musingarambwi	34
657	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Tokwane\ngundu Rs	34
658	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Zimuto	34
659	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Zvinyaningwe East Sscfa	34
660	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Zvinyaningwe West Sscfa	34
661	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Bangwe	35
662	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Basikiti	35
663	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chingami	35
664	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chirarange	35
665	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chirindi	35
666	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chitanga	35
667	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chizumba	35
668	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Dinhe	35
669	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Firidzi	35
670	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mabhare	35
671	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Machena	35
672	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Makawire	35
673	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Makwi	35
674	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mangwerume	35
675	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Manhumamwe	35
676	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Marimuka	35
677	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Marinda	35
678	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Musaverema	35
679	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mushava	35
680	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Negari	35
681	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nhande	35
682	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Pambe	35
683	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Rata	35
684	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Shazhaume	35
685	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Wedza Block B	35
686	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chete National Park	36
687	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chinonge	36
688	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chunga	36
689	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Dobola	36
690	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Kabuba	36
691	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Kariangwe	36
692	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Kalungwizi	36
693	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Lubimbi	36
694	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Lubu	36
695	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Lunga	36
696	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Siachilaba	36
697	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sianzyundu	36
698	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sikalenge	36
699	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Simatelele	36
700	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sinamagonde	36
701	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sinampande-Nagangala	36
702	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sinansengwe	36
703	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Tinde	36
704	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Manjolo	36
705	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Muchesu	36
706	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nabusenga	36
707	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	National Park	36
708	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nsenga	36
709	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Pashu	36
710	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Saba-lubanda	36
711	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Inyathi	37
712	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nkosikazi East	37
713	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nkosikazi North	37
714	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nkosikazi South	37
715	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chidobe	38
716	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chikandakubi	38
717	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Dete	38
718	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Jambezi	38
719	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Kachecheti	38
720	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Lupote	38
721	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mabale	38
722	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Makwandara	38
723	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mbizha	38
724	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nekabandama	38
725	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nekatambe	38
726	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nemananga	38
727	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sidinda	38
728	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Silewu	38
729	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Simangani	38
730	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Daluka	39
731	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Dandanda	39
732	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Dongamuzi	39
733	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Gomoza	39
734	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Gwamba	39
735	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Jibajiba	39
736	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Jotsholo	39
737	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Lake Alice	39
738	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Lupaka	39
739	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Lupanda	39
740	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Lusulu	39
741	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Malunku	39
742	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Matshiya	39
743	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Matshokotsha	39
744	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Menyezwa	39
745	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mzola	39
746	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ndimimbili	39
747	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Pupu	39
748	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sibombo	39
749	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sobendle	39
750	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	St Pauls	39
751	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Tshongokwe	39
752	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Twenty Four	39
753	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Fanisoni	40
754	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Faroni	40
755	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Gwampa Forestry	40
756	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Jojo East	40
757	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Jojo South	40
758	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Jojo West	40
759	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Kenilworth	40
760	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Malandu East	40
761	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Malandu West	40
762	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Malindi	40
763	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Manguni I	40
764	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Manguni Ii	40
765	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Manomano	40
766	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mlume I	40
767	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mlume Ii	40
768	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mpande	40
769	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ngomambi Central	40
770	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ngomambi North	40
771	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ngomambi South	40
772	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nhlanganiso	40
773	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Nkalakatha	40
774	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Phillip	40
775	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sibangalwana Ii	40
776	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sibangelana I	40
777	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sikhobokhobo	40
778	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Siphunyuka	40
779	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Sivalo	40
780	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 1	41
781	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 2	41
782	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 3	41
783	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 4	41
784	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 5	41
785	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 6	41
786	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 7	41
787	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 8	41
788	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 9	41
789	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 10	41
790	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 11	41
791	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 12	41
792	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 13	41
793	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 14	41
794	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 15	41
795	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 16	41
796	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 17	41
797	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 18	41
798	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 19	41
799	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ward 20	41
800	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Fingo	42
801	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ntabazinduna North	42
802	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Ntabazinduna South	42
803	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Beitbridge	43
804	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Chipise	43
805	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Dendele	43
806	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Dite Ii	43
807	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Machuchuta	43
808	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Maramani	43
809	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Masera	43
810	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mtetengwe I	43
811	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mtetengwe Ii	43
812	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mtetengwe Iii	43
813	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Siyoka I	43
814	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Siyoka Ii	43
815	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Bambadzi	44
816	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Bango	44
817	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Dombodema	44
818	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Empandeni	44
819	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Figtree	44
820	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Gala	44
821	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Gwambe	44
822	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Hingwe	44
823	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Huwana	44
824	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Izimnyama	44
825	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Mabhuna	44
826	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Madlambuzi	44
827	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05	Magcobafuthi	44
