id	created_at	updated_at	strength_numerator	manufactured_medication_id	consumable_id
630	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	512	631
631	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	519	632
632	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	20	520	633
633	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	521	634
634	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	250	516	635
635	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	522	636
636	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	10	523	637
637	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	519	638
638	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	120	520	639
639	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	521	640
640	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	100	524	641
641	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	10	525	642
642	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	125	526	643
643	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	527	644
644	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	528	645
645	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	521	646
646	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	875	526	647
647	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	529	648
648	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	527	649
649	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	40	530	650
650	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	528	651
651	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	531	652
652	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	2.1	532	653
653	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	5	533	654
654	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	250	534	655
655	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	529	656
656	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	400	527	657
657	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	240	530	658
658	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	535	659
659	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	125	536	660
660	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	537	661
661	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	100	538	662
662	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	535	663
663	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	120	539	664
664	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	250	536	665
665	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	540	666
666	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	541	667
667	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	20	542	668
668	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	10	543	669
669	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	125	537	670
670	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	2	544	671
671	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	535	672
672	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	545	673
673	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	540	674
674	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	541	675
675	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	120	542	676
676	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	120	546	677
677	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	125	547	678
678	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	548	679
679	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	400	541	680
680	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	549	681
681	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	550	682
682	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	547	683
683	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	551	684
684	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	20	552	685
685	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	553	686
686	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	548	687
687	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	554	688
688	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	549	689
689	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1000	555	690
690	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	551	691
691	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	556	692
692	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	120	552	693
693	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	100	557	694
694	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	549	695
695	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	250	558	696
696	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	62.5	559	697
697	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	556	698
698	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	560	699
699	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	561	700
700	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	40	562	701
701	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	100	563	702
702	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	125	564	703
703	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1000	559	704
704	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	565	705
705	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	600	556	706
706	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	566	707
707	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	567	708
708	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	561	709
709	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	240	562	710
710	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	566	711
711	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	125	567	712
712	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	250	568	713
713	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	569	714
714	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	570	715
715	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	5	571	716
716	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	572	717
717	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	57	573	718
718	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	574	719
719	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	60	575	720
720	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	566	721
721	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	570	722
722	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	576	723
723	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	125	577	724
724	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	400	573	725
725	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	578	726
726	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	574	727
727	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	360	575	728
728	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	579	729
729	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	600	570	730
730	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	250	576	731
731	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	580	732
732	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	75	581	733
733	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	62.5	582	734
734	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	583	735
735	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	80	584	736
736	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	100	585	737
737	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	10	586	738
738	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	587	739
739	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	588	740
740	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	580	741
741	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	589	742
742	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	250	582	743
743	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	480	584	744
744	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	590	745
745	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	587	746
746	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	588	747
747	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	580	748
748	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	591	749
749	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	589	750
750	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	592	751
751	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	593	752
752	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	31.25	594	753
753	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	600	588	754
754	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	20	595	755
755	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	33	591	756
756	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	30	596	757
757	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	30	597	758
758	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	125	594	759
759	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	100	598	760
760	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	120	595	761
761	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	60	596	762
762	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	597	763
763	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	599	764
764	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1000	600	765
765	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	120	601	766
766	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	2	602	767
767	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	20	603	768
768	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	60	597	769
769	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	604	770
770	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	599	771
771	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1.2	605	772
772	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	2	606	773
773	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	30	607	774
774	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	120	603	775
775	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	60	607	776
776	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	2	608	777
777	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	30	609	778
778	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	610	779
779	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	611	780
780	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	40	612	781
781	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	2	613	782
782	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	20	614	783
783	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	609	784
784	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	615	785
785	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	612	786
786	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	15	616	787
787	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	617	788
788	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	2	618	789
789	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	619	790
790	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	120	614	791
791	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	60	609	792
792	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	617	793
793	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	35	620	794
794	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	100	621	795
795	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	40	622	796
796	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	15	623	797
797	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	624	798
798	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	625	799
799	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	450	620	800
800	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	622	801
801	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	30	626	802
802	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	0.1	627	803
803	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	7.5	628	804
804	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	0.5	629	805
805	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	625	806
806	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	60	626	807
807	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	100	630	808
808	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1.375	631	809
809	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	632	810
810	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	300	625	811
811	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	0.1	633	812
812	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	634	813
813	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	0.5	635	814
814	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	30	631	815
815	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	40	636	816
816	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	637	817
817	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1000	638	818
818	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	639	819
819	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	30	640	820
820	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	634	821
821	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	5	641	822
822	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	640	823
823	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	47.5	642	824
824	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	5	634	825
825	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	643	826
826	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	600	644	827
827	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	5	645	828
828	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	0.1	646	829
829	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	10	647	830
830	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	648	831
831	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	60	640	832
832	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	3	649	833
833	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	650	834
834	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	600	651	835
835	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	652	836
836	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	653	837
837	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	654	838
838	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	10	655	839
839	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	250	656	840
840	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	5.8	657	841
841	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	658	842
842	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	659	843
843	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	15	660	844
844	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	600	661	845
845	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	662	846
846	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	6	657	847
847	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	5	663	848
848	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	664	849
849	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	665	850
850	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	250	666	851
851	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	0.64	667	852
852	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	75	668	853
853	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	5	669	854
854	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	400	670	855
855	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	0.5	671	856
856	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	0.327	672	857
857	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	80	673	858
858	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	24	674	859
859	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	10	675	860
860	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	672	861
861	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	4	676	862
862	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	400	673	863
863	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	400	674	864
864	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	677	865
865	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	0.3	678	866
866	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	679	867
867	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	20	680	868
868	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	672	869
869	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	100	681	870
870	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	136.8	682	871
871	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	480	683	872
872	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	2.94	678	873
873	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	400	684	874
874	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	685	875
875	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	686	876
876	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	480	687	877
877	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	685	878
878	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	688	879
879	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	100	689	880
880	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	690	881
881	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	100	691	882
882	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	4	692	883
883	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	693	884
884	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	12.5	694	885
885	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	0.025	695	886
886	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	480	696	887
887	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	400	697	888
888	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	698	889
889	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	0.25	699	890
890	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	695	891
891	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	3.125	700	892
892	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	5	701	893
893	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	702	894
894	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	40	703	895
895	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	12.5	704	896
896	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	480	705	897
897	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	706	898
898	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	160	702	899
899	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	40	704	900
900	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	707	901
901	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	708	902
902	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	6.25	709	903
903	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	80	710	904
904	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	960	711	905
905	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	400	712	906
906	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	4	713	907
907	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	714	908
908	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	12.5	715	909
909	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	12.5	716	910
910	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	717	911
911	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	718	912
912	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	40	719	913
913	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	480	720	914
914	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	721	915
915	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	160	715	916
916	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	80	716	917
917	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	50	722	918
918	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	70	723	919
919	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	150	724	920
920	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	6.25	725	921
921	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	80	726	922
922	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	125	727	923
923	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	960	728	924
924	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	400	729	925
925	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	12.5	730	926
926	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	12.5	731	927
927	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	732	928
928	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	80	730	929
929	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	20	733	930
930	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	40	731	931
931	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	125	734	932
932	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	120	735	933
933	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	1	736	934
934	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	200	737	935
935	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	250	738	936
936	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	739	937
937	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	740	938
938	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	40	741	939
939	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	25	742	940
940	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	480	743	941
941	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	400	744	942
942	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	250	745	943
943	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	746	944
944	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	500	747	945
