condition_id	icd10_code	created_at	updated_at
c_9898	S82.009E	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9898	S82.009F	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9898	S82.009G	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9898	S82.009H	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9898	S82.009J	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9898	S82.009K	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9898	S82.009M	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9898	S82.009N	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9898	S82.009P	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9898	S82.009Q	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9898	S82.009R	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9898	S82.009S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9420	M41.80	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9419	S02.609A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9419	S02.609B	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9419	S02.609D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9419	S02.609G	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9419	S02.609K	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9419	S02.609S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_26600	M79.643	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10311	C25.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3443	E16.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6532	N89.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10647	L72.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_25523	I15.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10359	N50.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10360	D27.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21807	C49.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5098	L22	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21797	L98.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11207	N61.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4339	K22.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10197	N13.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6671	B35.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3232	R25.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4956	D72.820	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4949	L91.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4950	L73.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21814	F45.41	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2280	R35.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10377	D03.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2300	B02.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2289	Z33.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10180	E11.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10179	N46.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9697	H52.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9707	K01.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8121	B57.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10970	I63.81	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10969	F34.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_389	K57.30	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8312	B89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8312	G02	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11225	G24.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2227	L97.909	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9565	N92.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4869	J98.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5074	R09.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2958	M79.603	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9742	K04.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_22663	F01.50	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_22663	I63.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2231	J06.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3335	R18.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10450	C72.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10449	C80.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10467	D47.09	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2899	F20.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2910	T14.90XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2910	T14.90XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2910	T14.90XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2910	G95.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19526	S12.100A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19526	S12.100B	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19526	S12.100D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19526	S12.100G	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19526	S12.100K	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19526	S12.100S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_25647	R62.50	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11513	Q63.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2872	D58.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10481	D11.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10848	C92.30	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9759	R20.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21780	L21.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19942	E13.621	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19942	L97.509	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2168	F11.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8817	T85.79XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8817	T85.79XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8817	T85.79XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8817	B99.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_14096	G24.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4385	H53.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10682	D23.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21770	B35.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21769	C86.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_26606	S53.409A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_26606	S53.409D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_26606	S53.409S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10387	D23.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2193	H20.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2203	H60.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11408	N81.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9385	R09.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2072	K26.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9663	R09.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9357	H33.20	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10394	D17.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10404	C22.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_13033	K92.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_17656	F91.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_14678	J10.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8773	K74.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4565	Q05.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_23535	R41.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10363	D44.7	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5396	R09.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8616	M62.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2550	K80.50	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21752	L40.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3699	N28.81	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8780	E61.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8779	G93.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10013	L60.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2144	E66.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6705	B37.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6695	H01.009	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6667	L74.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8388	G06.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5022	I31.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8353	L40.50	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9905	H02.409	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9895	S62.609A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9895	S62.609B	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9895	S62.609D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9895	S62.609G	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9895	S62.609K	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9895	S62.609P	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9895	S62.609S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9853	N93.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10793	N88.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8340	J36	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8339	R58	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8250	R06.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10744	M93.20	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10006	E11.3299	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_15117	O15.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8201	T65.891A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8201	T65.891D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8201	T65.891S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8201	J69.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8191	I82.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2255	R63.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10248	N94.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8371	K55.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9992	B00.59	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3911	R09.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9949	H91.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3346	T14.8XXA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3346	T14.8XXD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3346	T14.8XXS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9261	L81.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9943	B00.52	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8322	E23.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2394	N28.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9254	H02.539	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_15179	Q69.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_15180	Q69.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8218	K72.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_13954	N32.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2463	E23.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_902	R30.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_18051	Q66.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_14273	C76.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11305	C11.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2106	R91.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5118	N71.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9679	H52.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9125	M21.40	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3970	K75.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6677	H05.019	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4506	K61.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10508	I09.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10824	D11.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11554	E78.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10440	C41.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10439	D49.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_7291	J98.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9410	G44.209	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9399	K42.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9409	L89.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10716	Q80.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19890	M66.869	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19889	S76.119A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19889	S76.119D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19889	S76.119S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9915	M47.817	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10657	L41.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2934	N23	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8762	M25.559	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_7020	Q45.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8145	E72.01	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8374	K82.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10041	C71.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2262	K90.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4652	M62.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2952	L98.499	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2487	N83.209	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8114	A19.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10605	L57.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10605	X32.XXXS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10595	L72.12	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8207	K12.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8197	J38.7	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8156	E83.42	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9881	D22.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10456	C74.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9714	S03.2XXA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9714	S03.2XXD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9714	S03.2XXS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9732	N97.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8346	K68.19	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11076	D33.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3235	K70.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4236	M94.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6653	Q24.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3842	R11.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_7342	I86.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8163	E87.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3790	H70.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_30706	N82.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10889	K13.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10890	L93.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10242	N97.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9583	S13.4XXA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9583	S13.4XXD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9583	S13.4XXS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_14747	T86.11	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4925	E13.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5025	I33.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5025	B96.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_1563	B44.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11609	A32.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9091	A37.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4609	I74.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4610	T78.3XXA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4610	T78.3XXD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4610	T78.3XXS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10328	C73	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4776	D15.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_12871	G25.81	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10633	L60.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10719	E05.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10720	D30.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11402	G40.822	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_22659	I67.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9933	B85.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5112	I47.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5112	I45.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10734	M85.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11191	S54.00XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11191	S54.00XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11191	S54.00XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9603	H57.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21794	L72.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21804	L29.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9669	R19.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10585	L65.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10415	C62.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_18252	N76.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_18252	B96.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_17490	F60.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_17489	F21	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8582	G91.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9264	J34.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21745	L71.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10536	C81.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9413	H16.209	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10710	K76.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10709	H11.009	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_15780	R41.82	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_7394	E11.3599	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10353	C07	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8797	B26.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_18494	O24.419	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_25090	D69.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10446	D49.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_23455	L60.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8814	D49.7	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_20706	P76.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10518	R59.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2941	I25.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9375	R21	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2237	R91.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_13043	K92.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9967	H40.20X0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11114	L85.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9877	L57.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2283	N40.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2906	G70.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
