id	value	units
29f8cc61-f4de-41a5-ab67-9cce4948dee1	20	G
8cb1e59b-4669-473c-a01c-10601b7acc52	0.270	G
a30ae0e6-dfec-4167-8739-bdcdd349cc97	0.40	G
58c377ae-556e-46c5-916c-741f3ed46deb	6.00	G
2d94e84c-39b9-44af-aa7b-e058ff31c61e	3.20	G
f9b5adbc-ce29-47c9-ab27-db40491bda2a	25.0	G
a592da75-0d91-40e9-8c0c-7d08ecde6519	4.5	G
a01d3a16-586b-4b28-9869-70d36012bcdb	4.50	G
96cfae83-0760-456e-806a-1a2381f71ba4	4	G
f7f04847-d7d9-4318-9473-5eb77f622e4c	50	G
af892d11-d385-4761-83bf-9ea05667859a	5	G
bdc9e46f-6b2c-4d23-84ca-f4c00654a11d	0.2	G
9a4b5383-6bf3-4a72-8963-6dcd7eac816b	0.15	G
0bd1677e-6013-4d9d-90ad-88885e7a03e6	5	G
c45a153a-ec98-4720-b145-36e0187715a9	0.11	G
5a774428-0f2f-44b1-98f4-d8d49cca45a2	0.6	G
b5eac8aa-2fb6-442b-b494-c78abf5d3275	50	G
86f943cf-6e0a-4632-b3bf-a5f2edc04ad6	4.5	G
316242f9-06e6-4ef2-a7ad-9ffd7f80f2f5	5	MG
a5182bb7-7536-4c63-a051-a39053733129	9	G
0c8251e5-3ba2-4273-a396-a1e6f45a4262	10	MG
4ba304f1-0cf4-487a-8aa0-eee5554694c9	40	MG
98f3c8bc-421b-4d51-b556-179ed1233f7e	600	MG
3fdea0f6-3e6f-4bbe-a629-de8ea8c3a478	320	MG
c4c310cd-1662-4828-970b-ae02318c76fd	1.09	G
486461a1-bd3b-4ac3-bc8a-ce7833f9dd6d	1.05	G
4fdaeb30-6ff8-4d79-935a-179b7ec790b4	0.27	G
98c1b189-7e77-494c-8485-7268977daedd	55.0	G
24ce47e3-66d1-439c-beb2-0421933f3b78	0.4	G
b93843b5-8f28-4d84-b85a-5e8bef6a02df	6	G
43e4a016-ece0-4f0b-b5df-9598bdf334b4	3.2	G
ff323089-77e7-453f-83cf-d1925c58da64	0.2	G
40f85baf-d4fe-47aa-99da-7e4689c00a04	0.5	G
2cc09eb0-f807-469b-9aff-7b651d1d6fd5	1	UG
bb09be87-75de-453d-a7bd-91c8586de0b0	0.25	UG
7cb6538c-5910-4180-abf9-15db8b33a18c	0.3	MG
9846ab5e-81d2-4aca-9867-5e70eb185dbf	0.045	G
c4fe6303-bc2a-488a-bfde-f2cd564231e6	0.09	G
3255d392-3992-4901-97cd-6b3d03177346	10	G
7b64e02b-4aad-49c9-8b8f-9fad8a0ed2b2	1	G
287c8e39-36c2-45a3-b06b-81a835af169e	0.5	MG
29557077-247a-4814-ba56-7232686d4935	1.0	MG
0750d235-2218-4929-b9a8-6cde2422cca0	55.0	G
925bc09d-32bd-4372-8da2-1c9996897c28	0.89	G
0289b47d-6320-4c63-82e5-2236c7db9456	2.05	G
24e6c0ce-9987-42bd-9677-51620e1877fe	1.5	G
94313690-50be-4a21-bece-295802e511e1	1	G
402b9202-770b-42d2-afae-36077bdec717	5	MG
11adfe8c-a585-4cb6-b975-53489b28c734	0.2	MG
e92e7b44-a471-4de1-acd3-5b50cc58f0f0	20	MG
5fd843ed-0151-4b67-83a9-9088ef69a4dd	250	MG
313c4126-5d82-4c15-9ab1-81df8baf7155	250	MG
3f11f11f-4b6d-42e6-bd74-3d038ca09820	500.0	U
44394b0e-60c3-448a-9891-0437f3b558d9	1000.0	U
cfffa38c-7c35-4ce7-b151-9e34512c111c	0.02	MG
91f66521-4386-44b5-a45d-76364ddc9162	10	MG
cc04f8dc-b200-4b98-b4b3-24970f625e11	80	MG
7f85d870-ef6d-460a-bae7-794c907cd287	960	MG
0334f563-fe53-4cfa-832a-81610f6dcba7	500	MG
536a54dd-f6c3-48bd-81b6-c5b575c345e6	250	MG
43349f2a-f671-42e1-8276-f9c4edf34bfe	75	MG
555ddf61-ccf4-407a-819f-dcc9b180b9ef	9	G
28f8748e-a5d7-464a-b01f-0a28bdc4e91e	2.6	G
e014ab0e-fca9-477a-83bb-7110f53c92db	4	G
c5fe55b7-3d71-488f-9e7c-0a0712201bb8	5.9	G
02c14009-37ae-4643-a3bf-e308fb039121	0.27	G
170f650f-c470-4f35-8e6c-418b6ad01939	0.4	G
1aac9bf1-e269-4fd4-84b0-9586d45c335f	6	G
be61e081-589f-4481-bf07-0a7ca3fbb70a	3.2	G
a0bfd9eb-1be0-4f49-91fc-26200d4e1718	65.95	G
e795b503-0e4c-41c1-a9dd-e5473cd4feaa	23.53	G
e86400fe-cfd8-4e30-91c1-ee9e797e602f	1.5	G
3f176e80-d888-4427-bbd8-647d41ec60c7	0.15	G
eb335153-be58-4a53-af66-6815a2bc2f67	5	G
5ab1143b-222b-4023-8cbb-b7f1a3905ae4	0.5	G
eec90e2d-9049-432a-b6dc-10966afebff0	0.5	G
9a7cc1cf-b0bd-4206-a35b-66cafa6cbf67	30.0	MG
e8499d67-f698-42c8-8cfd-90893b0de846	0.25	MG
1620e306-603b-4721-83c2-01650ecc7eaf	0.5	MG
10a64dc5-9739-455a-aa94-9d8a32dac80c	0.5	MG
889604fc-68d0-4b0e-b899-c3e2f01b6614	1.25	MG
3e8a385b-5c73-4edf-b819-8e128ba9e922	0.5	MG
3895f128-d0a5-4db2-a239-9bdf5180d6a9	5.0	IU
57dc824c-21d9-4c7b-bd13-b8c388762a6c	75.0	MG
cc158fe2-0322-4840-9560-3062c354dad5	250.0	MG
1f54c186-eca0-47df-8c19-e069879cdf9c	500.0	MG
b69e5881-9d9b-4a13-990d-ad0af95314ef	1.0	G
fc148530-7916-46d3-9fc5-7ed13bad68f0	2.0	G
395e9c86-dcb1-42b6-8cf3-ab70a06e0b8c	0.4	MG
0684bbee-52b4-42da-a715-204ecf951601	2.0	MG
0b7ca98f-fd4d-4ba9-9598-1cd88a0e8424	8.0	MG
59eb4445-1df4-457a-8fbf-0a3ddf1fd5ec	1.25	MG
7ff25e36-fe43-4f9f-aa19-d96fe2538366	0.5	MG
caab039a-a96d-4139-b9b9-535fd54b5609	500.0	MG
e678b642-0c2d-4d48-9a49-1df9bdc3956a	1000.0	MG
b06938de-c5ca-4e9f-8f92-9a26c76e505f	10.0	MG
e81dc15f-525e-415b-b9ed-bdd235b1a9f7	10.0	MG
d0bb34ad-5d9b-47a7-b882-112dabfe955e	20.0	MG
7a30f56f-633f-49b0-ae6f-469b443dc75e	20.0	MG
1889f08b-d412-493a-b545-b7b045c49753	20.0	MG
ea572c26-14bf-4a80-8eff-81036760dc5d	500.0	MG
bb778334-1b91-4ef0-8890-df4b7c9fa285	1.0	G
7e3b9312-2412-4115-a209-5a75c48466a1	2.0	G
0abb51dc-b1a7-44b3-8bdf-92d8ed74f28f	84.0	G
18327ef6-6a13-48b7-9d80-8756ed2f2758	2.0	MG
48912590-43fc-492b-bc84-59aceca25993	150.0	MG
672211e4-7fd8-429c-aae0-bfdbf114e32c	5.0	MG
4979f3fc-7127-48ea-87e2-e96c21d0da8d	15.0	MG
76bfc890-f75d-4e69-b099-cb95327d6371	50.0	MG
0cdde9ce-05ff-47c5-8a78-7bb374492220	5.0	MG
b728f601-dfe8-4d50-b1da-9b46a3c4e1b2	15.0	MG
1883d9cc-bd07-4d80-9119-09866907e9d7	50.0	MG
53c0f427-13e3-485c-8ec0-2821dbf42b3b	1.0	MG
6f44ef5e-302f-4a6f-997b-c1fcb2bd2240	25.0	MG
728184c5-59cc-4287-9bff-d3144913e249	2.5	MG
1965e917-dcbe-4a9e-bf45-4230e56dd072	1.0	G
2903fd5c-1767-47e0-943e-1bd34fd7dc8e	250.0	MG
169bf4aa-7b25-4d31-a6b8-9ffd73589904	500.0	MG
18eb111d-d82b-4cd3-8e82-74142a9c4cb2	1.0	G
55f7b90d-4686-4202-902b-c5cd62549976	50.0	MG
0197e490-edab-4d65-99cf-01faef239aad	100.0	MG
cfd5a023-2aaf-4811-96c0-4c4740d62e57	50.0	MG
3a9b9358-68fa-4726-b707-7cbd2a962b0e	100.0	MG
77316205-b835-45a8-9d59-d130fea83de2	1.0	MG
86bcd5b4-f2b5-44ba-ad11-fb0e2386cb73	5.0	MG
5b53ecc0-122f-4b9a-abe9-a36c951fa079	80.0	MG
db52835e-eba9-498d-a26e-ed36b35c69fa	160.0	MG
ad7a3ca6-fa00-408f-802b-079b9c348302	20.0	MG
4f85f096-c343-4b62-88e0-25238be60459	500.0	MG
1650c619-9e24-4e81-aa92-33af85f645b6	1000.0	MG
02e41bf3-fd14-43ce-b2b9-514f765d9e70	500.0	MG
ac58749e-35a5-45c7-aa6a-24ed113fcd56	500.0	MG
052ab6c2-b5b7-49d5-a825-cbb62cfeb741	100.0	MG
7bbaf993-bcbf-476f-b936-22e862b28883	400.0	MG
03c56dac-7adb-4bb8-8eab-1ac202cf193a	2.0	MG
fe211da0-06d7-47b3-9cbc-d23ab59f2000	1.0	MG
d7dfdbca-74a2-4868-a20a-107e178601cc	1.0	G
2eb39c14-cbcc-421b-a461-3eadca8c38d3	3.5	MG
6d707063-4de7-4e17-b6a9-fbe10c064727	800.0	MG
182c24ef-f705-4657-b9ef-dc953f3a561b	5.0	MG
925e03fd-6092-4213-883a-fd119324695a	0.5	MG
0975848f-a681-48d4-86da-d9f76b9656f2	1.0	MG
3f806685-601c-4526-967e-8896abfe1eb8	5.0	MG
eb4b755e-cf94-4a67-b482-2553953db00f	60.0	MG
4813f218-e954-429d-b6d5-e2e800c271f1	60.0	MG
4cf03eef-121e-4a5a-a6af-dafd07f27974	60.0	MG
4e79aaac-3a5f-4421-8f57-53510ba1e767	500.0	MG
faa95a06-c996-4f87-ab15-c00fe54fd970	1	G
91d692a8-c381-4cf2-ac6d-b11a8393782d	10.0	MG
e16b8fc7-39da-4ec5-8e4b-63aa034908ba	3	G
f3f8815f-4c34-4224-b743-5515a8a55e56	99.5	G
bda1c9da-0026-4f05-8ef4-c706206f6345	99	G
439258a4-c407-4487-a099-86be73b8ffd1	99	G
2c159e80-af7f-4fee-966a-4c6abfecca7f	52	G
b593d3f5-2fe1-4ffc-b3cf-de4804c98719	52	G
615fb9e5-69bf-45c6-89d0-e5ee2a3acab6	99	G
0f34563d-93b1-4ce0-aed9-63b388e245d7	20.0	MG
59471ba0-7a53-4306-8604-a983c68d158c	60.0	MG
e7c49e95-47e0-4cba-8e3e-e8f31efd3d51	40.0	MG
1f231ce9-4a59-430e-a3ef-b557304d8ac8	20.0	MG
6908b63e-c9f0-4bf2-b716-3e200af6e4cb	50.0	MG
f0cf7699-33f7-49c1-ba2e-a72b6829aa82	100.0	MG
4de1c8f7-ab00-44c3-87bd-83b476bac1b1	100.0	MG
40e49b37-c649-4256-a404-e289d0d3f3d8	50.0	MG
e2458ee1-b35f-4167-8a5d-ef6eb38ec46d	100.0	MG
65e32357-5fc1-4986-be42-b2f05fd486be	99.7	ML
82607fc2-3d3c-49d1-82cc-a60af3034ec4	99.97	ML
b9d0c09d-231a-43b3-8106-6103c0ed358a	100	G
d8c8714d-7424-4c59-8ae2-1d7af07299af	99.5	ML
3b70c20a-a8c6-4a20-bbe2-d49568bbf723	99.5	ML
9b9a078b-376b-4ed7-96c5-157902f9deda	0.05	MG
d4b19986-4bb0-4bac-8939-d4f3edd06fa1	0.25	MG
26fdb096-6c03-49f8-9e82-911fab7db707	1	MG
13aecf18-5e41-4355-a6c3-411768b9e1eb	2.5	MG
91fc2e57-e32d-400b-9188-a65f677c159c	25	MG
ac17de95-1eea-400c-b8ec-15e0ee60dc6a	20	MG
95b6e9be-abb5-448b-82bc-2154a9e109e2	2	MG
161a4a3c-af15-4554-a391-4367e1ad5428	0.5	MG
ec2146f5-f6da-4d2d-8c98-709829d3620a	1	MG
dc9f8177-2321-4f4f-8be3-d42d00194a67	0.5	MG
4a1147f8-7d5d-48b6-9f44-2a142c66fdd0	300	MG
4c067088-4986-440b-96d2-b6ff21c2be45	100.0	MG
4cde02ca-82bf-46c0-8aa0-118ca4cf8448	50.0	MG
c4c9a0ef-2d84-4300-b889-a8df010ab99c	500.0	MG
4f7b748e-5132-4002-ab20-6d16820a05c6	25.0	MG
918cd3e0-47a5-4e70-ae1f-7be48ad269cf	100.0	MG
c8966c99-98ef-4802-8f01-064fe85f158e	10.0	MG
e4d28f72-88f5-491a-8561-64590f4574a8	10.0	MG
333000c2-1d9f-489f-ba1a-7c4bf0d3ac84	10.0	MG
e29bc2a9-80be-4c5c-8b8a-8e374302b2c2	20.0	MG
10b661a4-7d4e-4acf-9d59-73d7b6282414	10.0	MG
898b0ae8-e4a5-459c-be92-6bb7a21b07cb	40.0	MG
1b2d723e-2698-44ba-9c38-65a5de485121	10.0	MG
ab04efe2-ccce-4445-b023-3922d18516a3	80.0	MG
19cf38a1-e8cf-486e-8f21-f8b4d07c2c6b	10.0	MG
483d8d16-5167-430d-affc-f1768bcc7aa8	10.0	MG
c9fc7716-e7da-4cc1-b7b6-0fc1d1a00c9c	10.0	MG
64ae26ff-3067-40d0-895a-f532df3c7abe	20.0	MG
5791916a-2f4d-41f9-ac61-aeb1adfcdad3	10.0	MG
c24585e7-fe4c-4778-a34a-fb2714c39be8	40.0	MG
3b0d052e-ba4c-481f-90e2-b08a805a5328	10.0	MG
075c96aa-427f-40f0-89ad-e3baa700bfcf	80.0	MG
fac98407-bc47-4a2b-beb9-dbcd9d0fff56	250.0	MG
0faf0f6f-04ad-4e23-af8f-233e8b8fa63d	500.0	MG
9c76bdb9-8a06-47aa-be1a-d7e4121c7b58	250.0	MG
2ec3a0c4-d702-4c66-91d1-4e2215151e40	500.0	MG
28dd503f-9977-4be5-ab72-5b4d5a609e7c	500.0	MG
3a2b6566-97ec-4657-b87e-68943d472f05	850.0	MG
fb0effd8-62ad-476c-ada3-4c20137a8898	500.0	MG
8071faf1-cc39-41d1-b114-95fbeee5fd2c	250.0	MG
7646fda4-5241-4dd2-9ac7-da40ce8e20ce	250.0	MG
32e3697d-d753-4d86-b734-54d005baacd0	500.0	MG
878d2447-2418-4e0e-9abf-ea527aa36e19	250.0	MG
71653306-f2a8-47ee-90fd-3455a6aaad3e	500.0	MG
89fd1bb9-a02b-4f7e-ba7a-f8cfd9bb5910	25.0	MG
1ca03d0c-144c-414e-9cab-3fde87a75a19	100.0	MG
32a61003-eb36-446f-a7d3-32e069e6c4d2	200.0	MG
6b9cbeed-69d5-47f6-b623-7145225949ea	300.0	MG
69863df6-4fa5-4d0a-8d18-7850ea3a42e1	5.0	MG
81d6e5d6-74e8-4ba3-babd-5c9e3401d0b4	10.0	MG
ef009a8f-e30c-4329-92ce-07ca60826a0d	20.0	MG
aaa2c10d-0ad3-497a-ad0f-ec9f830b2b11	750.0	MG
b579dcd4-4e8d-42bf-9489-e91dd9a78802	1.5	G
d43ed8e8-b8b0-46a4-a2f1-92c659ef8cac	0.5	MG
d0426901-05dc-4dd4-881a-de57b6ce7cf5	0.5	MG
68f2c37d-05e9-466b-b30a-7d0ea82b61eb	600.0	MG
fcad6c92-6b79-4686-8cbb-6f6bf0b191e5	600.0	MG
714f0885-5662-488d-80ed-4b2cd06312d5	600.0	MG
3af2c54f-da73-4286-a340-29d008f03321	1.3	MG
d2c5d082-743a-45ee-af79-f75550243bf3	10	MG
d281e2a8-5c94-40c5-8548-afd6cbc6baf1	3	MG
15bc531d-1f12-433f-b613-1de734aae548	5	MG
5354106b-6ee6-4711-a42c-3471b7997931	2.0	MG
7d744c3f-3e4d-4dd5-8042-5b88fe94a2ef	5.0	MG
d1c60741-3ec7-48a7-96f7-e8c17b5b90f1	4.5	MG
017e6ced-fcdc-4c53-9486-acb296e70160	500	MG
6ae4ce08-b44c-4cf0-9912-a7f696982d02	200	MG
a3e7d793-3805-4f4f-88c1-bb4f03d7435b	125	MG
6bdb0997-2b48-4a3e-a646-7979f1f6894f	12.5	MG
f20122c9-866d-4c5d-a36a-9d84f31652fa	120	MG
42c1bfbf-c0fc-4e58-b357-f8c6c64dccda	100	MG
2b4e452e-5736-4b0b-b5a7-b9a250d97e18	20	MG
ef3f12b8-67cc-4a5c-b129-56de7a6bb776	250	MG
6f5e6637-5dd2-4045-9fdc-d4a5457f3349	250	MG
a71ce374-a7bb-49cc-a83b-2220d1ac8942	125	MG
d0411849-3c4a-4892-8842-bc97fef7b649	125	MG
4405c88f-3228-429f-8ea6-a82a934e11c0	500	MG
4ed6af32-f9aa-4a16-b3cf-3ee58f2fe1de	100	MG
25785f27-d226-491c-a1c6-97e1c16a0999	2	MG
15996fc5-d65a-4f25-ba36-dd925db12fe0	5	MG
c1b079c6-7a2c-4cd6-bba3-59b3831d01b0	100	MG
b2193a5e-a8e5-4c79-8a56-d531db6036f3	200.0	MG
487d5336-4852-4a9f-9b69-6eb807caf6a9	40.0	MG
8faf264e-38f0-4244-8cd2-1fcb207ce7ee	250	MG
15425aad-229d-489a-a0ac-f2735020b6b6	5	MG
7736a5bc-8101-4e06-a4d7-3179844c9898	100	MG
da41834e-890c-446c-9dde-df15308c19fa	10	MG
7d153efe-04f1-4ee1-9c22-3ad127cf6b56	125.0	MG
b07ba08c-a3fb-4564-83f7-8be96990aedf	8.0	MG
3e239dea-2f3a-4d1a-9875-bb91b11d2e73	320.0	MG
318aeb19-3162-42a5-8aa3-74ee090dd0c7	300	MG
70cd5cd1-404e-4df0-94cd-325e0f133cde	10	MG
d8a7cd06-af2c-4cfe-a7cf-693d16b68d04	10	MG
6361c090-03a2-41cd-b00c-8eb1d0662cd9	60	MG
9b503778-edcb-4105-ba98-74cdd9c002f1	5.0	MG
289aa8e6-7831-4406-9e7c-9367f230c520	150.0	MG
5957331f-05d2-4600-835f-236aa432d16f	250.0	MG
97bfd242-eb1e-4776-af0f-9e6ed322783b	800	MG
63dbd68f-354b-4c3d-8817-6111d3ff0a48	160	MG
a77d4f58-5e8c-473b-bb96-4c0687169cf1	125	MG
030b63a6-5bda-434a-8993-21e675f3b96b	250	MG
31967b6c-4477-4124-af24-af15532b5311	250	MG
6fe85499-c1b5-4920-b574-dd565a15f743	25.0	MG
50ebe12a-5452-4286-9c67-5374bca4ad17	250.0	MG
5d491565-f8c4-4d3c-870e-4f32fc86a8b8	250	MG
44a6ce2b-6cd3-42ef-af0f-47a1fb1fd458	125	MG
6d171b09-9edb-4839-8b0c-ac58ba28de9d	250	MG
e12f21ba-b843-4d32-add5-ef90c16c2ab0	100	MG
d860e93b-c73d-4ef7-8275-c490cd74ea7d	1	G
b9d673ca-4128-4f2b-bacf-d7f562c3ebe4	1150	MG
83b15f86-af9c-4df8-ab56-f3c4334f4ff7	20	MG
a73d9ff8-896d-4bc5-bc5f-ca75a7d964f5	2.5	MG
bd05827c-9a76-4120-a153-7c193e288c3f	5	MG
173bf237-4313-4bb3-8f65-242f5824bca0	0.350	ML
97972dd5-fc8c-44ca-97a6-318dafc2b8d8	2.5	MG
e8b004b4-ec47-48c2-9782-82622fef7540	5	MG
981b3d5f-c47b-4b72-8bb6-75258a05601a	20.0	MG
19f5405d-b320-4656-ae96-920bbd018009	40.0	MG
f4d93588-883e-4996-9e0a-d6d629ac38fb	20.0	MG
7e9c1003-34f0-442b-adcf-df9409168d6c	40.0	MG
eed38135-8017-4d64-baef-232ca906ddc8	140.0	MG
74781681-67a5-416d-896c-0002c5901f5f	10.0	UG
a0246557-c3d9-4a93-89c1-d7cbb94359a1	15.0	UG
5d32fe69-610d-4b64-a922-27922b85e5e2	20.0	UG
fa4d56be-912a-4f7b-8ba3-13da4c29d25e	30.0	UG
aa680a88-77de-421f-83c2-7a06964e6241	40.0	UG
133b26b0-b996-459c-9e27-8229651472eb	50.0	UG
3d95cbe2-beef-4924-8c0c-85a2e80d14d2	60.0	UG
c0122798-dc3a-41a6-827a-997b84cb2cc1	80.0	UG
2860e9ae-f888-41f0-8668-e473031d12ea	100.0	UG
b1b10d13-0680-4bf6-b622-14fc6ad723be	150.0	UG
c6900a03-edef-48b8-971b-907fcc89f872	300.0	UG
6f700cdf-14d6-4d07-a2c3-ef3782dd10ac	500.0	UG
104af869-7f22-4a79-b55b-662cf38f008b	30.0	MG
a2feb64a-498d-4c8a-81d2-b4db800041b4	60.0	MG
0f132f51-3134-496a-b68e-3c1059d4326d	90.0	MG
7373b50f-e506-4cf8-a238-f49cd5ac0078	250.0	UG
0217fe77-85b0-4f25-833c-a349b5240933	500.0	UG
e5545e64-f36d-4aac-b201-199ececd5b08	100.0	MG
b7932499-6933-4176-bbee-a5f16cf60417	200.0	MG
3599c332-1cd5-4a8f-8807-aaa0b47d6347	400.0	MG
7df53dee-5faa-4973-ae9c-ce778c8b46af	60.0	MG
0988348d-785b-4670-8c78-8b747b89b3e2	60.0	MG
dea1ab82-dc7a-4359-b0fe-09b58a60eb01	38.5	UG
c7aa981e-c20f-42b7-8897-b12b1c89ab62	25.0	MG
d24622b5-5fa5-481a-b0d1-5642afe73514	0.001	G
300df07a-8c8a-481a-a1ab-8105dfd7c3f5	100	MG
06c0132e-457d-42bd-90fd-0d445f7ef870	2.5	MG
08118d8c-8270-479a-92f9-c44ec7c67033	20.0	MG
39a0012d-041c-4ce7-8f69-28355e4ac48c	40.0	MG
0e04310f-35d6-40dc-b3cc-3c628e270d46	225	MG
3f70838e-6dc7-434d-ae58-57aa843dcad3	30	MG
e9f5385e-2e26-4dfb-8f7a-fc7c66c33f8f	5	MG
40a160cf-2522-4660-a0c4-2c22be169268	400	MG
a4763b45-00bc-4cd4-95e8-bd8e6f35fea0	80	MG
2867ce1f-866b-4fa0-bee0-2c53f570e4d9	200.0	MG
9ed91460-1923-48b1-a6ae-8830eab5f650	40.0	MG
0fabf8c5-8c8f-45f4-a558-50be9b933732	200	MG
a9925c98-1911-4f68-a6d5-49b1f7eacae2	97	MG
c18fa1d8-cd4f-4cc1-a014-fbb955860f26	8	MG
b9cc2bbf-da8c-404d-bede-b46a80dcb4ca	500	MG
c2bbe4ea-621d-4b86-b50b-c4c983c1dfe8	400	MG
755319e0-b905-4e29-a4ec-695d0032b88e	80	MG
4b3738a7-8082-45b6-bf5d-71df5db81837	25	MG
dea2392e-8dba-42dc-bb08-e0ce1d6e5762	5	MG
f6901d81-4b29-4d6c-801e-90f5e69e0535	125	MG
d00fc08b-0c28-46dc-b00a-500bca74ca77	125	MG
2dc17d28-3724-4ab2-8e3f-ffa980d1bbaa	1.0	G
52dd904b-ef25-471b-bd9f-81b92b01c007	500	MG
b9381067-c04a-4308-b4cb-7e08a9592ecc	500	MG
06b37ae8-3701-4d4f-b5f6-32c5bb9d9f9f	500	MG
a541f655-1a07-48b0-9f27-222bdc077483	150.0	MG
78ab50c7-88f6-4bc2-a31f-db95356ec203	75.0	MG
704bf8bc-e3f2-473a-a264-b8b88e6ca954	235.0	MG
4ead961d-0041-4adf-ab9f-8e90ac673db5	1.25	MG
a5f43650-f75c-4470-9d37-0be4b753c6e5	2.5	MG
92729cb7-c0d9-4672-a6fe-75b31c02b01a	5.0	MG
d4dc06c7-754a-40ff-8b0e-c9af25ab26ef	10.0	MG
dc1ec6ff-189f-412d-b668-a8273c70bb8e	50.0	MG
fc2c5b42-7582-40b3-b4f6-cf5ff7540475	100.0	MG
5ccc55bd-2d68-4fbc-9dc9-279b420bd81f	5.0	MG
d0a9439e-01c2-47dc-a1bd-c143600bb22b	10.0	MG
01185a0c-aa16-4846-954b-620c95f5ea2d	20.0	MG
d6712867-f0eb-4554-b1d2-fc3d163c9f7e	75.0	MG
c5e9c7e8-083a-4857-875d-2a04828c9b0c	150.0	MG
f7aede09-00a3-4d70-986d-69109d3ea977	300.0	MG
de4be64e-b0b1-43db-b38f-e733bb003c7f	250	MG
0219d960-a4c7-466c-85bf-4a7c4115aec3	15	MG
16df3112-fe20-4812-b93e-520b5186944f	15	MG
10d3126b-2e18-44d4-9008-36982be36e0a	30	MG
fb43d6bd-3f24-4565-8918-c1e71292b257	250	MG
5c862987-de03-403e-ac4d-e88f0636fb19	120	MG
446c174c-b88e-42da-a5fe-665cf6562cdf	25	MG
c1b641d9-d975-48c1-866f-d609473a7ca6	75	MG
3fe45913-a923-4f52-9f73-9a95eced5c32	200	MG
7c6a6217-d7fb-4146-b0bf-9ca5533d1438	400	MG
75253c53-bebe-4954-a04e-6151188608f2	250.0	MG
d988e74d-60ee-49de-9e34-f11991f9f13d	500.0	MG
c785f427-023c-4465-a882-c29c922782c8	25.0	MG
25e44825-961f-44eb-bfcf-9c2581f79abf	50.0	MG
b5f831ea-8fd8-4781-b07c-365336e3d8c7	50	MG
ff6ec082-a65c-494b-b029-f794d2065227	100	MG
dd311ed4-d678-4d24-a568-1c17ddab7d62	1.0	MG
b8b3f8db-0ce3-4465-865a-75fc894a0c92	250.0	MG
5fa13188-64b4-4383-bc78-6205a785b73c	500.0	MG
8391b321-59bf-463c-a928-ad56498b91b0	750.0	MG
f6b98e04-18c3-4d4f-9a44-e27d9aa5615b	250.0	MG
c96b3c7e-6ec8-4166-8604-97cc9f9616af	1.5	MG
ab693979-6843-477c-865a-f5d70bfbb5b1	2.28	G
9bf14dc5-f92a-4e84-9f62-f771161a4b13	100.0	MG
da20f667-124b-440e-8e93-67aea432884b	5.0	MG
059182ab-8223-41b2-979e-719f8951496e	1.0	MG
89dea193-6e4f-40bf-a610-6b161f499609	40.0	MG
f1b3e16f-8af2-49a5-b91c-bde6e5c128e6	10.0	MG
fe86743b-388d-462a-8b5c-ac9c42b31e1e	200.0	MG
dcfe09bd-6a92-4633-9193-e68a2b78a44a	50.0	MG
c038e547-1cc2-4175-b497-a05cb148a1bd	20.0	MG
a0b35e10-0c6f-4ac5-81aa-51d4c940961e	20.0	MG
1bfdec42-7f7d-43ae-8174-9a2fd4dc7493	0.625	MG
e9afd979-2617-48e5-a7df-a6a165357fb9	2.0	MG
54a36aac-3c84-4f9c-80b8-2a4fec637d55	1.25	MG
f841a072-5281-40f1-be17-d72eeb477470	4.0	MG
c63cc6b4-95ec-4a85-8ac7-57846de10234	250.0	MG
edcb1e32-b046-4f66-85f6-3c2e38ef7025	500.0	MG
d188a2bb-4da9-4c7b-9fe2-06e9d3090144	100	MG
601aca66-04ec-489b-b3c8-59c13b1ae586	30	MG
5bab76ca-9872-411c-80d1-699286b6a68b	500	MG
23b6f4e1-9a2d-4152-82f9-873d904fe6ce	25	MG
fcb00a51-7a5a-4716-92ee-97aedfdc235d	500	MG
565bd23b-bd38-4888-a4db-0269628e42f6	8.0	MG
b6f73297-aa8c-4954-8e1d-15d95bd8ca25	500.0	MG
4cbe8034-8f6a-486d-889a-9e5c4fef6cb1	200	MG
95f7ed17-f2df-4dbc-9d82-d12ba9ab30d5	275	MG
61974a74-1496-4a26-801d-8c9fb395fd53	500	MG
1531219c-911e-42ef-9c2a-0f2da914aa8f	200	MG
9f74093a-5fb0-47a8-baec-3e66faa6fd4f	400	MG
8a7a49ab-b1fc-4396-b2f0-a8d84b2dcf3e	400	MG
266f8069-f48b-4570-bb05-fb6664f7cb4b	80	MG
9c590bbe-08a3-4d8b-9f77-966cdd5c403b	200.0	MG
4a1390b1-11d2-45c7-9292-eab1acab4537	200	MG
9cea7675-d4d9-4bbb-82b3-90095a9483bb	400	MG
14533b88-80f1-4a91-a7c4-3e4a6e8f3b11	400	MG
4a9d88a4-c7ec-4b73-87d0-7bf05b36bdf6	400	MG
17573e8b-865f-40f3-b204-662377023106	800	MG
442ffa7f-3ce9-49ea-9fbd-a0b5e77eca0c	50	MG
07d5684d-2aa5-4de8-a8ac-36a3e5c9288b	150	MG
c2d1dc33-c7e0-4bb4-a579-b520e3e6d2b6	8	MG
d063fde5-8e48-42ae-a53f-f8c529b08f3b	500	MG
52a0aae2-8bf6-4ce6-b1c3-3c0b7a08b978	2.4	G
b4ed1c70-aed2-4ca1-b538-e620e7d055a6	8	MG
