id	value	units
089397c2-c9d5-407c-8c72-e16195b88561	5.0	MG
8bff621e-23c5-4475-ab19-399c1db89d5b	2.5	MG
7013faa8-bac5-44c6-a9d4-ef526651841d	5.0	MG
43e1d3e9-0597-48f6-a306-941934b8884b	100.0	MG
00341c36-edd5-43ae-bbdf-e9abd25d78e2	50.0	MG
fb8c194d-4e4f-4925-96fd-408206890096	20.0	MG
e11a4106-c2bd-4324-acd7-668cef870c3b	11.53	MG
b677b1b3-d1aa-4f4d-b836-2742c6c45327	28.83	MG
a624bebb-e20a-497a-9dd4-0454b2113ace	150	MG
fea23f67-a13f-4e15-ab36-66719b6e0469	40	MG
ea072adb-20a6-44f5-babc-cd683ba1b469	125	MG
46e9d575-46a3-4ac8-8349-1441331111a7	150	MG
8384b273-0e71-4686-90eb-e2f71b183471	600.0	MG
ffaef9b4-057f-4a40-a4f9-4fa426b6f744	10	MG
861528d6-be98-4d0f-94fb-5cd48b81b0fc	50	MG
dcbdbae1-ef3f-41c1-9124-0e14863b92ed	500	MG
6fb2f6ab-df12-4a33-9363-852071a16a9e	100	MG
210fd5a4-3260-4880-874e-9a0d503bcd85	9.0	MG
5c86faf0-629b-400f-9e7a-28ff5a16fc01	0.5	MG
ea684b70-a027-4879-bf72-e8fb4590ff12	250	MG
30a13f96-9bc0-463b-abbe-540c1c391796	50	MG
b87fb3ea-437b-485d-8105-6faea81cdd07	500	MG
41dffb5d-c21f-4d99-93d6-2fc75f07536c	1000	MG
4687da3a-ea4f-4e92-8958-ed8a59980f21	0.25	MG
4c9205d5-75f7-4c5e-b6b0-873a546dd63a	500	MG
ee7ce4bf-2ca3-4482-8794-66d3d6995d84	500	MG
66d7441b-2cb2-4bba-92f6-aeedfae5e8fb	5	MG
6d1ffeca-c8e5-4c62-8d7f-cfcabffee247	10	MG
2124a5bc-983c-4813-8ed0-02956be25220	500	UG
f11ddd85-107b-42a0-9a67-e92b4b69f3d9	50	MG
d00a1184-6350-4688-9c3b-aefa88671160	20	MG
78b259a1-dc88-4f74-80c4-4f80f745fc2c	500	MG
ddbad631-32c5-4b9f-a87e-67870e10d110	0.125	MG
b7d32246-071e-458d-9443-4f70291677f7	20	MG
943c41aa-2863-4382-bcd9-708fa9f76673	100	MG
1b27759c-a0e0-45b6-a5cc-df63ba5015be	40	MG
e863fa05-cc4c-43fe-9f8b-dae43d8f8cf4	0.030	MG
463d3806-2b63-4fcb-8b02-0e17c0a68330	0.75	MG
9b8f053d-7952-4b83-a332-9c844e514551	200	UG
96db03cd-df6c-40e9-9ed8-97f573858785	500	MG
3d0d135c-0bae-4a47-99cb-d8b1c66df927	5	MG
a3451dc5-a53a-4413-a158-be6197b5a94c	10	MG
72d6c1f3-de0f-4a6f-bdc9-ac2cf0140a7f	150	MG
811e1845-328a-4cf2-8f8b-af7d76255098	16	IU
3a7729ac-415d-432a-ac31-9136f8320b7a	20	MG
c0c5aac6-4a5d-4ee0-a8c1-ecfa913041f8	600	MG
38d4e8ce-dd4b-4dca-bc00-a0ce88369fc2	10	MG
150a7020-7526-4542-a15a-3f2a6b9a9531	50	MG
77168535-d983-4639-bca0-fbb87cf67608	2	MG
b6c93ad1-ef06-499f-b29b-90f1c7d2a13b	2	MG
35d29d5a-dd77-4a0c-9752-b6c03b7c6671	4	MG
c53d765a-718c-4d64-8029-082fc70120b4	200	MG
f61b60cc-d9aa-4db7-92ec-d2222d8bf70d	250	MG
d8463fe7-c0d0-48a7-b6b6-d73fe3e60aa1	10.0	MG
a4892b6b-9b31-413b-b7f6-105fc814859c	125	MG
067d04a3-75bf-410e-a35c-396dae4e569b	150	MG
2c9260b9-de48-4770-80d3-2d0a2448c89a	4	G
de09c880-19cd-44dd-bdd9-39582f737b7a	500	MG
66127454-4289-46e8-99d3-4db1b747dd86	20	MG
6b288781-38e7-41e3-8848-6aea599e33e7	500	MG
89bcbc1e-c858-4197-aaca-b71a2169cf3a	500	MG
7476cd9d-323c-47ce-8cdd-d733ecc2a04b	0.5	MG
0c2929db-3d3f-429d-8be4-69403631abc2	100	MG
cb59a555-8eb9-4b1e-8476-bb1b930e0d36	200	MG
60636fa3-9f99-46bf-8a7c-80d3316ef116	500	MG
ef1e62f5-37c6-4ed8-b778-6c7a8e3cbe89	1000	MG
d4b994a3-5ce8-4230-8582-0e78edeba380	500	MG
1d203210-f26d-4621-81d7-f676d15f0ba4	20	MG
ca95bcd0-1c82-4823-92ab-140cb680e835	20	MG
23acbf10-fd1a-42b8-94ce-7ff273ea3080	300	MG
802b3a1e-8123-41fe-8be6-343539866535	50.0	MG
f93608b7-eb8c-4426-88aa-3c86a98dd1b1	200.0	MG
11f71938-850a-40be-b30e-3ea23aeb0190	500.0	MG
40ff5d33-7f7b-4d2d-be95-350c20e971b7	5	MG
71703d66-4e68-4cf0-a610-e44d1d118706	10	MG
6c1a157d-6cd9-4f48-a0be-876d5bf29441	500	MG
cf1229f8-404f-402a-acb3-1f84ef6b8ed4	1000	MG
dd53bdd9-a3f8-43f8-8901-6080656fb1f2	10.0	MG
75ffb2a5-8871-43ed-a53c-60155ee964b8	50.0	MG
4031961b-c129-4ca3-9615-3db26d2c3b84	75.0	MG
b061a701-793a-4c56-bf27-cdea244947ea	200.0	MCG
1748d765-87e4-44ac-9912-b5702f0f8763	1000.0	MG
5b86e45d-53a4-4e28-95c4-3c8789e7fade	5.0	MG
e034fc62-38d1-496b-972a-cb68703d0558	25.0	MG
765473f1-effb-45fb-9463-ffd9da459ddc	25.0	MG
f8bb40f6-7ba9-4e4d-a1f4-a482560df026	25.0	MG
3b429020-e354-4edf-98b6-4490cd9fffdb	25.0	MG
4edf4838-b7bd-407e-a7e2-805c4717adbe	600.0	MG
ef79ecc1-0437-4eea-ae44-89ab0e40ac45	20.0	MG
245d6318-c0d2-470a-84a5-08d7879c8dbf	5.0	MG
476fcd2a-2c12-476d-8993-718110c2433b	10.0	MG
36be4f77-1360-46b8-88c0-748d4a1876d5	20.0	MG
e85d3ade-f4af-4fef-89b2-3ae63eccab1b	5.0	MG
3ac08676-80a9-4930-91d3-c57e1d032558	100.0	UG
029dc056-af8e-4059-b87c-9bb6a86bf1a9	40.0	MG
0854fcd8-77b3-4948-b0ee-60f14be21a45	500.0	MG
6d1a4d9e-b5b6-4a07-b6b0-5a8d3fbc3d3e	18.0	MG
2a04d46e-0eff-4ca3-99db-5137bd0348ae	50.0	MG
35cb6358-98a7-4860-bb20-aa4e56685223	200.0	MG
633d173c-6ae4-45fe-ae64-7cab9bd6abde	200.0	MG
6115a69a-868a-4e48-9570-e96090452812	50.0	UG
cbef7727-217d-4566-970b-c1085f9382f8	50.0	MG
d1593b39-36f9-4fe4-88a0-77017adb34b3	25.0	MG
8124d8eb-2c1a-484a-a795-ac15d7f7a26b	50.0	MG
f27267bf-b135-46da-a900-7cc71ecdf4e0	12.5	MG
9d085b67-441d-4f0c-b9fe-ab04bd00df2e	2.0	G
e63563d9-92cd-4904-8e58-7752bc334c72	100.0	MG
cda5efdf-f738-4ad2-bbaa-a963bef2a986	500.0	MG
a75c97fc-fac6-445d-9fac-870b4f965425	750.0	MG
e3856101-ed55-47a7-9fa6-5c79c9b884d1	600.0	MG
12dd110c-1b6a-4a1b-ba5e-8bd44c91387a	0.5	G
9e485ce5-a6a5-4909-8c5e-f379292a73a9	2.0	G
b5b86de0-bdb8-431a-91e6-061e1c235e03	1.0	MG
1b2efd3a-240b-4e9d-95be-7288c75a7661	0.5	MG
2b930d04-5ee7-4642-9600-eaebd5955172	1.0	MG
666b98ab-04ab-4876-9969-edd4a7f76b86	20.0	MG
4a14109e-7a4f-446b-a7e8-193aaaeccda1	40.0	MG
78f7ea20-4506-4192-9034-f0d2a359b103	3.0	MG
84f7865e-6c17-41b2-b3d6-5ef9bd47555d	0.03	MG
24b6b137-bb4c-49b5-a731-8d59a9db5ba3	5.0	MG
46316023-009f-4e49-bfda-c8f61467008e	500.0	MG
b5fb8ef4-541e-42ae-84f6-4950109bb416	500.0	MG
af34a277-bce1-4373-92a3-b867f26c107e	5.0	MG
68b11ad3-f64e-45ea-8d53-4be49e58c31a	75.0	MG
d47a8191-8f2d-4879-a266-a5e8520afca4	150.0	MG
78815543-c843-4d05-a2a4-58ecd37a37a1	30.0	MG
785b028b-f0de-4cb0-87e9-96310f534a2b	60.0	MG
c91a0a07-bcba-4fc0-b8ae-dd8a2bb21b4f	90.0	MG
af5eac22-e1ae-456e-b08a-fe669adebc92	120.0	MG
d4f5a1e5-d4fd-4183-b08a-c18a1eac8529	600.0	MG
9093f6bd-e4a1-490a-a671-7685fdcbd10b	250.0	MG
4ebaf059-f576-4e5e-9bb1-712e25424f6c	500.0	MG
0746ec6d-d803-4d4d-b5e2-a3d8dfbf80a9	750.0	MG
e5cff873-000d-4de2-9b84-ae898123adcb	1.250	MG
4bf07f5c-bbf4-420c-8a9c-3ffc06d46d5d	4.0	MG
bc6767a8-0643-4782-ae6f-84e8a8234550	10.0	MG
95b38029-ca58-4618-b7ea-90c9f3b497ea	10.0	MG
ef4348d4-e9c8-4e14-a129-86fd838b6d4f	18.0	MG
fc8c8c48-8cfb-4cc8-81d1-d6d1f52694c2	25.0	MG
7d21da3c-8ed8-478d-87ba-599680c4c7bd	40.0	MG
e0dcc32c-bbfd-43c7-b41b-d4a2cf5ca043	20.0	MG
2e4540ae-66db-4045-95aa-24da72d2fffa	12.5	MG
e65bdf3e-ee82-40e6-990b-eea223366c9e	80.0	MG
7339a68b-5b02-405d-ba71-3ff2666c9709	12.5	MG
f69a117d-e964-4a0f-ba20-93a73bcb4a7a	160.0	MG
6f6587b9-f669-4c67-9b88-af223b3396ac	25.0	MG
74d116c5-5f6f-46b0-b619-5d704a66ebf8	160.0	MG
ccd43f0f-dec5-4a06-b77d-8bd1e0d3e8d8	400.0	MG
deb214b8-3210-44e5-9b0a-6db462cf579d	20.0	MG
2a4cccff-d3e5-43d9-adbe-fd7f5e0b4a64	300.0	MG
64fac861-c9df-415c-9c88-06c55aaec447	60.0	MG
63313b88-2015-4764-ac75-119713406791	80.0	MG
ea519a12-5b04-45d1-be3e-2d92adeedb83	100.0	MG
352d3a2d-a494-44ef-835b-6a9bbca059ef	5.0	MG
9e52bbee-3da6-4ec4-b05d-efb5b3fdf916	10.0	MG
c4d37592-67cf-48cd-8f41-f85ad462b7f6	20.0	MG
0cb246fe-da93-4e5b-a5a7-d4771e11e655	20.0	MG
5587cc4f-3542-4130-8eba-5f593f0f4521	12.5	MG
e7e15b3c-7dc0-46cb-a6cd-dac2f03fbff5	20.0	MG
491d27fd-f34b-4393-8985-2697b9c62d1a	10.0	MG
b2710f10-f9aa-4710-bc24-3b3d78c665a7	10.0	MG
84baf5a4-9b98-4e50-b63b-b9ab8a6c6f52	20.0	MG
9223bee0-5b5a-4eaa-a786-61c327094afa	500.0	MG
75627861-727e-44b8-8d03-c487ab419b16	10.0	MG
00382505-fe82-4932-9ee7-d4cbb071402a	10.0	MG
5a53a9ea-1450-405b-aaf5-92d5784fe77f	5.0	MG
0f1a5577-8a3e-4778-8d89-b9a909b48ae3	10.0	MG
efb16446-6384-4464-a1f0-f719bedc155c	400.0	MG
8401f4ea-c439-4fba-ab4e-c36b5e3c5ba0	12.5	MG
def76fd6-5dee-4489-ba79-e5ace4cdf401	10.0	MG
24a7ac72-f489-4264-b05d-461d7006b488	12.5	MG
05112818-7161-44ee-b98d-cf87eb3d7795	20.0	MG
88c4df06-3aed-4b57-8d40-eb4b21a380ab	10.0	MG
b5aab065-d9ba-4614-902c-95103ee4e740	5.0	MG
78ea2601-3d93-43e3-9cdc-601c3fe3b86b	50.0	MG
82427d5d-2135-42ae-a238-c39cc79c6a65	6.25	MG
fd7ff6de-e7da-4c3f-977e-c56bfe5ecf07	12.5	MG
95c20724-d5e0-488d-b189-821374e99d57	25.0	MG
6150426b-2371-4143-a4ef-6f35c2f6488e	7.5	MG
f40f38a7-7337-45e1-bc54-1942a8a63294	15.0	MG
05037fdc-c8f0-4042-9e6f-ba1653506c51	20.0	MG
c5f3980f-203b-4a8e-8b0b-b86ced3086ab	60.0	MG
bce9ac46-2bf8-43b4-8076-61a0a207253b	15.0	MG
31be88ae-b697-44cd-bf03-d9dab562f90d	30.0	MG
c4679dd4-8205-45e9-9893-9d2d6d15146d	40.0	MG
3c3a6b4a-af36-446b-9762-b2bb51e15fb9	50.0	MG
a059462b-6253-4847-b842-117c2a831018	100.0	MG
48cce2d9-b7a1-4a99-b18a-b61bf0f5dfad	5.0	MG
6d4473a4-1247-4cb9-a3cf-0aa826730b0b	10.0	MG
c86541a0-261c-4ae1-8faf-0c3a0b67cc16	1.0	MG
b4a5764f-9ed0-4b5f-bb65-cea89f352a9d	100.0	MG
8257fa74-7824-47b7-b5d9-a00611ce71a7	200.0	MG
887d7d98-d45a-48a6-9787-17ddf9302476	50.0	MG
0abe993b-713b-4ef6-b8a7-6b8b4a6288b6	25.0	MG
bd8f8726-f7ba-436b-8375-69a5d28030ef	30.0	MG
756cd435-01ae-4394-a4fb-abc4fce17168	60.0	MG
a8647469-7128-40b1-81ff-cc4b9d65cb66	1.0	MG
9c30858f-bf6d-47b1-8c88-b2339f0d35f0	2.0	MG
a6aa885c-a0d5-42c8-a900-0e2aa120f3b9	0.5	MG
51a6eba9-d305-47a8-b7ce-3a036b7ce3de	3.0	MG
cad56780-9008-4dcf-a9cd-76bcb3c9b05a	4.0	MG
11fbfdfa-53a0-4313-ad70-01ebf35f2eb5	4.0	MG
61d13b8d-4397-48f1-b64a-8de8cb3e851b	8.0	MG
254fca64-4250-47a8-b262-1991ae14cf86	4.0	MG
21232d35-5474-478c-991b-8b0f9dcdf0b9	75.0	MG
36706cb2-9d56-4374-a528-e2680010d7af	70.0	MG
f469a7eb-da6c-45f2-8625-3633bd0035a4	12.5	MG
004cb111-63a3-4233-ab11-0ff38e042082	50.0	MG
d2092794-3ec5-4dd7-a105-dd9d9cae45d0	25.0	MG
73a1844c-0fed-480b-a5e1-618d4a5e77bc	100.0	MG
31214de6-2e3f-4451-878d-5d8d66ad4df7	100.0	MG
9e3eb845-8aa4-4f47-960b-b8d3f4a172d9	35.0	MG
c219a9fa-0011-4816-a657-d28a2bea65af	40.0	MG
e7cdd8d7-15bb-4af0-99ab-a5a4b1a7225f	30.0	MG
5a56ed2e-2d03-41ff-b38e-913d87a67963	1.5	MG
066d2d36-b937-453b-a099-9a093a0017df	50.0	MG
5a1100b7-9d72-4933-95cf-ae111a2160cf	100.0	MG
02d7708a-5bd2-4da8-b1c8-1e290e4a66e7	4.0	MG
f9a52693-0fa2-4f7f-aa47-5437525be4c5	5.0	MG
f43bc896-d24c-4359-b6a9-13d798b21bfc	10.0	MG
e39b3dcc-3edf-4014-94ba-9dc5412840d5	500.0	MG
22cff66c-b2d5-4000-8fda-a81a2c8d264f	1.0	G
fa692dd5-96e4-4d4d-870f-3b19d4db2197	10.0	MG
ac43aee1-35b8-459c-9191-033fe7776b0f	20.0	MG
58c1940f-c7da-4f1f-a84d-647adba5410f	40.0	MG
44254d8f-97ad-472f-be3f-13cb2554266b	80.0	MG
d79b2559-7514-4ced-9d7d-defd34d93179	2.5	MG
ce79e00c-4562-4c47-a15a-de57c5ff408c	6.25	MG
bcb52837-84e9-454f-aaa7-957446e4e928	5.0	MG
01891dfd-7818-455a-9bc1-df9a64f17de2	6.25	MG
cbd1b579-c6b4-496a-bb74-809c4a41f3f5	10.0	MG
48289cd6-2ae7-4564-8c2e-9ea6db63551e	6.25	MG
571442d6-66c5-47d3-82ea-9467dde4258b	200.0	MG
25ccee69-8c5b-42a6-afaa-6892779440bc	400.0	MG
f86828f8-9eef-4f3f-a605-76c5566181b5	500.0	MG
c2190b5e-758c-4302-bd1c-646672982424	50.0	MG
67272d3a-c268-48c1-942f-1d93e00aa613	100.0	MG
597ce050-81ef-4464-8184-7d8b1b4a35c6	4.0	MG
f9860a75-f470-4d71-b71e-faa432b022e4	8.0	MG
e41b8079-ff4e-4c97-b55e-66130ad9dc4d	20.0	MG
16f69c86-4251-4f82-9692-2930810f4989	40.0	MG
ac407d4c-f5bd-40ca-aa0f-f8f40419bf51	80.0	MG
2c82fe7b-1896-4efd-a561-8a86c4338001	25.0	MG
b9ea0b36-af8d-4685-854b-b382acb9cdb0	20.0	MG
4f2bd6be-83f5-4c08-b434-97a6e10ee29b	40.0	MG
0020a8ed-b267-4e9e-b6dc-ff7536b6d28c	325.0	MG
ee1a988b-5143-4682-a05c-fb77510342b8	37.5	MG
0ffee11c-dc7f-4efd-9196-cb9655236461	30.0	MG
b3897d90-4067-48f7-adbf-5d7ae13ba061	60.0	MG
f696c114-2b84-407a-86ed-c25fe8bc7e88	5.0	MG
14847195-1c2b-4de8-b0b1-9529a7f1ecab	150.0	MG
6be3bb8b-533f-4880-a5ba-cc2be3c11a43	300.0	MG
395778cf-d9ef-49d5-8843-c86ca0ee605c	275.0	MG
ae9d3fa7-2488-46a7-ae34-24eae7811e6e	75.0	MG
c6fbd481-e00a-4c66-b40d-2fda65a5fd59	400.0	MG
7cbff820-ac25-487f-ae7b-6223eb0f74a9	150.0	MG
b714889a-5c93-495d-aa5d-2900b1601c45	40.0	MG
5f2e0957-8f18-4d4e-9f0d-291774ffdc6c	80.0	MG
53ea1bbd-fc65-4d1f-b371-cd5f5436f749	160.0	MG
4539a71e-8b19-4ab7-b58f-faa2ad928f58	50.0	MG
38c4ed00-d744-4e3d-a5ce-829671cf24cf	75.0	MG
1f0f60f4-8e49-4a22-b82a-7ddbc0be7a57	100000	IU
c2a1b838-1a8f-40b1-bd68-9e07c4709960	200000	IU
9c0c3096-34cf-4bc5-bfeb-4aee54946f8f	50000	IU
d7284bf0-3ae6-4e5d-8258-5e5b6181f196	15.0	MG
56c318f2-30be-41cc-88f0-8a8765670e59	12.5	MG
10bb58c6-fa4f-45b0-b566-6acd96b93759	50.0	MG
d8254c7b-d61b-4ee3-98f5-36e9f1c91984	150.0	MG
f0292fb1-3137-4316-9f4d-447149a5c1b6	600.0	MG
eb9e04ba-7901-4a31-815d-a81b59744a6a	2.0	MG
5537d6e0-3e00-4179-82f2-c88c29811c26	4.0	MG
af89e611-97de-4046-978a-890fa5760dd5	8.0	MG
7da45a4b-d57c-484f-a04c-342800b01c7d	150.0	MG
f341cb92-3207-449e-8082-b905056400a7	200.0	MG
106a5db6-688c-45ed-bd84-219b4e1fc3cd	10.0	MG
c15615e5-61f2-43a8-9521-094ff608e7d2	50.0	MG
c8e54bf8-5c26-493a-9631-0f61baba2244	75.0	MG
bcfc600b-c8e8-4e5b-ba59-2a04ad9d5af4	0.25	MG
abef0a5e-3fea-4fb5-9725-3e0e49dc5702	0.125	MG
03b3c74d-06df-4200-b6a6-7727c6131f26	1.0	MG
98e11351-a88d-4d11-a5d3-a520eef89650	37.5	MG
7aa457a7-8efc-497b-a858-f4932f6c71d6	75.0	MG
c4bd11cd-a723-4ac4-a0c1-6a7b47ee8065	150.0	MG
ec49bb61-181b-421c-947b-cc2660c8c212	600.0	MG
64f1fe77-facd-4d02-82c2-8ac862d94e7d	50.0	MG
5039c3aa-3fb2-458a-82ab-315fd07132e7	50.0	MG
9598e9b4-ebf4-40a2-9b9a-b6a57bb1d768	50.0	MG
b46e6313-e67e-4b15-b43b-293a2242ba56	100.0	MG
18886d29-aae6-4217-b172-e3a78bcfdf69	60.0	MG
33a123dc-5f31-47ff-8c69-df38c6cbd12e	90.0	MG
4909beb9-b984-4bcd-972e-fcb72c2e86cb	120.0	MG
8b18f02b-c432-49ed-913a-6329cf2ae352	200.0	MG
440a5d33-2d75-4822-8032-3eb4d8a98368	250.0	MG
d5d3b107-e1d3-4340-97da-be1e74dbdea5	0.130	G
bce54696-11ca-4461-a375-7d3b87afd66e	5.0	MG
76c3ba43-d2c3-4655-99b5-b37a9883b0b6	10.0	MG
c620b8c5-95ee-4bcf-b422-945e96794229	15.0	MG
dcd9e673-6afd-4e6f-904f-914ebe415cff	20.0	MG
c8f1d301-c13b-4258-8eca-6ebf6fe11f01	199.8	MG
6d2e06e7-47aa-4839-a4d7-b54dacdb6b70	87.0	MG
a8304a20-754d-4627-8f2b-dfcee1083d1f	333.0	MG
3b15025f-bf73-4e41-9d32-a5170cf5dd50	145.0	MG
dd72642e-3740-4e5c-8cad-5f29344fd25b	133.2	MG
13115a04-c658-4ed7-a584-cdfe07b0c20b	58.0	MG
d3c84d91-3698-47e9-8500-4f1deb3aa1ae	2.5	MG
7eeaa7da-2363-489e-9b01-eb7ba5f1e0ce	5.0	MG
e42d4513-7bd3-45bc-9ded-31028082ccc0	10.0	MG
29e90a81-022a-4726-b4d8-714add16bb78	10.0	MG
48537f02-a8e3-420c-be59-14412736cc30	500.0	MG
7b1e1ad5-dd37-4710-a9e6-9ca8e8ce6c3c	150.0	MG
40483014-0148-43e7-80bd-bfe51b9ca25d	200.0	MG
540058eb-4260-4293-8ac3-2dd62fe889d8	300.0	MG
4be114e6-7682-466c-8029-46a462c375ef	50.0	MG
bd037bc9-378c-4e45-a6e2-6846744c6097	100.0	MG
182b51bc-d48f-4c00-84d4-ff8136c6b30d	50.0	MG
7d3d0448-bbc9-44ca-a645-49172edadb27	100.0	MG
0556c613-e768-41ab-b06c-8f08100b4e8b	25.0	MG
7a68ce04-c79c-4c42-8060-9208f8cfc923	850.0	MG
eb458200-2d40-421d-baf0-0db32efabaa6	50.0	MG
92e8b407-7089-4396-8e1f-8fb6c735eeba	1000.0	MG
bfd3e1d0-4a10-4530-89e8-c6154f9cc3e3	50.0	MG
4b0054a3-1d95-4cb5-a51f-7a8ca6c24f59	1.0	MG
28febcdc-3a33-4fe4-9097-93fce4b9680e	50.0	MG
7c8d60f4-aaaf-486e-8482-fb22b55552a1	20.0	MG
1eb1e2b8-f978-4c3b-ab6f-6386ac0b6187	80.0	MG
c5dd3921-ad58-488b-b5c8-a7409d0d9f5c	20.0	MG
6411197d-41ba-4df4-b7af-ef778bb9a4a3	40.0	MG
956047d3-0e16-4ef4-bd9a-58d18ea6dc84	40.0	MG
bc8769a5-d403-447f-bd54-a3998cc18bda	100.0	MG
6f92a4dc-3877-44c6-a12e-902cebeaca20	400.0	MG
a4577fdc-d9bd-44b7-9bbf-1e04efdd4ff0	1.0	G
d5057511-31c1-4013-9723-a5c966dabd96	20.0	MG
db19bc6c-1e9e-4558-a319-ed2c8234ced4	40.0	MG
2cbf1e83-bd62-49f6-b087-d3e19ffad24c	3.75	MG
9c7d0a0e-e1ec-4888-88c7-1fdfed8463bc	11.25	MG
aa425d4d-242e-401c-8ac6-274e26368c8d	22.5	MG
0fa0f996-4de6-4733-8012-a3aaab63dc1c	50.0	MG
87330b68-6f5a-45ea-bff2-07e3061790cb	30	MG
2da2faa8-55a7-4d94-83e8-a21d25811e65	400	MG
146a8594-6a93-42d5-997a-faec8038b3af	80	MG
2b72c2ec-4e87-4361-973a-a24b1e8fe95f	100	MG
0dce131c-671e-4408-adbe-9ee73ba93abb	20	MG
75fcd39e-4a9c-42fa-8e79-d6f9e3b3ffb1	200	MG
f9b708b7-44da-4af7-a808-b19c7b2b7471	40	MG
37c41a55-0b40-47c4-a61e-f3e9e55f6117	10000	KU
d7f79f21-b00a-4956-8680-01bbe35a0974	500	MG
a684499a-4ed2-40fc-b90e-7b70c68c2a8d	12.5	MG
035a0a5f-fd2f-4daa-8990-8b650d0d8dd9	100	MG
7b018bb2-084c-4810-b237-83cc093cce76	0.03	MG
2ccf490d-e6b2-4496-9bb7-833e12797902	0.5	G
f0af26b7-b0b2-4902-adca-53128cbb3986	1	G
ada2dafa-b277-45da-a702-5220eaf8747c	0.25	G
3f3c398d-e44a-49cf-a07f-366103560d6d	40	MG
8f0ef471-a1b7-4589-8736-957bebb82e75	50	MG
f12e2790-e78c-4131-b489-f896b90ca486	300	MG
a4dce400-80ef-41a9-b86f-3393cea968be	0.03	MG
aedf79de-20ac-4c59-85b3-93ae4b0fa5ed	0.15	MG
1da1e43a-e06c-44bb-b235-83c844af4f4e	200	MG
1b9d6e44-b7e2-44e4-9b74-64c8169c09f2	40	MG
748004aa-1548-48bf-bc5b-24d4a00ef997	200	MG
5eecd2d4-050e-40c3-a350-ccb14d36ffd2	50	MG
ae0855c4-262f-4e8c-9372-aa9cc92375c5	100	MG
ec295f8a-fe1f-49a9-afbc-f473df938064	8	MG
d801cb8b-14aa-47c4-b89f-6d756e104219	500	MG
c848bbd0-839d-4024-80d7-1b8f5cf6fdf6	250	MG
6cd9ce7b-f116-4165-9092-49efd98da2ab	120	MG
0ee7043a-c10b-45d5-bb5f-ebff6ab90352	120	MG
345a4296-c19f-4a03-9e54-a39641b578e5	40	MG
3ad8850f-8f42-4792-80a2-5bf43d21b00c	40	MG
c3e49c25-cd69-4fd5-a941-ec46cb75e918	10	MG
457402a1-9923-484a-b47f-0779d0481c42	25	MG
cb538eea-7bcb-4060-ae63-3032f3e768a4	100	MG
67bd0e11-2fe8-457e-93ea-9419bff6f5b8	5	MG
09150c22-b70a-43b1-9cd8-00715148883a	250	MG
756e77e6-b373-4644-a77c-e5ee27dcd8d1	400	MG
f142d7a9-a30f-4303-90a8-5bfea86beebc	5	MG
68c14bc7-b298-4d5a-a967-eb288189e1c4	2	MG
ee435744-e137-4281-a138-7e99d9302d3f	0.2	MG
23e02239-093c-4a7b-9da9-d23021b5ca01	400	MG
6c496cc4-c5aa-47e0-83c3-6c417858fec1	80	MG
920a56b3-08ca-4604-adf6-c593ac39d567	100	MG
cb822357-cf8d-40c6-9ce9-4cec20f180b8	20	MG
cb54e7ad-ad82-42c3-ab9e-63d7362a3abd	50	MG
88e4b461-8d1f-44ba-a292-c7ddaee69671	100	MG
637338e5-62c8-4850-b1d0-09b089c74245	0.05	G
eb2fed6b-de17-4c3c-9e31-c439f0a17726	0.05	G
96b7a8d4-85c5-4421-a47c-56b6616734e0	500	MG
d047468d-c2ee-4526-9bdc-1da34d2cb64d	250	MG
74fc1c64-1c34-4a98-a070-e609a4380c48	0.625	MG
84318c34-0a82-4625-9224-b5657fe42e7e	25	MG
68c2dfd9-f11a-4486-a8a6-4a9fd1fc36d4	50	MG
0e3b7651-fb6e-4c77-81a1-3956983e415e	125	MG
c4b87aba-cb85-457e-8d4b-116404cb584a	500	MG
a8093fa3-b132-4da2-a067-92acdd3a19cb	10	MG
438b7888-d2d5-4e10-a9b1-cb90c6689a92	15	MG
baa7f2c9-6158-4382-bca1-59c197b65c78	30	MG
676bace7-8e3d-4eae-a0f4-a21830c20ca9	20	MG
60dbae23-7c8b-41fb-8688-421b929575c1	800	MG
2f94bbc7-3b45-4151-9264-4b72fca204c9	160	MG
76194628-2b52-407e-ba55-d314216eeea1	1.25	MG
f1b860bc-e67d-4b75-99e9-9b23e0df489e	1.25	MG
f4d4fa63-f25f-4531-a438-2652f44dd792	200	MG
4a5720a5-fdf9-491b-b2ea-7810f450857b	400	MG
62f4310a-bc11-4aaa-b4b0-7236ca08902d	100	MG
2f73e2dc-58b5-4b07-b3d5-8d3e0fdf6dc4	10.0	MG
553c2d4e-270c-4087-a261-0c60e6521fa4	200	MG
30df8ad0-7beb-4113-ad33-84db86512461	40	MG
002338e3-8b5b-4ade-96bc-ab0fb0ebecb0	50	MG
2dd61f67-cf3b-48ac-98e1-8bc21394e954	30	MG
9048ed2d-650a-43e9-8d9d-64e021b98792	50	MG
72d83362-487c-4eca-825c-00739f7d3728	800	MG
592eedc3-7c09-4fe6-9785-f36bd1bfc74b	160	MG
81a8457c-dd0b-4ef2-8b3a-e03fb76d2e8e	250	MG
f6948c86-c2d4-4ca4-b979-aef54ced435e	125	MG
31c64427-89f7-4732-992d-4911b4502f9d	250	MG
62179a4b-8a2f-4b5f-9179-ab340edf6ab0	25	MG
