id	exclude_id	category
e4c79ae3-ba5a-41d3-a89f-3be76821d88e	1f0d59fc-e265-4462-8355-6953bfe58613	O85
aa11660f-1730-4fa9-9d84-c8ed5803f8f9	b3e82c92-f2b5-42ca-bf3d-2410714ba3d2	N86
35852b18-d3fd-40d9-a49a-83ba06dad4a0	4ad5b415-aadf-4b25-84db-8c8dcfea9a20	N72
fba1f4d9-df0e-490e-ade1-e0ee1c4a8e34	384bca73-5d0b-4295-b5f8-3497580904e1	N72
107e1e34-fa66-4de9-ac5e-a10c695d1478	63a1018f-29e5-4699-ac60-2c6dfce93c69	P95
96455c79-3065-4a69-845c-4dee4ec58c85	c8fc8203-d372-4ebd-9fed-daf8674bd050	O11
06f1ecd2-d9a1-4cd2-ab42-d2f8c9dbfe4b	30f5a36a-7bd3-47bf-b0f1-9e6b07186839	P95
1d047f1d-3b19-4dff-ba69-9fa22f33bc37	41404357-4129-45e9-a13a-45d921c13eea	O76
ef549318-ad19-46de-948c-cb0fc049c31c	5e5b1227-e8b5-4400-94ae-1203cd1e1de5	O85
451d0a76-2c86-4144-8491-45070ddc918f	d6b7d43a-24c4-4a28-9a24-46950e858da4	O68
6035e3f5-b70c-4369-872e-a3b9e1e12910	1914e243-d656-4d4b-8e26-b2004fb09325	O68
c4d7f552-e71e-4f88-8ea6-6fcbcfd32100	662d9ed1-ce4d-41b0-8d17-69fdabe10bad	O76
19eb5eb1-bd7c-4367-a570-fe39de4da7c7	469be529-0d69-47d1-96ca-88271dfeba67	O68
3dc44481-67b2-4595-9ec6-02a8a7e41f4b	c61d645a-7751-44c2-a1cf-a481e99b662b	O68
f9351c8c-02c1-4ace-a897-abb85797d5ae	2fe62798-9788-48f7-bbd4-6ec187b53780	O76
e28c1acb-6866-473c-98ae-c00b8d827df0	0ee10eac-e84e-4f83-9e34-86452cc43fa2	O68
70924d90-9f1a-435f-8461-7df703de0708	0287c64e-3aae-49c6-b3e6-8f5b2533f23f	A34
0080a2eb-9d2f-41c2-8bc3-d606cebe093e	c52c120d-6a6d-408a-8b37-1d38e2eb775f	R34
67b55de6-f8c0-4de0-82d6-96e139d03efd	cb082e51-9b5d-4c32-8a8c-00c3612c53da	A34
ebf4822e-d5d9-4dcc-bd28-60dff776a2cb	2d9ce5da-a416-46f1-a851-e67fa6e01791	O85
71554d1d-73cb-4249-8511-07fd1fea0956	e010145a-772d-4e12-815e-0ddd7b498ad0	R75
2fd5b084-9345-4f76-a1da-94fbfc4df4c0	4646d85c-194d-4b32-aec2-eda931dc73de	A33
34cf4e93-d396-4484-923b-fb2a3121900d	c8a225cb-7751-4eaa-8329-7cdd647d7cc7	A33
16e673f3-d733-472d-a993-e40fc4476298	8cef1a22-0360-48bd-a318-c59e57bb41f3	L00
e0e34bd6-379d-4291-b298-505f39d5f38f	05f19b39-1efb-4ea2-ae2c-52a959007435	L00
993533a6-a39b-4301-9ea1-7e9cd502b8ef	70868419-1735-4780-9df9-1ba2a4b3e117	P19
97e675ee-ea8b-4737-983c-6bd4f154e316	44f29687-17e4-42db-9be3-c8cda05f29c5	L00
170d8bcd-10bf-477e-ae83-5e00046c49ac	7113da13-cb28-4fb9-a7cb-5d62a300d101	L22
6b7e13b2-d4e9-40ca-80b8-e67b2b6f9048	352e5534-5dc7-4826-a172-d67a4cfba9bc	Q02
5e9d002d-a8dc-46c7-8353-e24003204e08	1034a26a-843e-409e-80bd-221d6de9a8d7	J80
25d3ba40-1a0a-450b-b75c-3f80cd94acfa	a1ebd510-19c6-47c7-a5cc-516fe001e299	J80
fcc88922-0444-48cb-8a70-d0cddcd55472	06f818e1-dba7-4e52-bd36-f0cd73128e69	P84
bad3b8e5-ae11-495f-8ffc-56e39d311eac	ee0477e7-9788-4b2a-a30f-f43c08111f67	J90
5a533089-9ddd-45c5-9708-24355bfe6a99	802d8749-1d27-4ced-af9b-976817f5c2b0	N23
a5447ce7-035e-401e-9439-57d375a3b1be	68ffacb1-62b9-4ce2-8463-27f7be832767	K30
0ac031db-7d55-40d8-8efc-ce822188d1c6	fdd0ef6e-479f-48f3-8c7a-af1d4ead47fd	K30
