id	created_at	updated_at	name	category	inactive_reason	address_id	location
3c7dda4d-2c62-4f7d-be96-f0f712521f34	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Siabuzuba			43493d45-02ab-4a51-b353-eac923a7fd5f	0101000020E610000002BC0512146F3B40C442AD69DEB131C0
793243c9-bfe7-4ceb-afee-af935a0421a1	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Sinasengwe			a6cbf9f9-1095-4c1c-909e-972b0ee61079	0101000020E61000003411363CBDD23B40C4B12E6EA39131C0
b110150f-d1ca-40f4-bd21-0e0b16378b03	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Isabella Mine			5409e93e-17c0-45e2-831f-9528181de4f1	0101000020E6100000C2F3FF1FA88C3C40CBDB114E0B7633C0
76c729d3-ce8e-4842-93f2-d1a6f03c7c42	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	PEHO			30bf77ae-d5fb-4a6a-980a-379d5dc9e589	0101000020E61000009A2E00E0A3C03C404BE5ED08A7CD33C0
18cd24e0-d7cd-46be-8368-04dc5225e12a	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Lukala			c9e05bd4-136e-4f90-85dd-a72556b291e8	0101000020E61000003DE9FF3F87693C40CFBD874B8E4333C0
a8a1c823-e941-4777-8174-99144bcf851b	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Mbembeswana			a1c5e760-aa1a-46d0-82ca-9b6d717b7da4	0101000020E61000002B0B0080E5663C40A25D85949F5433C0
7b84d1ae-7f54-47c9-ab1a-62aeeb0dde6d	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Inyathi			789bffb8-5345-400d-a822-1c3e247888ba	0101000020E610000055D3FFFF29DB3C408FC2F5285CAF33C0
e24a2a31-1c0b-4ae7-9de0-2cfb7b19a12d	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Sicanda			3180da0e-fecf-4b9d-a652-31cd7807b677	0101000020E610000062EBFFFFAB793C40040473F4F85533C0
9a4803d0-5568-4a57-b955-2437482a9b1a	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Turk Mine			933d3957-a9c2-472d-8626-4d61d26731d7	0101000020E6100000620B00603CCB3C40F415A4198BB633C0
40af6c8b-386c-455b-8882-1be521cd6dce	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Mdutshane			f8674a43-1b0f-4462-8943-6902729d9473	0101000020E6100000B64AB0389CA13C401BD82AC1E27833C0
e48ae2a1-3309-4b44-b84d-6d36dbbf70cb	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Balanda			bacbba95-2e62-4352-8427-490e1bfb7335	0101000020E6100000C05B2041F1833C404F401361C37333C0
7f4dbcda-18c7-4c7a-a8ed-a3be69179565	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Majiji			56d19a37-22c3-465c-b588-22bf76a0c6ba	0101000020E6100000B84082E2C7583C40AA8251499D6033C0
58eba6d6-a321-45d7-9542-2583f60d8351	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Raafs			17649580-bb87-42d6-acad-a4dba1f8f65a	0101000020E6100000A167B3EA73A53C403480B74082E233C0
4d6a92d4-c26c-46c7-a86f-d07e37180954	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Bangure			366cef9d-a158-4742-a6b6-ac6ba5768936	0101000020E6100000A2DAFFBFF3C53F40F06DFAB31F8933C0
621d374c-a32d-45bd-9060-9e76f9df51d5	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Birchenough			c08cfe12-2944-4c79-882e-aada1f456adb	0101000020E6100000ABE9FFFF542B4040FFEC478AC8F833C0
571808ce-af7b-48b3-9bd2-7cb64f582de8	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Chabata			d91e747b-878f-41b3-b0df-b587a89261a0	0101000020E6100000180A002033144040C5AC174339C933C0
e585e3be-013f-4410-8411-9263e610af37	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Betera			bc74d4ea-14e2-4588-bc94-dafa04cc3297	0101000020E610000042F2FFFF2700404072DC291DAC5F33C0
7149e9df-ac77-49f2-b71e-4d47db8e5aff	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Buhera			4321df62-209f-4d03-b766-b74dd7a32b76	0101000020E6100000C8DCFF7F986F3F403B53E8BCC65633C0
03d5350a-9537-4058-b91d-055266c95a6e	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Chapanduka			d30ece04-e84d-4279-b072-172796bf3dc6	0101000020E61000007FFEFFDF9F15404090DAC4C9FDAE33C0
71241c9f-c799-4e6b-b536-7d5c408f9ffc	2024-10-08 17:36:52.443494-04	2024-10-08 17:36:52.443494-04	Chimbudzi			1e286a3e-a4b1-4793-afcc-48319887a2c4	0101000020E610000089100060E1CD3F40FE9AAC510F7933C0
