id	exclude_id	code_range_start	code_range_end	code_range_start_dash	code_range_end_dash
518513c5-f564-4441-86a1-f06f8dc3d321	1ad3c25e-372f-4587-ab49-2c35adfb0f61	N81.2	N81.4	f	f
ba57eaad-ed3a-4766-8dfd-63ff63fd6ad1	13d11f2a-6de6-4933-ab92-71dd6303f238	N81.2	N81.4	f	f
28b700f8-53de-4b85-9313-eead279cdbae	87119f02-a62c-437d-979d-abfb5bf8a905	N81.2	N81.4	f	f
23712232-b440-49db-9643-af50d7966430	5b9cbdd0-a34c-4446-92d0-bc45ca6e8550	N86	N88	f	f
584e6b7f-58ec-4fba-a7e3-3ae77cc9fa77	3ade5c21-3e88-46be-8a08-81a64881ab2b	O71.7	O71.8	f	f
c397b771-4f3f-440d-8148-e1ea2ef1aecb	22060ee3-9518-4d6a-8303-a3bb63b40abe	O71.7	O71.8	f	f
31ee308b-e6b4-4749-b4d9-bfad7a721962	9e638b7a-b2d7-4f2d-8b4b-ddc4e21f01b1	N91.3	N91.5	f	f
09e1fd4f-a67e-4047-8d77-81780a94d0a1	4fe99e59-e9ca-45fe-b895-3a0734e6e58e	O00	O08	f	f
806142f3-29e5-4f6a-945e-d47b5028717f	7e00d73c-b232-4794-a516-f9c72c2f27f6	O65	O66	f	f
07221631-07c3-4389-a237-5b97ed6ba096	9b922e8d-9e3a-4c8a-a106-2c0bba13aa9b	O66.2	O66.3	f	f
8f7a3fd3-279a-42fe-9745-7f15d0a2f7ab	9333d4d9-11b6-4129-800f-255c0331989b	O90.0	O90.1	f	f
4b24f9b6-db05-413c-9960-98578f8a01fe	96f5d0fc-0a79-48f4-aae4-4d751c10aea4	O77.0	O77.1	f	f
265b761b-cdb0-4a04-9e1d-9ef813fe385e	45ff76e5-d715-4a91-9179-720df7395d5e	O35	O36	f	f
57f7c210-8b16-4bd2-a55d-7d5f32c1bd7a	b4a13e52-bfa5-4052-9e89-7b1538492a44	O35	O36	f	f
75410509-0def-4ac9-acc8-31c37cb08fab	5c9b1dcd-74ea-4625-bff2-56956f19b03c	O10	O16	f	f
95e01861-651c-4f05-9206-22a299a91017	ff105dfa-69ee-42f8-bd03-e610b5acd329	O86.1	O86.4	f	f
cb35d1b3-002f-4311-b1d3-02a38edfca38	6116cb28-b36b-47c1-9f1c-530663d4aa21	P70	P74	f	f
21905db9-60f9-411d-8f08-374b0e51bc62	80d25029-2f35-4226-be37-c3da88557241	P35	P39	f	f
429ad687-625a-4477-aa7e-7c699e7a0159	5ee3057e-0406-496a-9f9f-72f61ddf7d9d	Q00	Q99	f	f
ab8f6825-e84c-4e7d-bb09-ccc6ff03208c	c4fe27c1-0a6f-48b1-a624-f57dba6a7a26	P22.0	P22.9	f	f
d0f48e72-69f7-4523-a9f5-e143c2176e72	e68ddef2-3227-4750-b2ab-0e778d861b66	P28.3	P28.4	t	t
b2780817-0f03-4297-a769-a07c1fd20c2b	5ee8af8b-624d-46b5-8ff3-d3f908d3f8cb	Q20	Q28	f	f
5157ae3a-c979-4eec-a9ef-cd67e8481964	e79c6087-0c51-4a71-b9f5-c78e108e57cb	A00	A09	f	f
f5a53ed1-8715-4733-9227-a644f50b8f14	aa2cfecf-fb55-4b4f-b4e6-649d595681ed	P55	P57	f	f
bacee7d2-5cda-4b47-9425-295aa3312e2f	8a872724-9cee-4613-b1bd-c7f3f1e7861c	E70	E88	f	f
12946862-b537-4b9d-aac6-f4107425b864	9807414e-a42d-4f3f-846c-38e376a4eb58	E03.0	E03.1	f	f
2ef994aa-e7c7-4192-a826-7c680ccd8b29	bb536779-ddc1-4f54-bf6d-732c02f3b7f3	E84.0	E84.9	f	f
555715c5-8cbd-460a-b7c8-22fdbaa9dc83	1e8a02f9-8f8f-4cf2-b28f-e49757f7be88	P54.0	P54.3	f	f
a90d9749-4520-40d9-9252-9e1daeed14a1	a85dfc99-87f4-4b7f-ab3c-caaeaa0d5b77	Q80	Q84	f	f
ba66d327-b072-42bd-bc4c-30cd61186919	0143089f-94da-4288-b766-6244bd007d02	P04.0	P04.1	f	f
8a7e6667-b342-4a23-b162-85cb91df794c	0e676440-f009-40cd-963e-e1f6b1051b50	Q05.0	Q05.4	f	f
593b819a-cbe0-45b7-b542-f0516dd903be	f564ac77-3808-426d-87e6-e0674da365d5	Q16.0	Q16.9	f	f
739251ee-8ebd-4b01-9bde-516d17d16942	fc113077-bc54-4a03-b173-a5bd8deea51a	Q35	Q37	f	f
1fb47f84-736d-4f4d-b880-1100aa6fd140	159e6410-2f9f-4c27-b00f-0fd3de1795d3	Q28.0	Q28.3	f	f
de3a6c4e-53ce-43b8-be93-21d859ea4370	88d5f43c-f157-46d5-a374-14f134829f6e	Q25.5	Q25.7	f	f
32b67921-20f8-4841-8eab-bd34790d1721	42c7fa4b-a346-4c39-8610-9f0a229a3997	E84.0	E84.9	f	f
f09b9c66-d6f2-473c-9553-94d000a7f57f	f67bed9d-3b9a-4201-8295-f0ec672a0ddb	Q96	Q99	f	f
2544135b-89e8-40ce-bd19-310c1350c0ef	4e9f7b23-84f0-43c9-a186-e6ce0380c474	Q61.11	Q61.3	f	f
edc34438-a3e4-47f1-9e12-0e54e5ff29a2	0d60a103-b79d-48ff-89a6-c0439824f462	Q71	Q73	f	f
02c7e564-4dac-4080-abe4-9f02bcd21e0c	0e75e83d-5785-402e-a58a-09b0613d3fa5	Q70.0	Q70.3	t	t
ffadefae-517f-4c26-adfe-8a0d00e9f562	c83101f5-c285-4286-ae8d-6c6cff35df62	Q71	Q73	f	f
10024c77-2481-41e0-9074-bcd3f4ecc7d7	2ebbf17c-3ab3-45e1-8efa-b1776ca05cb9	Q67.0	Q67.4	f	f
628ce3d4-bbaf-40b9-97c4-0291c7f8ac09	c65f9a40-b4c9-4e3c-afa0-491c91099d56	Q67.5	Q67.8	f	f
cba2e270-0beb-4630-9664-d58feb2745b9	7c8dbd31-86cb-47b0-923a-3c196aeae170	E76.0	E76.3	f	f
9a3c9dc5-d8ca-4a9d-9fce-ec4930b963bf	def3af8d-ecb5-4b40-81da-dca999914bcb	E00	E02	f	f
f1c74d30-779d-4dd9-a143-f6fb1f907faf	beb2ab51-cd9e-473d-be4a-31d7eff50f40	Q90	Q91	f	f
c281a4e4-bd6b-4fef-97d2-446c8db99b54	073dff7c-9506-4abf-b485-e5819e525b58	I47	I49	f	f
7c645a04-fcb7-49f1-8235-d7275f55a4b1	cb5067d3-fb45-4dc6-9dfa-fc0bfa30c439	R10.1	R10.3	f	t
ae6742be-520f-44e3-86e0-040cc6aed562	6a82d566-31fb-46ba-b62b-cbb602b59525	P57	P59	f	f
86df9b12-012c-43fa-8a5e-9e7ae732fc0f	7d046d72-3ad6-44f2-98f3-e842896db9e5	R90	R93	f	f
bbeee634-4363-4389-bc3e-ecde30a7c0c2	b0ee531c-a0aa-413f-aad0-5cf0c6e47358	G20	G26	f	f
15f4e8c4-5525-47ce-b56f-7d0f910e83e8	b54c285f-be1e-44a7-8a5e-bd956885546e	M80	M81	f	f
2497ab5c-9128-4e05-9458-85d2c1ae8f77	26c5ca31-6a46-43e5-8684-73c370c74443	N39.3	N39.4	f	t
6334dc14-ef1a-4015-9a87-8b065d492467	2c8f675a-bd57-47ad-8e3a-9e2de8d08c8b	O00	O07	f	f
01c5e05e-fb00-4a7d-863c-376c63fb66e5	d27a64bf-5706-49da-b7f5-ff78c5ef1222	N39.3	N39.4	f	t
21c82153-3412-4b41-a9b7-379a504b98f6	e7a75041-0108-4042-bfc5-c68627250717	E08	E13	f	f
89b60826-4537-4861-b825-00196661157f	051d9887-4e43-48d1-82d2-55fe5864d602	F31	F33	f	f
f28e9ea1-94e5-433f-8b30-fdd0a0d30624	a4843890-ae53-4eeb-9cba-e7f5009f6eb9	F70	F79	f	f
8ef5a7cb-6b03-4e50-9185-91a6059129b9	5f1b5e03-a1fb-4ed3-83fa-8f693482f7fe	F20	F29	f	f
e6bf31c7-315f-41a2-9ba8-78babfe89c71	bd9d73bc-3b97-4de9-9b47-9d2efe0beca1	F20	F29	f	f
65dfac2a-536c-4804-9198-5cee52ebf02e	d1c65330-394f-4a3e-9a74-46c128882312	F01	F99	f	f
430c77d8-99c8-49fa-b799-7fe46a8a1b41	a51b6ce1-d09d-4367-a99f-1c644cbd3958	G43	G44	f	f
44665746-4821-48dc-897c-d4d7d9b76254	0b4d2f66-e12c-49c4-b9a9-ed058d41abb3	R07.1	R07.9	f	f
f29e1fd6-a250-494c-85ac-bdbb0ee2ce98	cba35bf8-06d4-415a-81b2-589a98a818d9	O00	O07	f	f
702e572f-6d8a-47ef-91e3-21503f621480	e635dd1b-d44c-4157-a281-ad11abbe2e12	O00	O07	f	f
3ab5537b-384a-4143-98fa-5af8ae27a5a2	b90e250f-08d6-4ddb-bda3-9091fe80940a	E40	E46	f	f
e77a2e5f-6218-43b6-800a-3068e9125eaf	8819b9ed-c10a-4315-9f2a-07b00cd94496	E40	E46	f	f
6a426bc9-880e-4741-988d-28342bee9b12	c194ebd4-b3ac-4a2a-a6b3-6dadac3d008a	D50	D64	f	f
671dab22-ed83-4591-a15b-5c5ec756090f	e73d2068-c68b-4636-abe0-6ce6babaf4cc	P61.2	P61.4	f	f
3caf6774-cc76-43d1-a53b-68d2a33c9809	35b906e8-b438-4752-b2dd-0e80cb6b521f	E08	E13	f	f
1a5fd3cc-9db4-47d5-b995-0a15fa9e7fe7	ec0e2a89-3f0d-4758-90fe-bf51023cf807	P70.0	P70.2	f	f
a7838571-76de-416e-9456-b346ff5fbb74	269ba392-627d-4fd7-94bd-2c4b483a1d4f	E08	E13	f	f
dbe8d993-b769-43ea-95eb-25509cfb7168	2dd8f20b-8f15-4f30-ad67-9fe482d662a8	O36.0	O36.1	f	f
8349d8c5-6665-4d0f-9bb8-0dfa9c87d0f6	afa524dc-785d-469d-81e5-1a589c5df213	F10	F19	f	f
f77b9a02-74e7-4117-9507-ae09ce6d9c37	0b3dff53-a257-45a1-9cee-fc4becd8633c	P70.3	P70.4	f	f
b5a714a3-3180-478f-aa6e-122670e2cd08	361cac05-67e8-467f-94db-eb5b565bc084	E70	E72	f	f
aa97e03f-fc3f-4d83-85ca-a6400437a9a6	323825de-c56b-4cb2-8e82-dbd03758e5ea	E73	E74	f	f
69cbbbc4-c60a-4711-bcdf-33e99cb60a33	9d5942ef-bf5b-4db9-89a2-de33fa3f7f31	E58	E61	f	f
0dc40486-d6b8-4fba-9947-7cf950d5ca4c	26c39932-0d10-46c5-99f7-c236bf89305e	E86	E87	f	f
4171cf13-db39-4ef8-9902-279c429af852	b4e1df2d-71aa-46f1-9147-5edc7a9589f8	E70	E72	f	f
34a4807e-9932-4451-be3e-deec6784932f	85858448-1a92-4e06-9a51-c1c6aa5d68ff	N90.0	N90.3	f	f
f0e059d9-886b-482c-896a-4ff479b47fbe	8191a4d8-c35e-463d-a36f-a2e012cc73ea	D06	D07.3	f	f
55afa1a4-51e0-43a4-b7dc-c6d3cb7b990b	da0c7dd0-e65f-4cac-9d95-2df67006852a	S00.1	S00.2	f	f
53925145-d69c-4831-be44-2ec65f799aa2	20aac8e8-3bbf-47c9-bb1c-60310c23ba3a	S12.0	S12.3	f	t
6f7fb45d-268f-430a-88e4-5346729c7ca4	316c4a4b-f52a-495e-8acb-c4ca593d5ad7	S10	S19	f	f
3f121dc3-2145-4a27-a1d5-3c196dd88276	58fa5d50-c67c-4623-a987-f19ac2813bb0	S10	S19	f	f
c4830ff5-fd6b-4db0-82cb-8e033a221972	1a067bab-1fe5-4135-9729-e2fe89897b6a	S71.00	S71.02	f	f
aba482c1-4f25-42fc-b2d3-dab706bfbce1	ba56f5df-9817-4ad3-a557-5adcf9da4912	S45.1	S45.2	f	f
6f4eee0d-68e6-40d2-be2c-9601672b41c5	300e2f3f-ea8d-43cf-b6cc-893137f2c8f3	M22.0	M22.3	f	f
cd9093ba-d8dd-4152-9c55-55bc08817daf	dc4608be-9bff-44c0-a78b-618bd5d8ffbd	F10	F19	f	t
4942eb19-7725-4a0b-8c84-8963e7fe13fd	4a7f4698-9c25-46fa-8aee-6e4f2ac67070	T40.0	T40.2	f	t
747b91ee-4042-4502-9c97-c04df0137ae6	55113e65-049a-436b-9596-6bcab359ff2a	F10	F19	t	t
569a9b95-ef9f-4b4c-a3c3-cc8516411444	c9837d98-a71f-4bca-80eb-c52c42e6f32f	T40.7	T40.9	f	t
b4738a2c-0999-4f98-8cb2-b06d97f3e8d7	c93e3b24-20be-4d1f-9ac5-46f95df56cdd	F10	F19	t	t
f28bd5c8-785b-40aa-af24-9b0b6fee46a9	d492e516-f97e-438e-9ef1-867f9278faea	E50	E56	f	f
539122c1-1285-4021-b57b-3327e9033c57	f49c7c34-9bfa-40d6-9a2c-0c57971adf36	T50.0	T50.2	f	f
016fef6f-aa6d-4a43-886b-b7b31ed47d07	71696026-5d08-45bf-92fd-8a3a52304b49	T36	T37	f	f
91bddb9b-520d-4cdb-9480-7f6a56217fc8	d85703a4-ece6-4878-8404-45d1f036a8fa	T38.4	T38.6	f	f
19cb4477-d3c2-4b2d-96db-4f1a4bf63735	ef19565b-663e-4560-9429-b7c9affbee68	T20	T31	f	f
2dafe690-6f2b-41ae-97d2-65249a268434	9ad7265f-18dd-426f-b79a-89ded59f128a	C91	C95	f	f
5466844b-6718-4af2-84f1-e141ec208fa3	79acac29-6586-4851-8c6a-7a59ed3af67c	L55	L59	f	f
a3a32a55-56f0-48be-9528-09aa55002692	5ad46dfc-db36-41a1-8ef9-74866e933011	L55	L59	f	f
4102ce62-a40e-4969-98ba-a50a80f893e4	433d4b48-9393-467c-8b1a-04e6fc018141	T20	T31	f	f
d35a960b-7ea1-4b82-992a-fc49bb9ee7e4	84ed9912-1630-42e6-90f3-19d2a20e78a2	L74	L75	f	f
7d6a09ab-85e0-47c8-99ba-38017d4e3384	e38c69b8-4a21-46e9-915f-56fd58f78f4c	T33	T34	f	f
f7bae2c1-4bfc-4ee1-87f8-98e75f7f7005	756b0bfb-4926-49c8-8c77-99905967f24b	T33	T34	f	f
974ac281-0844-4892-a95d-4ae0d1562a1e	42a74562-6fa9-4f3d-9bb8-5f567f7a058a	T20	T31	f	f
64af4f0f-9a88-4807-8db6-79ee07d6a207	f31f5f44-ef26-4aa5-b95f-d63780dfa0ec	T80	T88	f	f
d7c44bbc-0092-4aa0-ad0f-cc05f8b70a31	fc1e69af-49cf-4fbb-8ded-f79df9e53c80	L23	L25	f	f
37c357e6-ddf3-4c52-975d-8ed60598c288	dab9e37b-868f-4f9e-9937-909ac94c7db5	T80	T88	f	f
50f4f86e-f9d0-4735-a0f0-fdaea7270852	b3e9c024-d757-4f77-aa03-419369f80cfd	T80	T88	f	f
0cd51c96-1a15-4791-b315-2512b5e55f84	ed89484e-5dff-4d2d-9ee1-c34c27024b4b	O00	O07	f	f
81790be6-035b-44ca-9577-fcda687eb3bd	c6b83bf2-6a2e-4bbd-aaf6-12d792afc59f	O00	O07	f	f
eb319c8d-ab75-4068-a009-3542dd55de40	10e5d55e-1b49-4a4d-90c1-e23069ff97c3	O00	O07	f	f
2a4d9ae0-703f-41a5-83aa-d2e8a3e09696	ed4e7bd9-61af-47bd-98c3-23ee788ceff7	T82.6	T82.7	f	f
1d0f5bc4-dab2-457d-8bad-288eaf4c9f0b	ed4e7bd9-61af-47bd-98c3-23ee788ceff7	T83.5	T83.6	f	f
1456c6f6-918f-40f8-9d9e-2975ba975710	f8474347-8457-464e-830d-a4400a7a5af4	B16	B19	f	f
824ef805-b213-4509-b917-a36c7155fe7e	ed4e7bd9-61af-47bd-98c3-23ee788ceff7	T84.5	T84.7	f	f
3c5ca612-991c-4b9d-a5f2-a229824ee8f4	f6e7acb3-0418-4a55-979d-887fdd9f2295	T88.0	T88.1	f	f
71ff4533-e3f3-4ffb-81b5-4eacc0e13af2	eb365d1b-b6a4-4a4a-9930-b0912c89eda0	T82	T85	f	f
42d31f24-5f92-4ff7-89d0-9e2a878c9f08	cff54093-36a4-4e49-8b6a-90c7d51c3691	O00	O07	f	f
81ad46a9-cc2a-4938-94eb-625e1be46afa	679383aa-ca9e-469a-912b-c44b53597dd7	L27.0	L27.1	f	f
ca2cd28a-0483-429b-83bb-3f3490073324	df042f34-a11a-4024-9ff9-8d41e57ae318	T82.6	T82.7	f	f
da97ac8c-6720-4b34-b3f1-34e1f7c217b5	78f44a0b-1bc2-44ee-988b-84f4f679bb0b	T82.0	T82.5	f	f
9dda1262-fa07-4810-8f3e-18bbe96802b9	df042f34-a11a-4024-9ff9-8d41e57ae318	T83.5	T83.6	f	f
5efb5dc5-8ff6-404f-ae03-e1dd601f00d7	78f44a0b-1bc2-44ee-988b-84f4f679bb0b	T83.0	T83.4	f	f
b21805d4-d764-4342-90b2-99999085cb56	abc7c392-aa45-41bc-910e-de59a508501f	O00	O07	f	f
8ae8d5f3-325d-4feb-bd70-0623762cb210	df042f34-a11a-4024-9ff9-8d41e57ae318	T84.5	T84.7	f	f
5468ef98-0401-4ca5-a456-4d361996940e	78f44a0b-1bc2-44ee-988b-84f4f679bb0b	T84.0	T84.4	f	f
73ba108e-84e7-481e-bbcb-baee0ee23dc2	78f44a0b-1bc2-44ee-988b-84f4f679bb0b	T85.0	T85.6	f	f
ef646f1c-b8be-4275-bfcd-f5f347017fdc	b0f3da87-e3da-42a3-b269-07bf137e84aa	T84.1	T84.2	f	f
7d3c2589-673e-4ff0-bfe3-a9ab35d43483	309af5f2-2972-4b73-8fd8-2384b9f8bf11	T84.1	T84.2	f	f
7da45a63-651f-4616-bb1e-edef4331171c	fcd8ca24-9b5e-43b5-a932-4d2058dd35db	T84.1	T84.2	f	f
564b210b-6ea4-424c-bc7f-77df53870b41	f472ab94-441b-41f5-a54a-c3e3365b0931	G54.6	G54.7	f	f
cb8d0f54-7b3c-4ef4-96ce-363b29f0c871	def945e5-6216-4931-9cfb-ec7d16711ba9	T82	T85	f	f
96a50e2b-fcb4-4d7d-b4e9-2a144572242a	7a766466-3ac8-42ce-9e2c-fd32411c851b	L27.0	L27.1	f	f
c937e553-e6ac-4945-b9fa-135a3128a112	6d3763ce-8896-4057-8747-d943c92b44e6	A00	R94	f	f
7314c2c0-7450-4147-8d72-9d56c12d2266	55b49f78-01fe-4da0-871e-8f71aeddd9ec	V01	V09	f	f
25a9bb8c-5ec8-4cad-b9f2-319564518f45	6d3763ce-8896-4057-8747-d943c92b44e6	T80	T88.6	f	f
81ac4211-51dc-45d2-8672-c7135abda9f6	f7c75d66-5a74-4f27-9d97-96d3b29cdf6b	V20	V29	f	f
1f3f56cf-52a4-406d-991c-3137665596fe	a474865a-71a5-429f-9835-c174caaf626d	V70	V79	f	f
ca422969-05da-4f64-aa2c-30e68a31f185	d81ae872-976c-4cfa-a51d-42f53aa829dd	V70	V79	f	f
a0d2dca2-19a8-4628-97f3-f705c03398ff	57742cda-db00-428f-ad20-b42aa3684765	V82.0	V82.3	f	f
926aadd6-749a-41c0-ac17-1188616cdce1	9ef798da-a559-4ae5-8255-e5da920fb626	V82.0	V82.3	f	f
e3e81010-7e4c-46dc-aff1-0f97c11f848b	5c34e193-846a-4fe5-a55f-9739abc173c6	V82.0	V82.3	f	f
1fa9552c-d00f-48a8-b7c6-e36228a51e79	9be1ec66-fce8-42bb-a56b-4a3107c76d01	V50	V59	f	f
a899192b-1dbd-4b7b-bbec-5aeaa9878146	1ebde47b-029f-47f4-bce7-cb68e9f24378	V30	V39	f	f
e66f56bf-4d3f-483f-925f-6d141ed11129	f159214d-69f6-4627-8a34-6620902bc0f3	V10	V19	f	f
8d956d45-717a-44b8-be14-59969e1304dc	a8d245f7-3df1-4713-ba59-a2a6ab9faebb	V01	V09	f	f
c791b958-c2d0-4044-9b6b-4f989e61c6a7	3eb89365-6904-4aa8-9f12-1d2a9794523a	V10	V19	f	f
d2731c80-7c4c-4ee4-8f67-ef67c4a661c6	897e5713-2823-4f00-a3e2-1e3e89d4535c	V01	V09	f	f
7a74f986-6714-480b-93d8-290f657b5596	adacaf59-ed07-4e4b-9393-66684502e7bd	V90	V91	f	f
2b3c7f27-61ed-44b5-b4d4-f75c71177ec4	95193359-688c-495a-a389-22363b7de08b	V00	V09	f	f
3b7b2144-51ef-41f7-a120-ae9a770ac713	808e4617-af90-46b3-8c13-f25919f79c7a	W65	W74	f	f
f3214c35-ed04-42c2-aeac-7f3e0eab7162	4c4f2c0b-0df0-41a3-83b3-de1cd9f0ed06	V90	V94	f	f
7f68763a-83b3-4336-bc5a-6e00d0710bac	d9d2367b-8d55-44fe-86bd-2e9b2d3227ad	V90	V94	f	f
e1c383f4-3df5-492b-ad02-6d68ad3fecef	c6dc3bed-31d2-4423-ac0c-fa770c2f4215	V01	V99	f	f
f5f89133-fb8f-4183-b20f-f7d5f59fbc74	4fd1d16b-6539-4986-b43a-ca61422195b9	W35	W40	f	f
6614145b-1b28-4eb9-8b67-0fdf395b4c69	8b6d222a-346e-4e3f-a27f-b010587f1d20	W32	W34	f	f
a8624533-5038-4a3a-8548-a3880ee0bc9d	a17a895d-90a1-4003-9c50-26c847de891d	W28	W31	f	f
1e2b0608-9393-4aa6-b7a6-c30fb7f6f344	21e467e2-9820-4a90-b9ce-55fac86c6ef5	W25	W27	f	f
e1f37f04-e3c2-41fc-a2f2-a1f481608677	a85f7283-63e4-471c-8c41-a054ad04142d	W28	W31	f	f
561be18a-1b97-4686-b8c6-22ad91dbe73e	1447a2fd-bfe1-473f-b65b-897fbfb1bdb2	V01	V99	f	f
a0414b93-423b-4dc5-9b28-606c938c86dd	f2270921-988f-481b-8496-ddd0acfc4954	V01	V99	f	f
aef52a45-d27c-4831-86db-ffb0a471a908	a8ec2373-ac63-4e59-9c0a-c1339e0ee40b	V01	V99	f	f
a356f458-b8c9-40f7-8e76-5084ada1384d	19083852-a9cd-4782-8681-260c3a0245f3	V01	V99	f	f
2e258a56-e14c-4d8b-b662-b6d9de03ab23	5ee3755d-a1fe-451e-8565-35a7f12892e0	V01	V99	f	f
c693c399-8c90-4488-9f47-e8e08439202b	f77b1ba5-7e7b-4dda-9aa2-a34396fccfc6	V01	V99	f	f
1eb9e23d-c56b-49dd-800a-835e39e6a894	1a9761cf-6e20-4d60-8181-442b9c9e5d9f	W27	W29	f	f
dc4c8461-33ee-497c-83e3-c469af5e9506	69bae34b-ac4c-4785-85b9-7f689be8f1f6	W20	W22	f	f
b60d6ab6-c25c-42c8-9bfd-e28e77984a0c	eeae55c6-7866-404f-9681-af617ffc42d4	W20	W22	f	f
07667912-8699-4a22-ae3b-dd5c67fc4c46	1f075f8d-56de-4b63-a062-567427d6be42	T63.81	T63.83	f	f
acd4d68c-d98c-41fb-b8d1-6420f6afac54	6a2baf55-8452-43c7-b782-5b342fe7c314	X00	X08	f	f
da94c77a-1a24-4a97-a8bf-38306ea28c03	c9d05ea5-5be8-49ed-8118-7c48d790c51d	L55	L59	f	f
19041a26-630b-4425-8c91-7f32cc94eb6d	90720d4f-6fca-47f0-bdb5-edc759626fe8	V01	V99	f	f
6586c07f-d76f-4711-ae8d-6c4c17532ab1	fa5a7f62-ab74-4554-8e46-b3cb67dc4743	W88	W90	f	f
418c56a0-8262-4878-8c4a-7fc4bb01824e	13289529-f400-4df5-80f4-4b96353bc176	X93	X95	f	f
93343f51-fbea-4dc4-b9c7-ee5932ff1848	4ca34465-d912-4257-b1d4-7d0c1b07311f	T36	T50	f	f
52cff20f-6a1e-4b1b-9486-bcfc4ed0a56c	c6f3dbd6-da60-49f7-b9b8-7d85821033e2	V00	V99	f	f
48bbd537-82e4-439f-8f3d-05bc1b6b0e89	ce405e9a-5fd0-41aa-a82d-2eb0263c84c8	Z11	Z13	f	f
b032c550-24c7-44b1-8d3c-c082810b58c1	8991c638-f9b2-4ca6-ba03-4c475016a76a	Z76.1	Z76.2	f	f
d17942a8-df73-4993-b824-0a94f5844ded	8992a30d-d1c4-40a2-bbdb-7f30e63df7f6	Z11	Z13	f	f
e43327c4-5a4b-4d59-904d-067ff026c718	61f9834c-c6e8-4680-954a-1e3c6f109dbf	Z00	Z01	f	f
0c5cfe1c-35ea-4a76-b813-bede742df73a	36a8a0e6-e20c-444d-9577-53cdadc8d446	Z76.1	Z76.2	f	f
eeea94bd-e84e-4492-865d-1f47eb6ef7dc	61f9834c-c6e8-4680-954a-1e3c6f109dbf	Z02.0	Z02.6	f	f
82e5a999-0c95-4c9e-b384-e1c4cd41483b	61f9834c-c6e8-4680-954a-1e3c6f109dbf	Z02.8	Z02.9	f	f
b4ac6505-61a3-4d83-829b-aedef56cde87	6401677b-f3d0-48e4-a261-5ab4b6c46a12	Z43	Z49	f	f
932f9d5e-0673-48fe-a67c-d081d2732a52	f44396f7-8acd-46de-9f8b-bef03a3282bd	Z43	Z49	f	f
4f39ddb8-18e8-417a-872c-851fc2d0a827	aa9a0b74-7510-4b7a-bb41-194f043cc2df	Z44	Z46	f	f
179a0a53-a176-40d9-88ab-e35f6b2d65c9	849ce2ac-e1d5-42a2-b58d-4fc09dd9012e	Q90	Q99	f	f
445b80c8-fa85-41f4-a227-aaef29a93647	7d8e178e-1ab6-475e-8109-5f4c070a9b33	T15	T19	f	f
d63e7d83-79ae-4db7-a2fe-f47c0b5f6539	1066c057-06c5-4b59-abb9-434a877a0e12	Z18.01	Z18.09	f	f
df3b9bc6-20cc-4c28-8eb0-aae5869e4a6e	f07bbeb2-f09c-4ca2-af66-987b85662e60	O00	O9A	f	f
1297600f-323d-4ed9-841c-fc55b449b749	7a8b80a8-def9-495f-82d2-bf811ff40c12	O00	O9A	f	f
ea3e5036-1fee-4926-afaf-993026f3adbe	89d71fe7-773f-445b-9f38-7557711bfa39	Z44	Z46	f	f
1eef6cf1-e847-43ed-90fa-e7a00ea38e38	0e98726f-be19-4bf5-a8ef-6eff6113b9de	Z95.1	Z95.5	f	f
97c21a68-4cfa-4a68-9d8d-1e0dda8cf13e	0e98726f-be19-4bf5-a8ef-6eff6113b9de	Z95.811	Z97	f	f
4ef08911-145f-4c04-bbaf-19fb672d614b	dcc8033e-737e-4736-9d5e-9ea187f1f0ac	Z95	Z97	f	f
9383424d-064f-483d-92ff-ad4b9a5b1b17	1bb934d7-d4bd-4a56-ad14-7404a01e4cbf	Z43.1	Z43.4	f	f
e7a2408d-47d5-4e92-ad50-33c31e2970eb	bda5ee8f-5f26-45a5-a29f-bb43e54e1162	Z08	Z09	f	f
876ad8a8-5188-40cc-9a3f-d2f48718b10d	5d0df843-d52a-4476-93b0-4767ee1e027a	Z44	Z46	f	f
cf60a135-da03-443b-abee-d6510b040c54	3a29762a-fbe0-48af-a38d-dc619ae07864	Z08	Z09	f	f
52bb5932-f120-4984-a055-591e1db67b47	846edf62-cf5e-45e0-b896-bd41f8f5d5d9	F80	F89	f	f
bb107ab4-ffe3-44d2-be62-8ab1f548cee4	58a373e2-77d1-4ab8-941c-5e9d6a09c790	E40	E46	f	f
a81151c5-d19a-4420-98ec-fee5a2338d19	d0e70ff1-38f9-4cfb-81da-dc269039d128	Z30	Z31	f	f
27327df5-644e-4d7b-88d7-12c67b9922d6	78fbb47a-f85b-4f8a-bddd-47a6aa5c8e8d	Z30	Z31	f	f
3eee28c3-e22d-4938-829d-f5b6d8c3551b	7f98faf4-75de-4f07-8eb3-36f3704fc10a	Z55	Z65	f	f
ad67ed98-0d08-4141-a6f6-d95c48ca6aa1	39baf7d6-f6fe-4d2e-8d13-542f7650fab4	F98.2	F98.3	f	f
dfb5f1a6-845d-44bb-86a2-bc8b6c612c08	3e1fad0f-10bb-4a17-ab8f-fcc022436dfc	E40	E64	f	f
1092657d-54d8-44d7-91f7-c62ecf0a924c	1ced54f8-ab6a-4455-8b00-d962b410fdea	Z55	Z65	f	f
