id	created_at	updated_at	country	name	acronym
8ec62af5-55fe-4868-a9e1-24dd337187ef	2026-04-21 02:29:10.03309+00	2026-04-21 02:29:10.03309+00	ZA	Allied Health Professions Council of South Africa	AHPCSA
ae82ed87-bad8-4f12-acaf-b8346ff82143	2026-04-21 02:29:10.03309+00	2026-04-21 02:29:10.03309+00	ZA	South African Nursing Council	SANC
3c59c908-4da8-4b46-ba77-6ce8a6ad54f8	2026-04-21 02:29:10.03309+00	2026-04-21 02:29:10.03309+00	ZA	South African Pharmacy Council	SAPC
85d289ab-5365-4b87-91a5-e2d3d4b6b9e4	2026-04-21 02:29:10.03309+00	2026-04-21 02:29:10.03309+00	ZA	Health Professions Council of South Africa	HPCSA
