resourceId	address	city	country	postalCode	state	use
1af81168-88a8-4a75-b09a-70c53e5ec55f	Gumira, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
17ddfef6-46e8-4d30-868c-40567c0b0ea3	Chisumbanje, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
5faff927-0d65-42fd-ac79-3c62cf3d7470	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
dc67c7da-18ec-4757-99db-09abcbb7cb4b	Birchenough Bridge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
864c98c8-16e1-4f01-8eac-9ec4603142bf	Dzorora, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
1bfc94b1-de9c-4ba7-a9e6-634ec485127e	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
28c86ff5-f3d5-4280-b6b6-b62cf5306d5a	Hippo Valley, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
8550c7ae-9243-4195-8c88-bd93ce02fbc8	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
017c12c8-8a8b-454a-9001-bafeb68c025c	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
9174827e-1d71-4d21-88e0-bcce77a3f70e	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
70d9069b-3160-444e-b534-ea185e972918	Gomba, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
f6dafd5b-4ad0-42b0-afd7-802b952c10e3	Gomba, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
f11fc0da-368c-48e8-b286-3748615ed39f	Fairfield, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
f9fa0b57-5107-4e19-b81d-48b2bf79523f	Lalapansi, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	work
98dd2e92-6b51-4b5a-ad83-c94c0868d455	Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	
2f4c06e7-1e35-4ad2-a875-50a1b323dd6a	Chitungwiza, Seke, Mashonaland East Province, ZW	Seke		ZW	Mashonaland East Province	
796be580-f157-4bac-b592-b5d93883cbcb	Nyaningwe Growth Point, Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	work
8734feca-64a0-47bd-b5fd-ef1f60a4fbea	Mandamambge, Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	
fe210f1a-4602-41ca-a362-22340d81ce7f	Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	
ee3946a0-32ef-4df0-ae57-b8f837e24bd6	Masvingo, Masvingo Province, ZW	Masvingo		ZW	Masvingo Province	work
d7e1ee8d-56f1-4eae-85df-5339c7214586	Esibomvu, Umzingwane, Matabeleland South Province, ZW	Umzingwane		ZW	Matabeleland South Province	
36f833fb-ef91-4eed-86fe-c86ea1866e77	Bushtick, Umzingwane, Matabeleland South Province, ZW	Umzingwane		ZW	Matabeleland South Province	
20d3ad4c-4e67-4b56-9e3a-0d5adf119867	Gorodema, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	
e95302ad-8c91-4fcb-9313-f77f715caabf	Chereya, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	work
927d3418-c3c4-4424-82a0-8be88b87bd25	Machihiri, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	
dbd2fae8-2bfa-4c83-adbe-c6410a540b22	Midlands Province, Midlands Province, ZW			ZW	Midlands Province	
0d5bbf3e-7fac-41f6-8c52-42b547e38b04	Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	work
66785e83-3987-457e-a4eb-f20b6eb23a1b	Chief Sai, Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	
97d3beaf-37e0-409f-bacd-44e5c069ffb0	Binga, Matabeleland North Province, ZW	Binga		ZW	Matabeleland North Province	work
0349b149-8550-44f0-9b97-b0bf1d50128f	Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	
89b5b36b-234b-455d-a6a2-bd6aa82e3403	Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	work
56a2c655-2e2e-4031-ad39-c8bb7b7de975	Nembudziya, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	
80d66dce-6a99-463e-a2c2-d17ba2540314	Nembudziya, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	work
2878ac55-671a-45d4-bde9-16f5b2130e42	Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	
26f74831-bf01-4a50-8cfc-0dcde58daead	Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	
da9439a9-1bd7-4c4d-88f4-9e006fd16e47	Ruwa, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	work
ca2c6feb-89ca-429f-b7cc-634a4ca90e08	Mudhindo Township Stand Number 102, Mudhindo Township Stand Number 102, ZW			ZW	Mudhindo Township Stand Number 102	
e5acfe83-1f5d-4fb4-a2c8-32273613b87f	Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	
dfa1f772-8577-4146-afa1-76b6e64ac2c1	Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	work
424a985c-3518-4b68-bad0-a7af4d3856db	Mushumbi Pools, Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	work
061baf5e-7633-4fb0-af2f-e23fa06dfc5a	Centenary, Mashonaland Central Province, ZW	Centenary		ZW	Mashonaland Central Province	
b73ea6a0-5c84-4c44-9e56-bea56dc135b6	Mushumbi Pools, Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	work
8d87d504-e4d3-4691-ad10-93fa9cd172a3	Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	work
f6c2b096-da67-4b36-854f-bde4de240400	Disi, Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	
bf7e323d-357f-455d-9181-82de247fb968	Disi, Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	work
28b0c851-6975-49af-b2af-f5a87efb592c	Sadza, Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	
e73530e0-deea-438f-ad72-0ba1cc8ca704	Sadza, Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	work
74a9e60e-aed0-49a7-aec5-8179ceef303b	Sadza, Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	
c305b1a7-7731-483d-9a3e-8cba4426ac96	Chivhu, Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	work
42bfbc42-7d56-4e2b-9a7d-a4522a2de4d9	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
2e12ec32-b1e1-4f80-bbfb-5515d09a1465	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
ac1034c8-5a68-4858-98ee-2523756defeb	Nyahode, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
eb916367-763b-4ae0-a7c4-1760db93c6a6	Charleswood, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
a83c42b3-bce1-454b-a44d-6fcded0ae622	Chisumbanje, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
331345fa-ae56-4e9c-9579-ec07090ea976	Birchenough Bridge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
64250577-fe89-49b9-997c-469133968a70	Chisumbanje, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
67c51f38-15e2-40df-9793-705bd4aac92d	Birchenough Bridge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
16845d99-bd89-4686-87ab-c6bbe6896a99	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
9d3a7798-a51d-48f8-a36d-e561b62baea9	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
ee0bf0de-64e4-4572-baa0-f073406700ef	Dzorora, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
2d965bb9-af45-4f43-bce2-b1742cd95312	Chisumbanje, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
4f80cb55-763d-47dd-8b58-810de0fad122	Birchenough Bridge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
1a39ad98-739d-4d63-a81d-a71977462d12	Chipinge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
bdc4469b-5798-4ebe-b8a8-a32a824d9724	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
ae4d2625-f8c5-4a3b-b9b6-be5b27521fe6	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
23d5582e-40ac-4482-9a90-3078da0e2536	Chibuwe, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
80acf2e0-6aee-4593-8772-f8031feeb67b	Birchenough Bridge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
0da82c63-412f-4412-92a9-0d91e574e175	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
3fe91478-b0f1-4a54-8a60-2d5c9a415e6f	Matibis, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
0a49c664-c357-4f8f-881a-a38532939c24	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
3b66bb62-902a-4275-b079-4fb0a391b575	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
5f7a92a0-39aa-4b5d-8710-ba457dad99c1	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
bd8eb5df-2367-4e27-94d2-8b4a39721544	Muteyo, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
ab4e18da-8d6e-427a-8334-e42d58458f1c	Mabalauta, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
528c1609-8238-4ef6-9527-b8c9f3c0f589	Muteyo, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
1976c5b4-7d16-4381-a5f1-ec6971926bff	Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
e2760799-7ffd-4ae0-8d97-9eaadaea4e5c	Bota, Zaka, Masvingo Province, ZW	Zaka		ZW	Masvingo Province	work
c9f5917d-7a6c-4372-a45d-378309146043	Gomba, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	work
f678d596-5bb5-4f96-9ac5-b85cdeffdc43	Fairfield, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	work
84be4c1a-2e81-419f-8c8a-98aa98e3e7ce	Mvuma, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	work
7f20e7bd-fef2-4bd2-9b73-5eaa55e95abc	Nyaningwe Growth Point, Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	
ac2b75af-704a-472b-90cd-2c70c9b5be20	Mandamambge, Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	
36574062-95a0-4310-8d58-141ee2ecf4ef	Ngundu, Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	work
8a5f6ca2-6571-4530-9105-5bdb27e82225	Esigodini, Umzingwane, Matabeleland South Province, ZW	Umzingwane		ZW	Matabeleland South Province	
59da8299-67ad-481e-93bd-a27ece4aa774	Matobo, Matabeleland South Province, ZW	Matobo		ZW	Matabeleland South Province	
1e46ca4f-5d82-40a2-85a2-711ee888c895	Esigodini, Umzingwane, Matabeleland South Province, ZW	Umzingwane		ZW	Matabeleland South Province	work
f0dd17be-12f0-4a4a-b0b9-e2e37740fa60	Esibomvu, Umzingwane, Matabeleland South Province, ZW	Umzingwane		ZW	Matabeleland South Province	work
026c70e9-ab95-4282-9a94-83067e22841c	Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	
48834197-4b48-405d-bc2c-b551b87512f0	Irisvale Halt, Umzingwane, Matabeleland South Province, ZW	Umzingwane		ZW	Matabeleland South Province	work
e78146e9-941e-4780-a335-2205b9a34e39	Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	work
76f97947-4f5e-4891-a682-0130f71d2f40	Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	
c092100f-d65b-4811-8280-72a0a673ff4f	Njelele, Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	work
b08f6856-c83e-433d-aaa7-6fc81d97b304	Gorodema, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	work
edbb7211-fda8-49d8-952c-1f72eb87a8fe	Mbungu Settlement, Lupane, Midlands Province, ZW	Lupane		ZW	Midlands Province	
5ef13efd-7874-48ad-b403-481ff1fb955d	Sessami, Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	
202cc00e-014d-4bc1-bb70-2df23251fb0f	Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	
9112bf36-c810-48d8-9271-3285625bb318	Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	work
1cd94522-b8d0-456c-b589-29549bad980a	Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	
a85bd049-f6de-4749-8a8d-fcaf04050259	Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	
1cba23a2-d185-47d1-bc4f-5db900d35074	Domboshawa Rd, Showground, ZW	Domboshawa Rd		ZW	Showground	
a38b0f54-6c5d-49d3-bf12-717f133dd0e3	Arcturas, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	work
64354004-5e68-46c8-bd50-d94279b0ca86	Juru, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	work
16428077-8602-49e3-8154-dc13f3128e05	Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	work
45757a99-7537-4d6b-b78e-1f786763896e	465Q+JJJ, Chiremba Rd, Ruwa, ZW	Chiremba Rd		ZW	Ruwa	work
6076f34b-dbcb-4ec2-8ca5-0dbafdd4b0e3	465Q+JJJ, Chiremba Rd, Ruwa, ZW	Chiremba Rd		ZW	Ruwa	
3d215bb6-f2f7-4535-84c0-39bc443f5022	Nharira, Manicaland Province, ZW	Nharira		ZW	Manicaland Province	work
d4625c59-b6b8-49db-83c4-ce08ac6c9182	Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	work
7ced6ed7-6d68-485a-a611-66aece8d2447	Buhera, Mashonaland East Province, ZW	Buhera		ZW	Mashonaland East Province	
d2f0e442-8299-44ee-af2e-bd1851199d0a	Rundu, Wedza, Mashonaland East Province, ZW	Wedza		ZW	Mashonaland East Province	
8e06eb28-b747-4090-bc17-b15a93bd0d62	Nharira, Manicaland Province, ZW	Nharira		ZW	Manicaland Province	
e1f7a87a-b438-4709-9cd6-994364915830	Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	work
b3999dd5-dc03-46ad-ba88-b9f4ea751255	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
e18f4319-9b2e-4696-b903-aab109c9efcb	Chivhu, Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	work
a908dae2-a619-4c41-b65d-7fa4b289ebbd	Mutambara, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
03ee7caf-7ba6-4e9f-9677-d1f300ddc38f	Hot Springs, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
6dc29aaa-4b17-4a80-b769-f0667a186dba	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
589aa237-00b2-4d64-9524-e9792869f3c2	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
f8940393-3399-4b11-b9be-040ed19fad85	Tilbury, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
5428588f-7fa6-4944-be2c-41bd5a65f91e	Chibuwe, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
f4267a8f-4b36-4666-8814-394afc5fde28	Craigmore, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
3276f67e-0aa4-44a7-9819-ada7182172f3	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
e67fc5b5-7dbe-455c-956e-58b3570a737e	Dzorora, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
5f8462ff-0825-489f-a18e-ad23e2effb88	Rupisi, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
669d1393-2b2b-471d-b4c0-ca8bfbd36d41	Mount Selinda, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
d8ad9096-1f87-4bac-95a0-c564bd22aafc	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
f01df833-d33d-4c71-b114-3c5216462e05	Chipinge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
c930c257-1701-4357-a7d6-90512e7acaac	Dzorora, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
00dedcba-fa70-452d-a0ee-ced3d6895870	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
a7ead2c4-aac4-462e-bf12-8d8a9728f809	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
3fd9a0c6-d2c9-44fa-944e-ea07abd1b065	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
6403fdc7-f26a-4bd3-beec-94e49cb89685	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
aea0802e-e2ec-49f2-8d12-ad2c23e5a1e1	Boli, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
69d48e5d-5d7d-44e3-86b9-bf6762fd2ac4	Sengwe, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
c7b17f75-80bd-47cd-8d74-c395a0bb2703	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
5431a9eb-8fac-42c2-baf6-8fd00fab8cac	Muteyo, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
98c2c9da-a295-4096-808e-d551970ee968	Masvingo, Masvingo Province, ZW	Masvingo		ZW	Masvingo Province	work
0d99b3ee-3a11-42a1-a67b-3e1820e1cea6	Malipati, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
45153456-bcb1-4580-abda-78c37a58f5e7	Muteyo, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
beba3c05-fdfb-448d-b5a1-73dc4a65704c	Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
73acc768-3b05-40d7-8fb6-796f72b16d20	Fairfield, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	work
a6874934-365c-4c7c-a9d2-09e6fc5cb756	Mvuma, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	work
b56b1dcb-13d6-4fb2-a169-f9aece6463fa	Shurugwi, Midlands Province, ZW	Shurugwi		ZW	Midlands Province	
ab6ea445-ad02-4247-8780-ebd29cab2625	Chitungwiza, Seke, Mashonaland East Province, ZW	Seke		ZW	Mashonaland East Province	
4f99fdce-fe48-4ae1-9b41-45e24f2777f3	Shurugwi, Midlands Province, ZW	Shurugwi		ZW	Midlands Province	work
1cec29fc-6258-405b-9f77-ad4111acb703	Chitungwiza, Seke, Mashonaland East Province, ZW	Seke		ZW	Mashonaland East Province	work
519e6ccf-1c20-4e59-a660-0ff1519855a8	Seke Rd, Chitungwiza, ZW	Seke Rd		ZW	Chitungwiza	work
97d32594-eb49-4f98-bcbd-5cd45efcd17b	23305 Chitungwiza Rd, Harare, ZW	23305 Chitungwiza Rd		ZW	Harare	work
e2a62750-63d2-437f-9fed-bbcd1be5c0c1	Runde, Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	
1a6873c7-f036-45cc-be46-7da2907e6ab5	Mandamambge, Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	work
0f53a3d3-0f7d-46da-8b1e-e9a038841cf4	Matobo, Matabeleland South Province, ZW	Matobo		ZW	Matabeleland South Province	work
f5b5a68b-64b9-449f-9a54-df4f34af3b45	Njelele, Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	
8df2677e-8625-4360-adcd-151ee92afa28	Gokwe, Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	work
35fdad7a-3f70-4ce3-824f-1566c9cf2345	Malimasindi, Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	
b17249ff-7a64-44f7-99d8-e9dacc8f4805	Gorodema, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	
4e945349-ec14-488a-b3f5-8ab519a1e6ae	Chireya road, PQHW+PF7, ZW	Chireya road		ZW	PQHW+PF7	
f59d551e-6a90-4954-bd29-e95786071c6a	Empress Mine, Kwekwe, Midlands Province, ZW	Kwekwe		ZW	Midlands Province	
8deff720-48e5-4f90-be35-4e08a5c6ea00	Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	work
9c705e89-4d87-4780-a73e-cc92002649c3	Domboshawa, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	
552a0ef9-25d7-4869-935b-7c5ec03f8f35	Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	work
c4f4e663-ac98-4acb-a55b-e3ea2208f015	Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	work
5bfbbca4-99f5-44b5-9143-734f42d9d9d9	Juru, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	
523cfb02-edee-4890-8535-87ca3f61a330	Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	
831b4211-ad47-4968-8447-204d8ca5c144	Arcturas, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	
988de079-1762-4cbb-8122-5674f683492b	Juru, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	work
a3d4b27d-031c-4cd2-bc11-8fe797e532e4	Arcturas, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	work
71bf604b-890b-43b3-80b8-8e8cfd93bb8c	Kanyemba, Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	
19c78109-684d-417c-beac-48ebff377754	Nharira, Chikomba, Manicaland Province, ZW	Chikomba		ZW	Manicaland Province	
66df9ee4-9c87-446c-8ee7-6f00bd0cd07d	Rundu, Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	work
f0553ce0-2631-4984-9ee9-46f1cacca9e2	Rundu, Wedza, Mashonaland East Province, ZW	Wedza		ZW	Mashonaland East Province	work
46b612f0-f093-406f-8aa0-4f227d8ebc89	Chivhu, Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	
8368a7a6-bd94-4ac5-9c52-edf1fcc75166	Nyahode, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
46ced671-f783-445e-a189-4565c08ac644	Nyanyadzi, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
a72ae7a0-9067-483c-ae3a-50bf8fcf3b94	Charleswood, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
e3056cd2-f500-49c6-bd31-d6331d71fca2	Nyanyadzi, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
ae1622bc-9cdb-453d-90a1-6b7c914672a8	Nyahode, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
b4614e35-b3a0-4668-a5a9-3da3149ba5f2	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
4275bc7f-2f88-4c48-8e15-c9883835f539	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
e78edf0a-36a4-4949-8e37-d5f316793424	Tilbury, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
4c6428a8-1001-45d2-a85b-17d9b651d84f	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
d1206c0f-501c-4a83-b217-5debef9a7008	Babblespruit, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
f5c55796-4d70-4221-8864-03f7236753f5	Mount Selinda, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
0518605a-bada-4e84-8901-54d90262e6a4	Rupangwana, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
dfe87ca5-452d-462f-ba3c-7a2e196fb621	Rupangwana, Manicaland Province, ZW	Rupangwana		ZW	Manicaland Province	work
f6c6ca37-36db-4a7c-90c5-30975fb0500d	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
fc3b8f6a-8eaa-490e-8241-af255237698b	Birchenough Bridge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
da91ccac-e6bd-4a66-b441-a0f1d3ba32fb	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
e861f2e5-bf2c-41e5-84e8-88328d80c0fe	Dzorora, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
8698cd30-96bf-4dd4-b39d-22c135f0d67f	Tshovani, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
3aedce23-fa03-439d-9182-73581746380c	Nandi, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
1e774282-332f-4f8c-a1f5-511a0462865d	Nandi, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
e07f2ec6-fb83-44fc-a407-a2ee532e7aec	Malipati, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
c2fd72cf-19f5-4d8a-89a8-638dbad40bf2	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
765a548c-213d-4219-aa80-766e89213eab	Triangle, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
a0c623d3-b0f2-40c8-93f2-6bf83a6a53ca	Mabalauta, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
561095c0-7907-464e-a77f-ad040bd3cd42	Dumisa Mission, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
10e4999b-f511-4f0f-a95e-5d15784daf87	Dumisa Mission, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
c59e93fd-9e8f-4f4e-96a4-b3e36e83b032	Gomba, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
6668c4d5-b2e3-44f8-b517-522350ea9eee	Fairfield, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
