id	created_at	updated_at	formatted	street_number	route	unit	street	locality	postal_code	administrative_area_level_1	administrative_area_level_2	country
2434d1ca-b82f-46a1-b383-c256ffd2ad4d	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Goromonzi, Mashonaland East Province, Zimbabwe							Mashonaland East Province	Goromonzi	Zimbabwe
902a3238-76bb-4511-a5e0-e0e57fae1227	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Goromonzi, Mashonaland East Province, Zimbabwe							Mashonaland East Province	Goromonzi	Zimbabwe
6f8549d6-4cb8-4f3b-a189-9e44319bd0cd	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Goromonzi, Mashonaland East Province, Zimbabwe							Mashonaland East Province	Goromonzi	Zimbabwe
00182d50-0b37-446b-939b-7375415f6b46	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Chigiji Road, Goromonzi, Mashonaland East Province, Zimbabwe		Chigiji Road		Chigiji Road			Mashonaland East Province	Goromonzi	Zimbabwe
aef3e143-0aa8-4603-a3d2-b6aed1b88930	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Goromonzi, Mashonaland East Province, Zimbabwe							Mashonaland East Province	Goromonzi	Zimbabwe
c936e513-0875-47f8-a239-0616888bb7b0	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Mutare Road, Goromonzi, Mashonaland East Province, Zimbabwe		Mutare Road		Mutare Road			Mashonaland East Province	Goromonzi	Zimbabwe
9e267730-f506-476b-bfb4-598a1fa08c48	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Ruwa, Goromonzi, Mashonaland East Province, Zimbabwe					Ruwa		Mashonaland East Province	Goromonzi	Zimbabwe
b7b713fe-b928-44c9-a16d-6bacbb17c962	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Goromonzi, Mashonaland East Province, Zimbabwe							Mashonaland East Province	Goromonzi	Zimbabwe
c9b5f717-5670-40d2-b2ac-d938a6e64788	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Goromonzi, Mashonaland East Province, Zimbabwe							Mashonaland East Province	Goromonzi	Zimbabwe
e91fb224-406d-4eef-92e2-de12b7ca7ba2	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Goromonzi, Mashonaland East Province, Zimbabwe							Mashonaland East Province	Goromonzi	Zimbabwe
28aa4c36-3374-4087-ac97-2ca14c6e5f08	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Goromonzi, Mashonaland East Province, Zimbabwe							Mashonaland East Province	Goromonzi	Zimbabwe
b9b28f32-bafd-4bbf-b6fd-f89b7ee74f48	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Marondera, Mashonaland East Province, Zimbabwe							Mashonaland East Province	Marondera	Zimbabwe
3b64de28-ede8-4b72-a7a7-4859f15b3b57	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Mutare Road, Goromonzi, Mashonaland East Province, Zimbabwe		Mutare Road		Mutare Road			Mashonaland East Province	Goromonzi	Zimbabwe
3c10e0c1-5277-456f-a07e-71397062699f	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Ruwa, Goromonzi, Mashonaland East Province, Zimbabwe					Ruwa		Mashonaland East Province	Goromonzi	Zimbabwe
dfcb2064-a0b3-4453-ac26-bdc0b13c5a99	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Chishawasha Road, Harare Province, Zimbabwe		Chishawasha Road		Chishawasha Road			Harare Province		Zimbabwe
1f0a4d64-71ef-4318-acdd-a0d18f7f06b7	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Goromonzi, Mashonaland East Province, Zimbabwe							Mashonaland East Province	Goromonzi	Zimbabwe
f8c4525f-af6a-48e0-b060-3d1f77cc2357	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
824b6c59-778b-4ccb-b9f2-807de088b2f1	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
45d76393-0672-4acd-a96f-5c224d314406	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
f185fe38-0f4f-447f-84ed-84faaa83bb7e	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
2709395c-964a-48c5-a4de-a06e5bdb1e33	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
70dcaa90-1b7f-4b01-94c7-17826a45f8fe	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
6f68d03d-3108-4444-8b5a-819cd666f860	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
1be73160-c4c2-4cbf-a04a-ad07290ecc64	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
83ce955d-675a-4444-945f-72872837c5b9	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
a384aacb-51f7-4fb6-b0b6-0a554f9f08c0	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
0ef5ed6b-2a42-4250-8507-ed223b118b62	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
fe8e2ce7-75ea-4a07-805b-4968aa756d29	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe					Guruve		Mashonaland Central Province	Guruve	Zimbabwe
52b491c9-37f4-43a0-acf7-aac9a7e4255a	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
21fb8a3b-c2c1-436f-9dfc-b9e01945aee1	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
b2a21d30-f6f3-4030-ba9a-f5d8492f5e8d	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Horse Shoe Road, Guruve, Mashonaland Central Province, Zimbabwe		Horse Shoe Road		Horse Shoe Road			Mashonaland Central Province	Guruve	Zimbabwe
d60f278f-d470-48f9-ac6f-b2bfc58fe45a	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
ea8821f2-6f15-40f1-bbab-cf55147550fc	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
2f5c614e-3357-4dab-b430-84de8a75113e	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Centenary, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Centenary	Zimbabwe
372aefad-7006-4c4b-902f-2672a9534983	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
fd0c10d4-4da4-4897-9475-3d8bd0ddd291	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
5494166b-62c8-4a43-b30a-c18f2cc99aec	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
5830a90a-41b9-4efc-9dbe-2009d40d17e0	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
f90929f1-da86-4347-a714-e21a86baf127	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Horse Shoe Road, Guruve, Mashonaland Central Province, Zimbabwe		Horse Shoe Road		Horse Shoe Road			Mashonaland Central Province	Guruve	Zimbabwe
ac2050fc-785d-46ff-8ea2-d358fb6bc9aa	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
d3184c23-5be7-439e-abfa-46fcc241a691	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Makonde, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Makonde	Zimbabwe
95f5f232-7f29-47e1-8373-d8c9b9b8537d	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
6300dfc0-a378-4cc8-a743-818ac8eabb51	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
84da4edd-53bc-41a9-8381-9cbf0118f649	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
0c6442e7-62d5-4792-ad43-36a82d6a3453	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
4e7d0b0d-f478-4b6b-84ac-93de114c6801	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe					Guruve		Mashonaland Central Province	Guruve	Zimbabwe
5ffa4509-d6d3-46b2-90b0-bbf7241856b2	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
18fa0d65-bdc6-43da-a0c6-eb5b8c613620	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Guruve, Mashonaland Central Province, Zimbabwe							Mashonaland Central Province	Guruve	Zimbabwe
c90b39f7-1493-4d2f-b107-648fbbf5ef45	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
64631b4c-5db6-4a08-b53c-5c051c57e1b8	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
222777fb-a92d-4e18-a698-162da6446f20	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
0686f0bf-1f4a-47d1-94f1-bb8048aefdc2	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Masvingo Province, Zimbabwe							Masvingo Province		Zimbabwe
f6e31124-e1b9-4062-a2c4-7c91cd87d700	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
bcc47d9b-cf4e-4a10-9b2f-394705417748	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Chatsworth, Gutu, Masvingo Province, Zimbabwe					Chatsworth		Masvingo Province	Gutu	Zimbabwe
12350323-29f7-4895-a724-a9cd78827ec4	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
69fa16ce-2fa7-4519-bd67-fcaa71b4edb0	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
00b21ec5-7b68-4209-b6d2-73dded983771	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
be6f55ea-1528-489f-b16e-113cc25dee4e	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
7469c129-f0f1-447a-b8b4-9f1938be2cf5	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
6d5fd2b6-b4bd-4c71-b577-7a9b194f1288	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
8804b2d3-50ba-4eab-b6d9-1198820d2f2a	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
36a53931-b715-470a-8581-1238b48fd87e	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
db3d7409-721d-4e11-a26e-735b27644cd6	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
dd2a895a-2c5a-4784-a744-e78a9d6bcf68	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Buhera, Masvingo Province, Zimbabwe							Masvingo Province	Buhera	Zimbabwe
b1f5cc91-ad0e-40e4-aae2-e685d2201df7	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
5901b054-e724-480b-9b8b-43b7ff379e81	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
4b454c4c-59a7-44ec-9aa0-d7491c6b1c2d	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
8af404bc-dfd6-4953-a6c4-d43c45a8e476	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
aae06923-94c2-48df-8f54-10cfe5b5dcbd	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
f0005cf5-446b-422c-9ac9-b42353ecc315	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
b2c297b7-e696-44cd-a777-90c462cf8d7f	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Masvingo, Masvingo Province, Zimbabwe							Masvingo Province	Masvingo	Zimbabwe
2fc5f3a4-c69f-401c-a07d-53aee2045538	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
634220f3-77ec-44c5-8eb2-9bd193a3a0ea	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
43807293-6d67-4c8b-bcf7-2b3b9934724c	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
ee1e77cc-038d-4f68-b20d-98b5fdc61cd9	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
95515e88-7695-4db0-92db-8248a68d1a58	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
d69503d4-3c80-45e4-a874-8b48d920359e	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
9f973db1-0fe1-46cd-afdf-112e31fdd83f	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gutu, Masvingo Province, Zimbabwe							Masvingo Province	Gutu	Zimbabwe
a6426a77-17af-4f70-93dc-18434a64b2f8	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Colleen Bawn, Gwanda, Matabeleland South Province, Zimbabwe					Colleen Bawn		Matabeleland South Province	Gwanda	Zimbabwe
4dc68058-31fb-4e87-80bc-b5c121d6eea9	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
e034734d-dde5-46df-9166-33214cb83ecd	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
18bc5cec-85fa-4490-88bb-bd55250b3a47	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
4c815c4c-422e-4e79-a5bf-ff79fc9214c1	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Matobo, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Matobo	Zimbabwe
550d4a1f-a832-44f7-b592-f535647f2b1b	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
ad23d19d-b155-4bfc-8b7e-cdffaae08dec	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
feabb37e-c640-4335-b91b-c48b7d3e7625	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
86f6885b-62fb-4858-a69b-3d76875004bd	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
c4eb3adc-4cc1-41fd-9f78-a402ccf176b8	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Matobo, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Matobo	Zimbabwe
b4f0c910-fd94-4192-a350-342b3f1a503a	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Insiza, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Insiza	Zimbabwe
35883cba-c25d-419e-8142-004f61aec4a5	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe					Gwanda		Matabeleland South Province	Gwanda	Zimbabwe
cf5933a4-d375-467b-aa2c-5f4e84294d6f	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
a342ee4e-ee4a-46cf-bb9a-9729a41909f0	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
b693a8e2-ffbb-4461-9cc4-d16845f573ab	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
b073271a-6232-442c-adf8-363d6a9d0caf	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Umzingwane, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Umzingwane	Zimbabwe
01748669-b21f-4aed-b1bd-5ddb36246df9	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Umzingwane, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Umzingwane	Zimbabwe
55384d91-dca2-42f2-9aac-36c024a7b155	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
629c02fb-21de-46a2-ad07-6b831930e82f	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
28e4d3bb-1a91-4756-9271-b6b57bae0a98	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe					Gwanda		Matabeleland South Province	Gwanda	Zimbabwe
20d92321-23a6-48c3-8ef9-9b40b90891b4	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
d551f681-c1be-45e6-a5c1-ab8ec578d620	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Matobo, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Matobo	Zimbabwe
2e0bf989-6f0d-470e-bd50-3ff7dc16ec3a	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Umzingwane, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Umzingwane	Zimbabwe
5ad661e9-f957-49b6-a87d-0f88dc267780	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
3766637f-f2d0-4a0b-b02f-0f8c95ce272b	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
b135ce07-9529-4e94-a1d1-03f07fa79bc2	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
d580a494-07f5-487e-aa54-2804b437a6b3	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe					Gwanda		Matabeleland South Province	Gwanda	Zimbabwe
9c278dac-571b-4fd5-b7b3-63b78b2fc8e0	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe					Gwanda		Matabeleland South Province	Gwanda	Zimbabwe
06b78860-2be0-4ed0-b3d9-cab9c39f92cb	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Matobo, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Matobo	Zimbabwe
4cd280b8-f11f-43ec-9161-f445c24ee99a	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
ea515308-68f1-4aed-8d50-ae67631e5a2b	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gwanda, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Gwanda	Zimbabwe
00c1d26d-28f6-47e5-9f77-cb10c11a6933	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	West Nicholson, Gwanda, Matabeleland South Province, Zimbabwe					West Nicholson		Matabeleland South Province	Gwanda	Zimbabwe
5319e95e-a102-4a6e-bc84-4bac33541689	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Matobo, Matabeleland South Province, Zimbabwe							Matabeleland South Province	Matobo	Zimbabwe
ed87e90a-23ad-496d-9742-b9b7c1a991dd	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Shurugwi, Midlands Province, Zimbabwe							Midlands Province	Shurugwi	Zimbabwe
7d9815bf-ae6e-4b0a-b04f-4ba4646ab333	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gweru, Midlands Province, Zimbabwe							Midlands Province	Gweru	Zimbabwe
e5b7daf4-6311-43aa-9bd3-7d8b6f9d62d4	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Eastern Valley Road, Gweru, Midlands Province, Zimbabwe		Eastern Valley Road		Eastern Valley Road	Gweru		Midlands Province	Gweru	Zimbabwe
ecc12118-70ec-44de-bf3f-3b3612ecdadb	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Chirumhanzu, Midlands Province, Zimbabwe							Midlands Province	Chirumhanzu	Zimbabwe
28d43a0a-5268-4525-8e4b-db72889be3c9	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Chirumhanzu, Midlands Province, Zimbabwe							Midlands Province	Chirumhanzu	Zimbabwe
6420a09b-768c-4236-8210-d102b4c47378	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gweru, Midlands Province, Zimbabwe							Midlands Province	Gweru	Zimbabwe
8683f81b-5351-4371-a9a9-ddc24d7101ae	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gweru, Midlands Province, Zimbabwe							Midlands Province	Gweru	Zimbabwe
36ea5e65-d5f5-4b51-8929-964bbb852f1f	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Mahlathini Road, Gweru, Midlands Province, Zimbabwe		Mahlathini Road		Mahlathini Road			Midlands Province	Gweru	Zimbabwe
6f942894-6887-40ae-ba1d-90ec0415cb91	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gweru, Midlands Province, Zimbabwe							Midlands Province	Gweru	Zimbabwe
655df85a-7bcb-4bd6-8174-78c0db08f638	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gweru, Midlands Province, Zimbabwe							Midlands Province	Gweru	Zimbabwe
7db8ffc4-29bf-4177-baf4-4c392234812d	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gweru, Midlands Province, Zimbabwe							Midlands Province	Gweru	Zimbabwe
7855483a-ee0b-4ee9-821d-232c7d62e60b	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gweru, Midlands Province, Zimbabwe							Midlands Province	Gweru	Zimbabwe
86cb3476-7f96-47fa-90e8-d858112a2928	2024-10-09 09:46:31.991808-04	2024-10-09 09:46:31.991808-04	Gweru, Midlands Province, Zimbabwe							Midlands Province	Gweru	Zimbabwe
