id	units_snomed_concept_id	value	value_low	value_high
465d634f-b0ab-47e6-9134-17d93dd7b208	258684004	875		
1e9673ac-04a3-45d5-ac60-1f7f6b5d6ae5	258684004	125		
7a1b2d35-2a48-4f99-8dc8-35f9666fbc2a	258684004	875		
c26d55b5-b4a7-4b98-83a2-07f15c77339e	258684004	125		
df2ecc16-de10-4bea-837a-90716cc938aa	258682000	1.2		
420dd643-d6b0-43fa-91e6-306d8f36c862	258684004	45		
65025296-c25e-402b-bf7f-3411e731e786	258684004	45		
682d81bc-fc64-4915-9346-163481a5a810	258684004	25		
ee9d415c-ec9d-4dc8-a0d5-ce4606e2689f	258682000	1		
2d9f0bc2-d0e8-4c18-ae2f-d6b5f5949762	258682000	1		
b056702b-edb2-4381-98c5-14e95e550bea	258682000	1		
cf835747-5064-47a1-83f3-6a26447b51ca	258682000	1		
3259b0cd-4759-4b04-8724-0428f56fcabd	258682000	1		
7f7ab2e5-7436-4040-8970-c2b82058b870	258682000	1		
5d7cd41e-d705-4f0d-99f3-d7a2d4ed8e7a	258682000	1		
a5cb7daf-6a17-494e-a285-35ed9404eeb0	258684004	500		
25e7d4f6-1bd0-4687-8544-2cef8fc43f65	258684004	500		
d29c0c78-68dc-4832-9051-ec29b02a03f6	258684004	600		
6ffa7d6f-4fdb-4a08-82a9-dc90365336c5	258684004		5	10
6fd7fedb-8cee-4ad6-a188-cc187110d2db	258685003	50		
4501f87d-6d71-47b5-8bc4-6378eae115d2	258685003	100		
e45e4e39-6ee5-4a8e-909a-c25feb3b2499	258685003	100		
7fe19dc2-ba56-4cfe-ae40-d962e3872635	258685003	300		
e52bc244-6dbb-46db-8f10-fc7d1f4f8a12	258684004	150		
41a96dc5-de9c-4974-843e-c786d0f545da	258684004	12		
c929eda5-b6f1-4979-b188-d3dad894a46d	258773002	10		
baafe18a-79a3-414b-b37c-eea17fabc7fd	258684004	500		
5798af70-9c91-4311-85fe-16db8baa0958	258684004	2		
8e2e4460-0103-4205-bd16-e9394a54f7a6	258684004	8		
9755834b-933e-4211-bc58-0e8132538c7e	258684004	6		
bb6e53f8-511a-4448-99d4-80948071a72e	258684004		4	8
de5df7e5-700e-4891-84fe-9aad7fd20793	258684004		10	20
67781267-1b13-4d3a-bc56-a3890f0b4786	258684004	1		
07a3dc75-4aba-48ff-9cb2-e50d3e20c794	258684004	1		
93643d8d-f1c3-4a76-ac51-a160ddd648b8	258684004	50		
1623a784-252a-44f5-b985-4ee064ab0024	258684004	1		
72811afd-55b9-4e25-a061-7e60fa95dd85	258684004	1		
73c647b9-c89e-48a5-973e-5b7b49cd9f79	258684004	0.5		
8a7b3966-c49f-44b8-8d00-5114f110c377	258684004	200		
f40bcdcc-3ee3-4485-af1e-945551356203	258684004	200		
325b3490-f701-42ae-bf10-101d04320e9c	258684004	400		
e3971d72-a333-4673-96d5-7e04cb6f0823	258684004	170		
c621e47c-093c-431f-bcce-1e5bc79d77da	258684004	170		
d4471f9d-d4d9-4fe2-a44a-bc4f6dd953cd	258684004	340		
522d22d5-7536-4601-af48-a3f8ba207cea	258684004	40		
734901a7-6024-4c55-9a67-0c1ba264abd2	258684004	25		
02790954-be15-4624-a210-1f9b414b5dc8	258684004	80		
643ea910-5b85-4ba3-af08-124f37b1e8a1	258684004	400		
32669e6a-ee85-4d7c-9613-f388e217f6fc	258684004		25	50
b4bd5557-d4ca-4fdd-96f8-6c3eb3ab1ec7	258684004	200		
d362daef-df00-4ef5-8cc4-ca00007ec4e0	258684004	20		
d5f517dd-69d9-42f0-9ea6-fb419655db5b	258684004		1	2
3e7ef268-807c-47df-b53f-5cd7b4d5b3ee	258684004	4		
3e9c6925-8dc3-43a6-80a7-3ad8e3a09a11	258682000	5		
62b276e4-4553-43e4-ba42-0bb2b56040fa	258682000	1		
be5d3690-d6a1-4faa-8ccd-e1415fbf717f	258682000	4		
050cdb54-8b6d-411f-821b-5aeb68627da5	258682000	4		
6f5ea363-33af-4784-85a2-568f5a2aef77	258682000	2		
914a96d8-6105-4a03-9bbb-4038f675befe	258684004	500		
2c107a6f-d673-405f-8bdc-48deecfb8810	258684004		250	750
d275870d-ffd8-42ea-a1d9-536b4d284ffa	258684004		10	20
ecca43d8-5a69-4004-aa69-74affa511480	258684004		10	20
af9fec8e-e85f-4b35-9e21-7a29f3a8a516	258685003	20		
63c80f37-a89a-4759-8e5b-e79addb61c12	258684004	600		
aa0d6b9c-67c1-45e4-a30b-b2aa63e0adea	258684004	0.1		
804e0256-7bbd-4287-94f4-047b5da018a1	258684004	0.1		
1f9b2253-b2ef-4b35-a8e9-6a81a31cb31c	258684004	200		
8eb913a9-2bc6-4371-a6c2-8d1563b18509	258684004	10		
c55498bb-57fd-47ba-aaa8-8c5ca8fce04e	258684004	20		
c9c1e2d0-a8da-4b4d-ba73-2e90552f54fd	258684004		4	8
96b3e646-7e2d-4417-9eb4-8bff73d9979f	258684004	500		
e230d9c4-84b2-480a-9ed6-f89b6afd96b6	258684004	500		
a7a0587f-db5e-4839-8dc1-4c6811c72de6	258684004	40		
dd032df1-5461-4f96-b380-5a4463c8e81e	258684004	200		
8c444080-c731-4438-8702-31e35ac59215	258684004	25		
553d1fbd-74bc-4559-8647-4e91166243d4	258684004	25		
32d45fa4-eee0-4b56-b80c-8aba5afb158a	258684004	25		
a17ee58f-166a-479b-8e04-b0c90a5fe2a5	258685003	250		
b5af36a6-bb79-4e22-9bca-876a08f421e7	258773002	250		
fe194c18-920c-4f42-9b95-d852ee90ffee	258773002	200		
8e6d3608-270e-4adf-9ac0-c6cbf3b26a09	258682000	1		
da76c0be-a37a-4080-9808-a927b69e7a35	258773002	10		
810e2f4a-1993-40ae-973c-e87e2fa1f50c	258684004	5		
59d2ef65-c832-489f-a4a0-6128f22c650d	258682000	1		
4fa63611-fbf8-4436-857f-713ba697f1d2	258685003	0.25		
dd295c87-f404-454a-966c-fcbb430f7af7	258685003	0.25		
f5beb2b5-fa0d-468d-9d01-ac1edb143c94	258684004	0.2		
bf7d3dbb-6d03-423b-b619-085bb3c5900d	258773002	0.5		
d7d65bb7-03b9-402a-8aea-f94548a83471	258684004		10	15
d67ee172-2cb9-4e95-94d6-b45ec1a61aea	258684004		10	15
f0b4b516-e4f9-4f72-8953-365267b420ef	258684004	2		
842a42f8-943e-4a97-b78b-6dce397a821e	258684004	2		
d4bb6726-0c7a-4862-9e55-26f4f9db44a2	258773002	5		
7d6f90f5-18eb-40fd-983a-bac6efe27dab	258684004		0.1	0.5
bba77c5d-f0ad-4b66-820b-026dba8efd53	258684004	0.1		
297032bd-8480-4497-9964-3147c95b3f35	258684004	5		
8a557faa-647b-44af-a951-525fbc2bf93f	258684004	1		
c5753eca-2b4d-4e67-9c9f-f5dfdaaafd3f	258684004	1		
1efebcb5-3002-433a-8100-69a730bf70d8	258684004	2		
98fc7fbe-db29-424a-924f-c42d7a42cbd9	258684004	5		
6011b9f3-2209-4f04-982f-3ea4c63058e8	258684004		2	5
94d30891-a4cc-4590-a31d-84ae7a8c35e1	258684004	1		
d219b725-d23f-40fe-9fdd-b1702d855492	258684004		0.025	0.1
58528a15-77bd-47c6-86fd-00d0118fb183	258684004		0.05	0.2
9bb1a7ee-9136-45ac-a523-e636bd3d975c	258684004	0.1		
41f73947-97de-42a0-a33e-bce0076debc3	258773002	5		
f143f403-a397-46db-aad4-0ba298df71b7	258684004	15		
938ee3a1-9bce-4eff-a4c0-1ecf7834330f	258684004	15		
1d127cb6-8874-4fc1-b1d9-eaa961197740	258773002	0.5		
6027e834-0e4c-4671-85cd-619224cc5631	258773002	0.5		
ac4a95a2-46ae-4582-8399-5013bfd37e9a	258684004		2	0.5
efa2cb7c-69d3-488e-b148-0f21d46099d5	258684004		2	0.5
3c029fe1-6dc0-47ba-9a9a-41e5b3ae8f83	258684004		2	0.5
f830e1e6-9e97-48d2-9700-4961a74a611a	258684004		2	0.5
b3453047-47ed-4ac9-ba3a-63df1d84693c	258684004		1	2
d55735ce-bb1b-42e5-b2d5-1c549eeebb7c	258684004		2.5	5
f298f926-89dd-45a6-a1bf-7dd424d8b16c	258685003	4		
16a83d66-d991-49e3-aaae-e135a7194862	258684004	10		
7b7e9d54-ea90-41ce-881b-6d8cd21176fb	258684004	10		
94afbbf0-9806-4035-9b2c-e3b60936ad6c	258773002	4		
05448fb7-c645-4662-91fb-ad701083ec87	258773002	4		
1435f9cd-16d0-48cd-a237-e693cca1e3d2	258773002		2	4
f258e307-e0d5-4fa7-8e13-47bc64fee0ea	258684004	10		
621e1415-ae92-40c6-a04f-3d8d1dbbe18f	258682000	1		
acea5ca2-1a89-4006-a14c-3de2346f1121	258682000	1		
2f8797b6-825b-41ba-8cba-47f094383bb7	258684004		1.5	2.5
11174a38-9c6d-4857-aeb0-7e9fbd2adf4c	258684004	150		
511bb2ab-885b-460b-955c-06f19c628b57	258682000	1		
8ae5fd15-717a-4304-a5ae-46b89eeceffa	258684004	0.3		
ec2b1642-579f-43be-8b81-15d38218fa38	258684004		0.3	0.625
16365ec2-e15f-4d22-96e1-ff8707f87651	258684004		1	2
96964328-fb5e-4e8c-8c15-4988092f9d84	258684004	200		
57722509-47d1-4fee-8dd7-2ab9a2f5a1b9	258684004	200		
397c3703-3817-491a-b141-d0984336b318	258684004	200		
7eaf93ed-fb7e-4b7c-b08a-2e838e8d58ff	258684004	170		
208f4c55-9b72-432c-9602-687321d95d4c	258684004	170		
dbf2689c-45dd-4aa6-b985-318e0f31e3c4	258684004	170		
423f7db2-8441-43be-be18-289b1835a168	258684004	500		
5cb7b11f-975d-4a55-ba59-8456ce2e71e7	258684004	400		
408db6f6-b41a-4e76-8f41-350fce27ae83	258684004	400		
f630f703-f961-4603-8a72-86a7fb82dc42	258684004	400		
3ed93e9c-8131-44bf-8903-ce0c2e87e9eb	258684004	400		
76be6b86-2b08-4839-a4de-573d9f94dc91	258684004	400		
952f25eb-cd7f-4ed7-a895-1610e209d529	258682000	2		
917b456e-9280-4763-bc2b-abd22726e266	258682000	4		
67741c32-f0e0-4418-b08a-1839d076c96f	258682000	10		
3e0bbd0f-572b-4c03-a9ed-8c22a26553cd	258682000	4		
f45894dc-9d62-411f-b1da-57d5ab07e4e3	258682000	10		
f7ac1508-efdb-48ae-a194-4843fb5e7fb4	258684004		2.5	5
dc4eb205-65e0-4e59-9873-4b9bd795fed7	258684004		5	10
cf76276b-6e99-4443-84b9-5706f719c18f	258684004	250		
2c6395e2-e600-4660-8bd1-7afeeba329d8	258684004	250		
f4cd9124-b379-4a38-9c3f-bae7a1ec8100	258684004	400		
2ac98db2-0594-4d18-89d7-9de2b03749e9	258684004	200		
1437fc4f-6312-4574-b785-096ef3845ad8	258685003	800		
f20ef1c4-3498-4147-86a4-05cebc1163bf	258685003	600		
377242e2-87ec-4321-9201-312e29cdbb11	258684004	0.1		
91f61fd6-48cd-4335-b5f0-343d184537d2	258684004	200		
7d2ecb94-022b-446f-a51c-dfac2d74500b	258684004	10		
c51b29b2-142e-44df-bd21-20bb08dd9c20	258684004	10		
a8a9f783-141f-40b0-bcff-9cb8725a356d	258684004	20		
e6a5fc5a-d48f-4d86-8730-12055c5afed9	258684004	500		
f5d8c000-6f64-4628-b473-72820384fba6	258684004	500		
de40cb30-4d04-4cd1-b145-6fe59a07f896	258682000	1		
b9db4da8-071c-4328-9175-e9208bfbe2fb	258682000	1		
604a453a-faab-4542-954c-66e2db332a67	258684004	25		
562e673a-7f35-486e-a9fa-e58eb7eebec4	258685003	250		
17ddb827-146f-45f9-ac55-37d973caab44	258682000	1		
f950a1e2-c89a-4b38-a0dd-d16cf2455eaf	258684004	50		
d956bb00-51e6-47d0-ac10-5656a5934d18	258682000	1		
d9c58807-08b6-4267-ad03-751d9bafda0e	258684004	50		
7d6aeb59-7471-4de2-82cd-146749e9aa50	258682000	1		
4d62efe3-bcd8-4da6-87bf-2469f2a838c8	258684004	80		
48449281-9a5d-4e72-a323-bc18a030866c	258682000	1		
60e016f6-763f-4c6d-900d-42b1be68ef25	258682000	1		
8a531177-a63b-4bb5-8b1c-bc3c9c0cfc31	258684004	450		
c474502a-af32-42a2-9622-87c49a9e5747	258684004	600		
c412cc6e-ad08-4c30-80b4-4671d02c9286	258682000	3		
087f8356-c868-4f63-9962-a4eba176b535	258684004	6		
12dff58f-ca93-4aff-8c8d-7664808b1b9d	258684004	400		
860e8005-cc82-467e-a593-2b9db965de9b	258684004	400		
bc3ea352-51e5-45f5-a6fa-08794ddb3fba	258684004	400		
1656fb06-aa06-4acb-b900-c65cd2ea1f2d	258684004	100		
98ef5787-8443-4529-9373-7e7aa3f55b93	258684004	50		
301ea792-e51f-4695-ab50-3eecdd7172e3	258684004	160		
f3e4c2a6-ee45-4fbc-ae6a-21ea400c5a8a	258684004	800		
e828bd40-e1ca-457c-a584-51fe4cb158c5	258682000	1		
95dfcc1b-87f1-4024-83c9-6a2980ab6fd7	258684004	300		
776b4800-4668-40e7-9845-dacc57ceb471	258684004	5		
8ed6c10a-bc53-4856-969c-242a4910eda8	258685003		0.25	4
843a1655-b0c2-4f8e-8d43-53ec070fd51e	258684004	500		
d8934776-cc64-4979-acf5-4cb282059ca3	258773002	100		
25e95615-92fd-4738-baf0-2cc997c56d29	258684004	75		
5a4d7628-4d41-4e96-a45f-aa636c7af84e	258684004	4		
cbbff616-9315-4414-86f4-bd2a2f0ffb11	258684004		5	20
20c16658-65d3-4b9c-93b6-db2e8b46e2cc	258684004		20	80
303d7cb1-f2e5-4e42-afb4-86848fee90d8	258684004		20	80
abd6c079-1e3f-49da-bfa3-17504a6801b3	258684004	80		
5ee05109-139a-4a9b-8458-e47135c4d82f	258684004		40	80
2334344c-bfcd-41c3-983c-72aad9c8bb6a	258684004	40		
d66e91fa-1dd7-4d80-bbc7-d225dfa53640	258684004	25		
7107a990-371f-4c0d-b051-39f3286e78e5	258684004	400		
4191f529-24d5-4e02-aca9-470dbecc40f4	258684004		50	100
56206ff2-1d8d-4d39-9293-3477931d92b9	258684004	10		
5404e6fd-09cb-4693-8ca2-90032416321f	258684004	10		
6327b264-1d7d-40d7-b6ac-2be6eceaf1c6	258684004		2.5	5
68f23609-a3ff-4c9c-829b-e414daa336ae	258684004	600		
c7524027-4382-4347-8a45-38c404b17124	258684004	1200		
bfdb5d21-7085-4483-856b-b639d621ee5d	258773002		10	30
8aa5f4e0-7db4-4ea6-8fbc-51c34b604add	258773002		10	30
0dffc813-e8c6-4265-a7b1-ab086602d6bb	258684004		10	20
485e12e5-96f5-4f3f-b6d9-96a6673dda05	258682000	15		
c8e4a85d-9960-4d53-a619-e2ee86064f05	258682000		30	60
81ad1923-c73a-4555-b9fb-e8ba7efc148a	258684004		50	100
c732b11a-d934-41fe-817e-d4638edd0d0e	258685003	0.05		
ea4dd059-cac5-41d5-b2da-d9892d057bf8	258684004		1	2
550ef73d-47e3-42b5-8c56-f918b35dec49	258685003		0.01	0.04
b00e5a0f-752d-4982-af2e-5924d088801f	258773002		1	2
298c7f22-5a67-4f5b-916d-1cebbe17fb06	258684004	0.5		
71b0d0e0-f3a4-420a-9bba-d5816735419a	258685003		50	300
661d0345-28a6-49a3-b5dd-345101aeb683	258685003		10	30
67d7ea50-0341-4497-b1db-179189ff933f	258773002		2	5
ce6e8454-31aa-4fbc-9acb-38bc340a4ad9	258684004	0.1		
cb4b5ad4-bd49-45fc-b699-fffdd4196327	258685003	5		
49a004d7-883a-4c90-bfcb-701a97da1cae	258682000		5	15
a36ddb19-0618-4e01-8b8f-12eda5d6aabb	258684004		0.5	1
75f25593-012e-4ef3-a345-64d9e28f86cb	258684004	0.5		
73949531-c89f-4b81-8f5e-ff0f023a6c2d	258684004	2		
1f127217-496d-467a-a132-d3778d5d621f	258684004	0.5		
10e65bad-34ff-49c5-90c4-fcaea4fcb025	258684004	5		
b8584b51-6885-4a4d-9201-29796a77d84f	258684004	5		
db12b1f9-e55a-4daf-8ac0-78cbec61e109	258685003		10	15
86e3d06e-81a5-4f96-af66-ad7414001d47	258685003		8	10
353bae29-1349-4245-b237-09489c41ed02	258685003		6	8
950c096a-cd69-415b-96f9-6be6ee102627	258685003		5	6
0a735314-0f3f-4a01-a02a-03a130dfd0dd	258685003		4	5
da2ccebf-3066-4d3b-8eb7-c40f91627e80	258685003		2	3
67d046c8-c908-4edc-a02c-cbd7b53de88a	258684004		0.2	0.5
05b29375-8010-4f73-a966-13d45947e547	258684004	10		
726bd9a4-c910-4ba0-be67-d4e4779b8804	258773002	20		
7117fffd-257c-4716-b736-57e98a706b73	258773002		10	20
8c44b838-6d1b-4014-87e7-239aed285eb8	258773002		10	20
334de0b7-637e-428c-adbc-c4af0bad4c23	258997004	2500		
d227b818-139a-4e9b-beae-dde080c475c7	258997004	5000		
95c334d6-2579-4a43-8d4a-d122a619b8b8	258684004	400		
c701ffeb-6fff-4f9f-9c99-e8738d6d6751	258684004	400		
0019bfb0-6e86-4287-b815-1dead79d8322	258684004	400		
e47525e4-b3ca-4c46-a989-6018fd4d2d66	258685003	30		
3aad2af9-8f0f-43ed-aa18-dc5608d26083	258684004	1.5		
8f30c8ef-8dd8-4457-ab0e-492e7b8e706a	258684004	150		
b9651396-90cf-402c-8555-a491b8dee6e1	258682000	1		
18696258-0e49-4a4f-8caf-9e7ae2f3933c	258684004	250		
c0bc3792-70a3-49fd-9a42-c58e96afbed2	258684004	500		
8ab19b84-1faf-446d-8070-4fa56d8e04b5	258684004	500		
284d4482-fe3b-4e95-928e-b539684a94d9	258684004	500		
eb1f468e-c93f-4694-9f09-bd7fa73402cb	258684004	500		
63ec7986-ee26-4c3a-8be2-10c644d1f6ae	258684004	500		
9d76edd9-6998-42f4-986c-d6a1fed2a638	258682000	3		
fd366262-78b9-4900-89be-6f2f40baebe7	258682000	3		
6a6bb805-e71b-4dac-84da-a84b49d04865	258684004	6		
f7de8b8a-204c-4014-ad4a-116cb8538c05	258684004	5		
8a732bcb-fa04-46a8-a6e8-69dcdc31442d	258684004	100		
8c6d0530-59e9-45a8-adef-ac67f55e305b	258684004	100		
cfad6c14-fcce-49cf-ac0f-b4bce1a42244	258684004	80		
92a5290d-1a94-4b9e-9f06-fadae4a219b8	258684004	400		
0f925828-2627-4af5-a15b-e3a3be847d1b	258684004	875		
6669d0f3-dba6-4ff2-bdee-c5660b19f496	258684004	125		
c434cff7-9c3b-41d2-95d5-694d403adb1a	258682000	1.2		
0f56e30f-68a4-423d-8f68-b1c2ac6d88df	258684004	45		
c728d582-1e42-4723-b40e-970486527974	258684004	30		
b0c8e766-6364-4251-9481-893137c1ac42	258684004	30		
fd28e16f-ba25-4bb2-a730-0fdf86727680	258684004	45		
25bc4984-965b-487d-ac4e-fe84ba1ab102	258684004	25		
219e88cc-05ff-4696-856c-fa65d65cc8f5	258684004	10		
bb6f1f06-c91a-47d0-923d-90c1d50f95f8	258684004	10		
85606532-63c6-414f-a21b-faf3dc8aa84d	258684004	10		
e0b57bfd-6f01-4766-9072-cbede429edc9	258684004	5		
0ee3b696-fa6b-47c0-9e63-016b4ad8ab44	258684004	10		
450ac2da-41ee-4012-83c3-946b90b23f02	258684004	10		
f38ab52a-3e2a-4a74-9ef5-a35f6423e25d	258684004	10		
d26ad530-3be2-4742-a41f-d9c4ae5be508	258684004	10		
91091d0b-1668-4ec1-85f6-bcb5c4ede46f	258684004	10		
0eb9f47d-563f-4e95-bc7f-686eb3691807	258684004	10		
c8017868-c22f-4882-b094-1996fac8e161	258684004	5		
492917fc-e167-4f44-a123-9791aa7e7fd4	258684004	10		
c61a3307-4aa5-4314-8884-46ad14aea4ff	258684004	10		
70229fd7-780f-4e9b-bcab-6fd3d8190af2	258684004	10		
5270283b-6d2c-48d9-bf7c-510ba531133b	258684004	10		
490aae46-76fc-4bb1-9006-3b92aad3d871	258684004	10		
4a7d337c-930b-4cff-bea2-3b3ebf8630aa	258684004	10		
3069da3f-d9f0-415f-9bc3-db1ff3e85ab1	258684004	500		
c4d6fb6b-e89e-4e9e-bdd8-0a4aed8ad173	258684004	500		
6b477c5e-25dd-4970-91a3-c58257f61b96	258684004	10		
e9c108cc-827d-44b0-b550-e9d03e2d6a63	258684004	10		
a745b606-853b-49b3-8dd7-1c7a3bd60316	258682000	1		
aba2ff1c-b02c-4760-8524-042ce003e67c	258684004	70		
d18fde6b-ec69-4f72-a937-eca78f6ed082	258684004	70		
68ecebbd-3470-4dd9-905a-1c6634e8e9f8	258685003		1	3
5c032782-f5c5-4a5c-8afa-99de6ec5e401	258684004		5	10
473feacc-c680-41ba-88ec-852f21c47d6b	258684004	150		
1eb347f5-3538-4e86-a325-3f130beecf6e	258684004	50		
3e57f01e-ed0c-458a-b998-fb520ebbd7f0	258684004	50		
43249a8e-bae5-4e93-860b-bc4c096aad11	258684004	50		
9c82aa1f-4d0c-493d-91e3-a057951426bb	258684004	50		
3fb92ac2-d745-487f-8b3b-f171f65b96ba	258684004	10		
300ab6c2-7e46-4b66-b23e-bdf2419da739	258684004	10		
5b76bb94-32cc-4a47-a72b-101db921f1fa	258684004	400		
13ac97b2-523f-402e-af13-c2ee89d8bac4	258684004	1.25		
2a143ad7-a8d0-4f3d-adff-aa8d006a654a	258773002	20		
4af8c07e-8bc1-40ac-bcf0-b243061fee7b	258684004	15		
c900c85a-f388-40d2-9411-a61cf3aaf7fc	258684004	1000		
592e82b7-c506-4070-94ef-8271d7462cd3	258684004	1000		
9d00101c-4dc0-492d-b4c5-c15789c7ac5e	258684004		500	1500
be0d0377-f8ea-4bfd-b27c-bd252650cadc	258684004		40	60
b19ab415-c460-4257-a4cc-1899b8a64ced	258684004		20	40
c4c85ed6-fcb6-48fd-9ef0-da7a2d516675	258684004	0.05		
fc056565-83ce-4880-8816-969f3900ded8	258685003		10	40
16240860-8199-4267-8516-8dc51e2b9289	258685003		2	4
0141c313-c75c-4e98-9f6d-1faafda62304	258684004	0.05		
a77f1392-4167-455b-9629-187955dd9284	258685003		10	40
2e9c93ff-c226-4efd-8c4c-517434c2b45f	258684004	1		
7567357e-b848-4d9e-b992-218fd6eb6dc0	258773002	50		
8c8e43a3-5b4c-40a4-9175-2625db3e3cb1	258684004	4		
dec4f1d2-e6c9-4250-bcea-b2268cd6ba1e	258684004		5	20
0a9fb1b3-e307-41ec-9f96-1a89e3d0b5ee	258684004	40		
d89f6429-5f95-4872-bdb1-2724f67abf1f	258685003		50	100
57255d53-1253-4fd5-8679-623335b114f0	258684004		2.5	15
b5360141-5ca4-402e-a133-4445dc8007af	258684004		1	8
ac92b232-4552-46ba-80ef-c287a058a3d9	258684004	100		
ec4d7153-aade-40f6-b280-5211be39c0f2	258684004	100		
b4e27efd-19e2-46e6-9534-a6496ae90390	258684004	100		
9d6335c9-c1fc-4488-ac87-979159667d80	258684004		5	20
8db96f8b-331e-4806-9c5f-c92f14ef2734	258684004	400		
b355c273-0e6d-40cc-aa1c-89fe1986304b	258684004	400		
09c50472-ca56-41ee-b0ff-b604a5058f2f	258685003	100		
86fdea52-d62f-4c3c-af6b-243ec5f8ab59	258684004	500		
3fde5a1d-3a3c-40be-8ea7-79e5365a5a45	258684004	10		
3868c75d-2051-4a05-8e6b-1eedc5efaed1	258684004	5		
79d55e03-5536-4efc-a68a-4a5d69f54eba	258684004	40		
9c7c72da-33a0-4f25-a802-1864168152da	258684004	40		
b604ead4-9e51-40da-8abd-29c83d765327	258684004	10		
0da20138-5670-4f85-ab35-0dd77fd92068	258684004	40		
0eb8461d-7950-4ca3-9c49-8d09637306e6	258684004	10		
c09a8f3d-7628-4d19-9347-ffd39c3542ae	258684004		10	20
799b8276-172a-4758-925d-c06e9855ce2b	258773002		15	20
4c433946-e63a-474d-a358-36770b13dc23	258684004		100	200
5e6cef84-3823-4683-9784-35fb1cc8d70c	258684004	4		
b4069ba7-1b80-48f2-95f1-bcd3aa87db81	258684004	20		
fb7871ac-cd08-4bc1-83f9-0731035d8d71	258684004	20		
8e6ed62b-07b6-4c59-9d71-ed5a3266914c	258684004	20		
004c3b00-f214-4f41-b5ee-6ed68e0b2cad	258684004	20		
118acb9f-9f20-48f4-8567-aaee7fa08cf0	258684004	20		
2c78754c-7e66-4731-8306-c86cc830b46c	258684004	20		
155598ec-55e8-4dd4-83a2-122e9798b1cf	258684004	10		
215d6237-9255-4eaf-9bca-ae59bb24c872	258684004	20		
cceec46d-9699-4d2e-93ed-57b4700b80fd	258684004	10		
0b724346-13e5-42ee-82b7-463bf22fa135	258684004	20		
1c4fe7ac-5000-4ec9-b549-b440804af27f	258684004	20		
571c2958-fc91-4a4b-89aa-f5f0e736ee5e	258684004	20		
256103b5-9736-4ce0-a5ac-506404b883ab	258684004	20		
38c21d73-0209-4683-ac32-27616d198dd7	258684004	20		
e81fbda6-8a35-475b-953f-74b26450f7c4	258684004	20		
57757e74-6746-4df9-b976-2344fd0ae5bb	258684004	10		
326c922e-82c6-4fa1-92d3-dc3e5c79942a	258684004	15		
b58a13ef-81ca-4c03-9ba3-fe1783f4c15b	258684004	15		
06a27fda-67d6-4d19-90f2-e5643f608fef	258684004	400		
e9a4bd8f-7e6e-497c-a153-dd6488572ff8	258684004	200		
0d3976f7-ad4b-4b50-8376-c191218b0040	258684004	200		
21be31ac-3cc6-42f9-9fc8-3c17a99f821f	258684004	400		
e6f07335-fd39-4dee-989d-0b2081b4f252	258684004	200		
75b2fb2a-233f-41b7-801c-27f5e3610e10	258684004	200		
f82a3eb6-b9b8-4a1d-9448-a723f36c5321	258684004	400		
9ede0113-5558-4aa5-ac90-98cc1f1b9291	258684004	400		
454b6b07-4f0b-4104-a17d-6a925b984fb6	258684004	1		
8178eb2f-b3aa-4e8e-a4da-e76e7b2b86b9	258684004	1		
773f4a18-1958-4305-8502-7dee577fd03c	258684004	2.4		
19aad1e9-1678-4788-a62d-76f32a9e02d5	258684004	3		
5c19e9a4-1123-493d-b789-e921e527b652	258684004	2.4		
f54d830e-f100-460f-98ea-bb0832251b30	258684004	3		
acf8142a-4643-41c4-b928-41646e82149a	258684004	12.5		
63d43adf-a2ee-4116-a38a-db2a5d05885d	258684004	12.5		
ec62627e-c363-4f98-a724-0f30c42a3a99	258684004		2.5	5
d7db3ba8-f48e-469e-a8d9-8a1fd5429306	258684004		2.5	5
a468de8f-5b3b-409f-9745-54633bc1c075	258684004	10		
ffd0970c-c852-410e-bf3a-927a773cc03a	258684004	10		
374474ca-27e2-49ed-b73e-4551fa5a0dbb	258684004	0.1		
79233e95-e97a-4764-adcd-1fa9b40e4b0e	258684004	0.1		
4c2754aa-9081-4e9c-9e07-86142af383a3	258684004	50		
06456699-4161-495d-9fe4-22aa2ecbe1ee	258684004	50		
a4589cc4-0ede-478f-8124-1e48bee28552	258684004	50		
336f675f-04e3-4e11-9bb9-f62d8b32e802	258684004	50		
204bdfe2-c05d-45c5-8626-9c1bc1a215fd	258684004	50		
ba2b3181-ff82-44f1-9050-bd253ccd26de	258684004	50		
904cc3e6-76de-4673-be66-0f4d52cf8b51	258684004	50		
20f564e4-f797-4137-9e52-6cc89205f390	258684004	50		
d6c6a2bd-0b4b-44d8-8d45-35970a7ad293	258684004	50		
4b27dc0d-ea01-4395-b755-408d7dab1b50	258684004	50		
9a0882b7-1474-4a38-a4db-c9078703e7a4	258684004	0.5		
5f9e722c-1bd4-49bc-9ea3-078ace764721	258684004	0.15		
1eb008ee-8673-4fd9-af3d-cf933377516e	258684004		0.1	0.2
36b3ad5a-7f77-423b-8f05-07b51a89337b	258684004	50		
71646d28-5845-44b9-bd6a-06b3a6c69db1	258684004	50		
99ecaefd-edb8-4dcb-af9e-856aa1c5fc85	258684004		20	25
6f797402-dfa4-420c-bd85-b6e45017a21c	258684004	50		
3811d7a6-3d4c-43e3-8837-6c7b96941264	258684004	6		
