id	medication_id	value	units	description
44aa6213-d050-41af-b563-91804cb95dba	f6bdc98c-f301-49e9-96ca-0cfdaff6455a	1		TABLET
e23d647d-3af8-4cf5-851e-53b586a60fdf	97313a59-4c21-423c-9dd4-6ca4ab361760	1		TABLET
a8df048b-ebd6-4545-b290-466fb831e1eb	c8131cce-8d05-4c5d-9678-327f15506083	1		TABLET
6d926a16-42d0-4055-8fbe-d6026cc23fd5	53678701-506f-4415-b002-25c2a00d1a78	1		VIAL
a9e3e2f7-d832-4a44-8b90-cec58f4e1ccb	b4060a0d-360e-44fd-a806-83af89aafc60	1		VIAL
0b58d4d2-7b61-4d13-b652-739f095a0fae	b486fdb8-5748-4428-ab79-84fc31d05457	1		VIAL
16c25cb4-f1fc-455d-a779-7b84cbabf4fb	d827fa2f-6e53-4be2-9831-624353fbcb9e	1		TABLET
92a8827b-cf91-4ec4-ba10-e9a4a792cbde	6b11957f-3135-427f-b65f-20c418fc263c	1		TABLET
776ec98f-0d7d-4926-87f5-5197d82b4053	67fbd60f-17fa-417f-b995-03282c76286a	1		TABLET
58bc6c14-ff35-4007-af43-9ef3deda83c5	da080963-48e9-4206-aa2c-0d9e4701fe69	1		TABLET
647bd17b-9059-4e57-bfc4-a6cbdc384ed8	9031daa9-04c6-43a5-99d1-8c0d72f4af7d	1		TABLET
638bd1d5-69e0-479f-b30a-b2c5892926ff	c0172add-19b7-49e9-b76b-af96dfe01a61	1		TABLET
0ae0c15e-18fe-4e5e-919a-3628c5f0686d	313aa5aa-dd6e-476b-a4b0-73a200a1733f	1		TABLET
6d883ea3-ec0c-4cb5-ad9b-58b7d21fcb88	4fa59ddb-affe-4a5b-a1c9-5cdf9080155d	1		TABLET
80aa1ce7-7db0-4b42-a45f-befc8c424e17	8464c6c5-6f75-4834-8de9-e0676aba0045	1		TABLET
688183a1-fcd5-4093-9609-4d628f21cad8	e28ed37b-fa4a-46ed-a8ef-1425f706a506	1		TABLET
fab3557d-dab6-45f9-a0fb-147c31f9fce4	0edcd57b-faa6-4a4d-a434-2240856ffd7c	1		TABLET
7d8e4ad8-50e2-4dd1-bb77-fe36b05949e6	30005e1b-7f32-4f95-91e5-440422641355	1		TABLET
fc5ac954-b5b8-49fc-9f82-27f95bce702b	10e40cb5-90aa-4275-95e3-26b9ab1c6440	1		TABLET
6dfaf480-1adc-405f-8d61-65f78dd8d76d	ec04ba33-9139-41cb-b4f7-4da37ad38e9d	1		TABLET
feae41c9-2eae-4cf8-aaeb-b01501167e3c	8b1deaa1-5190-4107-9533-018eadf0db33	1		TABLET
aa7f2473-ae0d-4ae9-99ae-57b57ec2e958	c44ca3c5-815d-4c2f-a3d2-32dd620234e7	1		TABLET
b242ed95-5e13-484b-a417-c26f86909b1d	96147066-58f6-4fea-a01f-9e1e6d72aa3a	1		TABLET
a156ebd7-d674-4dee-9269-85b964bf5341	435552ce-551b-4e70-87b1-d68e3d9d7238	1		TABLET
198ad99a-96c1-4b79-bcc7-ef8f12a6bd0a	133cba55-bff5-4987-b4e2-5ed027a8f1a1	1		TABLET
1b3276d9-9bc9-46e6-9f04-b2207a663958	e9d432e3-fdfa-4a12-a2d5-6c8fc91a2b8a	1		TABLET
eb0eada6-9aa6-4cb9-9bc2-75206a64000d	eb7f20db-35a9-430e-9572-6fa2f1d9fd2c	1		TABLET
f2cb1288-3c23-463b-bb98-545784b5a009	f0358ba5-ad3f-47fa-a483-ebfd2cd71d8b	1		TABLET
cd1b8f18-a879-48f5-9f93-8a49cae254f4	98b5e362-663d-453d-a5da-d2e04d516a88	1		TABLET
5576898b-1000-49ad-808b-841f7cc0db51	2bf3fa28-fc11-4dae-a500-341dc6f990d1	5	ML	SUSPENSION
ede65f63-0ad6-4f85-8631-a61ef62f9e72	9ca45e34-a8b3-4b28-955a-684de40a0017	5	ML	SUSPENSION
b8512429-2593-454d-8a35-d2f15c40948d	7c8bdd05-504f-4502-b7a0-8acd377fd077	5	ML	SUSPENSION
209f527b-c5c9-41c4-8411-0f5f187ad32b	80bca8ef-c4cc-4c83-937a-5496c805b972	5	ML	SUSPENSION
b010cb24-b7ba-43d7-a9f0-d5eaefa5c925	d050ba88-39bf-4e8a-a7b1-541fd31e4950	5	ML	SUSPENSION
fef66fb0-8c6e-4cc0-84f6-44d54275b0fb	ea88169f-e3c0-4291-9359-a5e60382a34a	5	ML	SUSPENSION
9a45e973-9934-4408-bc66-7629416ac299	c4db2f79-9b0f-4095-b909-53189a5f7f7b	1		TABLET
ccbc0939-756d-486d-b43b-f28368796f49	3ec47647-d932-410c-8af3-f1ac90b44b83	1		TABLET
7b9d62cd-7a47-4692-8501-cefbd248f767	07194eb6-6dfe-4425-a631-6c897eb767d4	1		TABLET
1a2abc25-8043-425b-8484-ab782bb5a15e	209f18e9-c486-4457-b465-5eea4e17f010	250	ML	SOLUTION
a2b976f1-2c89-495c-8144-5d1d624bb3cf	8f926749-8328-4c01-a85f-022c0b716beb	1		VIAL
d0cbe0d2-6d5f-4be1-b41c-f290d21674b3	84b7793d-b6f1-4a85-89a1-82d1d89eb9c2	1		TABLET
ef0e2326-3cbb-46b9-bbe0-cd612d08e7f8	baed7c5f-098c-4ca3-8610-99e53d4455e8	1		TABLET
4f0a979d-9a21-4817-aada-ef32dbb10ccf	82f9ec10-c28e-43ab-a050-dcec1b13bb28	1		TABLET
25670b95-e2e5-48b1-bbc2-4536be3acdcf	04e9704e-dba1-495d-b557-4f1a12a99e48	1		TABLET
c82c10fc-88f7-4fd0-a0dd-f1b623c9b78e	0470f102-8403-460c-a9a6-f75ad5714389	1		TABLET
96880117-55c4-4bd9-9a8d-125c106dcba9	bc5811d2-9040-44f6-8d8f-6cf1933381d2	1		TABLET
5299b6a7-5337-4199-a5b6-defb93737242	052404de-14a8-40ce-b4b1-23920df451d3	1		TABLET
7fba1050-ee9b-49d2-8af4-5d2d08704ef3	06306ea5-0f5f-49f3-963c-482726075343	1		TABLET
f0a3168f-5999-4194-a6d8-b4d55c781a26	52284b57-ae2c-4084-ad1e-4051e15e8efa	1		TABLET
d5e053be-e48f-4ca0-8c03-fbc2787d0866	8bdcf41b-8f70-49bf-9297-7c58800e785a	1		TABLET
d6618de1-10c2-4f62-a56a-c8dba9edfeb4	c6908bdb-bd8b-46ba-b50b-c4968af90c80	1		CAPSULE
08b7b091-5118-415e-aeb5-6eb7d9836615	b14a77db-e755-42c2-a042-94cf4fe74aca	1		CAPSULE
dd3f717b-eb31-4b29-9084-5e7f0beb2211	84d6a65f-3828-413d-ae11-6c90f6a58c67	1		SUSTAINED RELEASE  FILM COATED TABLET
4177e9e6-7f99-4ff3-bb53-3ba7bb55e3a3	87b2d4f6-651b-467d-8440-6f01554ef4ed	1		TABLET
f5264d23-1b71-4f9f-bf70-1891a239daca	b63e7497-f9e7-4589-9f8e-5ccb13862582	1		TABLET
e1ab9699-32f0-4787-9eec-5ba39f272ecc	b15cbf4f-dacf-4384-b375-061c7f3538e1	1		TABLET
7d78c4f5-66d3-4daa-b074-c5506db3c53e	8145612c-e058-4c34-843f-64abfe9c3ca9	1		TABLET
3028de8f-a592-4ff5-a5dc-8e6e3bd672b1	5e3d19a9-4b1d-4ced-b98c-a0b95b1e1f5a	1		TABLET
cdfd2f43-fc25-4cb2-be33-ee864ad03e84	52741ebb-e793-4fac-b7c0-286229ad2486	1		TABLET
bd525449-33d5-4289-9c55-28bef80d45ea	12a8f577-060f-4e9f-afd6-d446cabf85a6	1		TABLET
7202f10d-f147-48cf-ac7b-919dcbe1de48	38ddd0c7-46d1-4bfa-b486-0609aacb194a	1		CAPSULE
10617996-48da-4467-a7b8-36fc104a50d6	275017fa-95da-4d9a-b65d-188ab9e1074b	1		TABLET
08d08903-d46c-41ae-8be2-4fccdd218b9e	5dbf3850-4471-4893-bf84-0d6339b6b1c1	1		TABLET
9b0f32b0-0e91-47eb-85e1-68cb68d886a8	30f3492c-7a25-4616-95fd-fbbbecb80c2d	1		TABLET
894c6c2e-8003-467a-ba2c-591427e0eb60	3c5163df-2511-4056-a2d4-7493381efef7	1		TABLET
2bd16ed7-661b-4de2-863a-5ece8b580968	bee750c5-33e1-4161-9778-7a178ba52cdf	1		TABLET
20ff415a-414f-4a0d-8e51-fc18d4f7b63d	ac1be1a1-401a-4d5e-8d59-b16d1fd48b48	1		TABLET
734f7c4c-2e83-4147-9633-4c43fa368768	eb892870-1694-4c55-9469-579ff3624988	1		CAPSULE
e7919817-0f99-4ac1-8a96-20540cba5f6e	511102ba-6755-447d-9972-b43887aab935	1		CAPSULE
fd352971-bc8c-4988-8011-d4eb41bcfd28	512b2619-220f-4c52-80a0-ad2f431477be	5	ML	SOLUTION
169f2cd3-2da4-4717-903f-dde01712026c	86ed0301-5c82-49ab-be23-91784050883e	100	ML	SUSPENSION
1c535864-7194-41a0-966b-456282de549e	e7cac9b0-bf9f-4539-87df-50b1a99e8714	5	ML	SUSPENSION
5b2ac705-6cb9-4712-93ae-f9f6f0a5eff4	e3e48c9a-b512-4b0c-887c-f5380cceadcc	5	ML	DOSE
75097cf2-bab7-4e4f-99bb-9e34eb771216	d06f5466-fe89-4b53-b5eb-c289360b828f	5	ML	SUSPENSION
f638d45b-7d2e-4bf1-9b1a-42ad01074c38	8492cd1c-e80c-4db8-b027-dc77eb9cb965	5	ML	SUSPENSION
c91728c9-d4fd-4ffa-a428-a39a9ebdf3ab	6198d30e-e558-4d45-b39d-57f8a9113883	5	ML	SYRUP
dbbc73eb-5f8e-4d20-9c9f-170fcaad31d4	da77d0d8-a37b-4a69-a1f8-be3cb44d457e	5	ML	LIQUID
e7649569-84d0-4a1c-89eb-abf833ad5cda	54458898-cd18-44cb-9a4a-b66d849fd9d8	100	G	OINTMENT
81518868-82fd-4362-86ad-c5e48df989a1	73043de8-3a3d-431d-a032-b79d5eecdbb0	5	ML	SYRUP
a8794cc4-a4a1-46ec-88b3-a10f0fec7c8a	34a34855-acae-4af0-b5eb-5020df48a23f	50	ML	SOLUTION
549290e2-8af5-4d63-a60e-fcfcd2d7c96c	6c9bec3a-67f9-4112-b94c-8d4f5a7f7e24	100	ML	SOLUTION
ab5ff5c9-e518-4c45-b3e7-529edf76d003	13b6eaf8-24e1-45bf-b59b-ba78abcbbe70	50	ML	SOLUTION
0f724a0c-330d-4f87-a49b-5576ef35bc5f	c8b6bac6-5d63-4317-bbac-7980ddb64dc5	100	ML	SOLUTION
a12d33a0-7359-4620-9749-affb0fe8bdd2	29c6c7c5-0c5c-4b4d-862a-06187d2e44c4	1	ML	SOLUTION
ebf13ade-f17a-4a3e-99e6-266d06fa036a	715f4bae-bfa6-4155-b6af-ae29169868ca	1	ML	SOLUTION
52d878bf-1fb0-4af4-8fff-1762693fdb84	1e12f48e-4291-41bc-ab59-ddabf869b2cd	1	ML	SOLUTION
e9d0a51f-6648-4eb7-9d0e-11b9ede42921	a94f680c-62a6-44ea-a0ef-c82950c1c59b	1	ML	SOLUTION
69d3c1fa-e1e1-4b7c-b81d-8dba63d400bf	2a4482bc-7360-4584-aa41-f62c59bcd435	1	ML	SOLUTION
c81e215f-ca98-481b-87e0-449fb7f4f36b	990c4083-c0d0-468a-a028-9746b817b430	100	G	POWDER
504e3029-7a8d-490c-8c82-8841968714ef	cdec9515-d201-4f45-96f4-dc8e4872b52d	100	G	POWDER
53793428-5bd6-486f-aa37-7878fcba39eb	b03170d1-5706-4359-8b23-15e4e305b9b4	100	ML	SUSPENSION
59a41e76-cc05-4b8e-9d2b-b4fb46a7a2f0	ca874efc-ad04-49f1-9a87-e6440380f6de	100	G	POWDER
da9623af-6db2-4d43-9469-760e81b288ad	094f87f8-c7a6-4299-9d68-d693e9afd8f4	1	ML	SOLUTION
2b865c54-b6ae-4cdf-b7f4-f8d52a28dddb	c1833298-d4d8-413b-aef6-74a85311b660	100	ML	SUSPENSION
aad9779a-7aab-48d6-abbf-8f88be1b37b3	e6a3989f-9152-49ab-ae48-dd87bf6d9b21	10	ML	EMULSION
6e2a1c02-ce17-4008-bd25-06a65f061c75	f00fef12-fc02-45ba-8a4d-4a352637178c	100	ML	LIQUID
f5c8adea-10e4-44cd-afa1-43a5958daacd	24b9573b-fe59-4f32-b927-85429ab6783a	100	ML	LIQUID
0b51ee13-a849-4589-8d51-fb247b33ddd3	a5a5153d-26cf-4e7d-ae76-f126f6f310f3	100	ML	LIQUID
c1f0c3ae-0656-44d7-92e0-874c5fc78248	f3b536ca-283d-4606-9621-04df542d533e	100	ML	LIQUID
fb18f945-f3df-4140-b81d-19de5dc2af7b	d0cc9fac-7468-4b1f-9c0b-a6799be739f1	13	G	POWDER
7cf8fe0a-34a8-4531-ba8b-29fdbc0e1815	d5b2a040-3095-4b45-9727-4710dba6e7ae	100	G	CREAM
4ac09bf6-2867-4315-aecd-43ff180498c8	11ffd4f1-cde2-40ee-8793-78c3bc5f8d21	100	ML	LIQUID
dfd7aaeb-c9a4-4c93-8b71-012e5101f0e0	78a454f2-a1d8-487b-90e8-a2eec0d07a0d	500	ML	DOSE
c816445c-e94f-4067-8b47-45dc03a04eb6	06c49e7a-e98e-482f-a221-2d0432d82f11	1000	ML	SOLUTION
aa820831-f63c-4460-a67c-8c805d9548d1	86123ab8-645a-4c3f-a983-f0b6030ea3d2	50	ML	SOLUTION
87fc962a-d46d-4412-827a-724ccc262b71	e67f330e-6d8d-425e-a16a-382da8a669e5	1000	ML	SOLUTION
cf84037f-4fe2-4658-9582-fbb2f4429924	e29b3f61-0a9d-45ed-b56c-4cc330c87cd4	1000	ML	SOLUTION
b001d4ee-b674-476e-9610-c3146ef2fffc	831f2076-9ea0-4064-85be-51b55dda1ae0	1	ML	SOLUTION
ab4dfa46-0e45-4770-88d1-85cef0d7608c	44773da7-7151-4c22-99c9-ade6fc7ea2f6	1	ML	SOLUTION
4647e4f3-85f2-4f21-a9f1-1ba612ede7a2	b46e9d7f-74c6-447e-836b-e1fd803d924c	1	ML	SOLUTION
d3d0a809-6399-4cc2-b3d8-74a5497c0427	f249ff2e-2591-4504-aba4-4352d392cf1c	1	ML	SOLUTION
6700fe18-b660-4078-8bd7-1dc7f4b344cf	5963dc0e-d9f1-4a2c-829f-b37fe2ad4253	100	ML	SOLUTION
951d561f-717f-4b69-a9c3-38ae09590271	cb5b25f2-6cad-47ce-8f73-699b223b388f	1	ML	SOLUTION
36820232-7d11-4ccf-8891-d6f8098b3f1d	8d83423d-7c3a-45e2-be80-389751eaf938	1	ML	SOLUTION
cf539a6e-9e99-4bdf-b403-b07fe18d3bff	b521e12d-6d5d-4b2a-bcd3-550ac0986530	100	ML	SOLUTION
e8810706-539a-4b3d-b15c-01cd51dce6d6	e70ee22a-5998-4b8a-aee5-9f3c2b59196d	1	ML	EMULSION
d10ad4d6-8a59-4818-a539-3c02e95a4397	829afd09-9a0b-4e01-8d13-e460a53b9bf2	1000	ML	SOLUTION
c0a1a2e8-49ce-4c64-ba38-d567083531e3	fb0523d9-cf89-4c50-afa8-9a66f28e753f	2	ML	VIAL
91c2be4e-449d-4484-b3f5-ca84fb8b7027	a50b81d6-7949-4113-8bd2-fc635355bacd	4	ML	VIAL
840b7db4-d670-427c-b537-7f73a0a5f206	dd1d0795-befe-4be3-965d-261cde857275	1		STENT
a742053f-735c-4bca-acf7-f50a12292c0c	a04b874b-c8a2-434f-810f-9c82db8ccf12	100	G	POWDER
d26574af-a5f4-49c1-883d-e6e24fa784cd	3c86e5a6-0169-4888-ad3a-b6d00f06816c	100	G	OINTMENT
4899a532-9e88-4f32-9d38-fa6deb5db42b	a828431a-a432-4922-8325-175a168404fd	5	G	POWDER
e3ec5502-d4fe-40a0-a79e-bfec17dd0657	1b960e27-46fc-492b-873e-0cad2ba53b5c	100	G	OINTMENT
fff629c1-5a4e-498c-82f5-a66a020f63e0	fea006ba-7c68-4332-9269-38a8cd10ec34	10	ML	SOLUTION
4a97f596-20af-4c8a-9454-44469067747e	a727ff6e-68be-4fce-a001-d6f9021a3888	1	G	CREAM
dca86431-d5cb-4e3e-8eb8-ddd5bb20fcb3	9d60efbf-b9b6-48f1-8972-968c69b79c98	1	G	CREAM
aa4124ae-bccd-4964-a68f-c97a9901c378	f219a883-b2fc-44d9-8cbd-37c4bfd459db	100	ML	DOSE
54f5c0d3-20aa-4556-a7d1-9a4a787a03b6	9a70f915-c3c0-401c-a701-505e2784d792	50	G	POWDER
1d5cdac9-912d-4df0-b90c-d995ffe0ee0f	945765be-dae3-4cf9-9461-5a8411414bb4	50	G	CONTAINER
aa7bb911-1a52-4cda-9c9f-208840a80870	9fb69d45-9561-4802-b9f7-b0f28efb2386	100	ML	BOTTLE
22e5cbdb-1160-4fbd-9c0c-858973cddee3	86177bbc-2df9-4a83-afd3-4ccf35348e23	100	ML	SOLUTION
42731338-2688-42ec-9a85-8883a46b30bd	8832846e-f8c2-4a6f-a6bc-930c6b9e690a	1000	ML	SOLUTION
b7f48b05-8b86-4f0a-afe4-1a59f3b2a0c3	ddb1a561-6ede-4686-95fd-b613d8170080	100	ML	OIL
cbb14cb6-b9f7-4ec7-80e5-70b347879248	505463aa-59d5-4dd7-8bec-f0f514aaf447	100	G	CREAM
1d5b037a-639b-4206-bdba-6945a3cd8c8d	585ce364-1c2a-4dbe-9a03-4666a4b13ba8	100	ML	SOLUTION
0f28a5c0-7ea6-4ade-89aa-02d690e19e80	1612e6ea-2691-4b99-925e-32736de36926	100	ML	OIL
43e957ad-339f-4e96-a120-8957dea6473b	6541d03c-2115-4769-a6bd-3eb7c292edd3	100	ML	SOLUTION
26942de8-35d7-42b5-96a0-530e3764234f	ead7bb60-da1e-4307-8c84-5bb6c3755b6f	50	G	POWDER
399f3b31-f318-4675-bdcd-c202449fed70	e3706b3b-2ccf-4730-ba38-5e6d7e61903b	100	G	POWDER
bf45116b-12d8-4fdc-90af-69044be7d96b	663141cf-d231-4726-b570-6f1d7a442588	100	G	OINTMENT
7bbf2856-7ade-4da9-b9c7-210212cfaac2	7a8b02b5-3b4d-4719-be0f-ec5ea11876c9	1	G	CREAM
331fce09-1f1c-42d4-ab93-5d3e2b51c4a7	1d0330b6-d916-4bd9-8b57-6e8a5a45af0a	5	ML	SYRUP
50f7c838-0490-4f57-b25d-c89b4a9fe18d	dc288b60-d985-45f7-8489-e8a8a9bcb71a	5	ML	SOLUTION
7f5fa26c-68e7-44ed-9717-ebe3a56b5096	dcfaaa4c-63de-4bba-99f9-b64ca888f55e	100	ML	SOLUTION
2582c818-ca4c-4c26-b647-b17dd9d068f3	23c7a627-3ae0-4ab8-ad3d-e997ced36e61	100	ML	SOLUTION
09e402a0-708f-4820-b8af-27935840fb70	b3e661ae-1df4-4a7f-b1b9-95b958e58256	5	ML	SYRUP
0272a40a-7533-4d91-a3c1-ab44ca4a7786	8b8d4270-a6ec-4701-9e55-83d2ca0d1882	1		VIAL
854c145b-06d3-43b3-8591-bde1317119b3	59938ee1-ad87-44c0-a3c9-bad44d847629	1		VIAL
e52cd32b-6338-470e-9938-ae6f424296d9	f087ca06-62a1-4db1-a0b8-f53dbe6461a9	1		VIAL
1002a7da-7344-4c94-89d0-9f5305ea8d35	b2c2d8ba-3801-4de8-a022-d79728e1f376	240	ML	LIQUID
839e7269-af00-406a-8eea-ddee24c31d37	ac1f5c00-4ecb-43d9-bc75-9575b398d267	1		TABLET
cefdac81-fe1f-49c3-97d4-95dc2a312021	d9d2186f-3f8f-495a-9f12-6d0665b558a5	1		TABLET
188abdd1-7951-4b2f-94da-fb176b101150	104f253c-5d7d-428f-b693-71a960afb396	1		TABLET
ec531668-5e16-4c37-8511-2f935250283f	b33904e9-e136-4754-8b1e-9587912f09b6	1		TABLET
44dd2970-6c24-4789-8efc-08230ddb4a7c	2abccf28-fece-4794-a542-f3151c9eed8d	1		TABLET
c79bf061-3bec-46c4-93e7-23b37feb7bf4	7906a853-74fa-475c-bb2b-5e599ccc1866	20	G	CREAM
b1edea17-3349-405e-9d80-a526e6cbb47e	8543c1f7-a4d8-4203-b295-61b7d359f15a	1	ML	SOLUTION
26a0aaef-caa6-4c86-b610-06147c80255d	02487ca5-26f3-4833-b3d3-71ed0af1ebc6	1		TABLET
f75c4a22-7841-4feb-808e-e916c2e65b0d	fc6832d2-ed15-4b89-b347-3849378f0e8c	1		TABLET
b8995bc1-6f0b-4de3-9b62-eb915eddd48c	d9a450d3-aff5-45f0-b1db-2f600d4ee774	1		VAGINAL TABLET
0d09651e-f8c7-481c-b231-8d54ccb4d27f	47c490d6-4705-4821-a171-7010cdc5552d	5	G	VAGINAL CREAM
8d54a5be-6eec-4cb0-85d7-5a2df447f9c1	dde1dbf5-00f7-4bc3-97a3-caf9043ebbe0	1		TABLET
e6cb3654-faac-4aaf-9af7-91cf4fe795fa	1703b741-c9a0-4430-a53f-93f13cc95d6b	1		TABLET
968e1198-3a45-452f-a6cb-5e83e5bbb012	7c8369f9-2c80-492f-adb9-aa279d531b6a	1		TABLET
4b2d5612-d503-455d-9297-9c181a96a7c2	3dfa459a-122d-4705-9157-9edf106651bd	1	ML	SOLUTION
b27de502-0ac5-4903-909d-ef7e1f8df056	9f804f57-b26f-44b1-8ccf-932431ad4a30	1	ML	SOLUTION
b48cb826-f73d-48d5-a6db-ac5fcedcd00e	80b8af07-6f42-4278-947b-a8c77f122c35	1	ML	SOLUTION
344b68f5-b536-40cf-8397-93e4f832f9a7	d24bd227-7c3f-4acc-95b8-c115363f0833	1	ML	SOLUTION
e4aabb17-f38d-4fe3-ab93-c1fd140f7346	46ca8e2b-5d1f-4fda-84e1-552591b5f73c	1	ML	SOLUTION
7bb6949c-9113-4f9d-ad88-e81e13438b28	2f8b5a67-5467-43d5-9a80-490a28550a89	1		TABLET
d4f47e25-685c-4271-84f0-35a4c13b6504	f2d03e5c-c5b4-417d-9d8b-575a986d5233	1		TABLET
32b6f551-905c-4ec8-bc8e-549920f9e938	431d35d6-0ae5-46af-b015-681fec47a2d2	1	ML	SOLUTION
551dfdad-2e28-4ef8-8d82-493cef6fee61	b85d79b1-13c2-4bd1-8bfc-c20b403ed8e8	50	ML	INFUSION SOLUTION
e9f78b51-5638-4452-8532-98745077816e	efb981d6-9dce-4aad-987d-8845ef80a80d	1		TABLET
7ac4a300-6257-4b5c-9b16-0586c49bc6ed	e27012b5-d179-4b22-a04f-09844f295a0e	50	ML	SOLUTION
edeb3fba-d028-40a5-a8e2-3ee778f7d5d2	7d8ef504-5a2b-4cb5-b944-6b828ede8959	3	ML	OILY SOLUTION
be74ca75-035d-4e87-b523-fc46fb1f42b7	0719a6ac-35e6-4a16-8be2-6c58c4d323a2	1		TABLET
3640617e-a7f7-4e99-9303-d7300923580b	fd751377-9738-4fbf-8cf1-e87df842fd8d	1	ML	INJECTION
0fb666e6-45ed-4b2a-890e-1871cbf1d931	d3ee83c0-0b8d-4880-a3e7-82427a923fbe	1		TABLET
6ba5d1da-2607-4c9a-8be9-415c8ce18d3c	46c94a14-76db-4b4f-8d05-915c90983a25	1	ML	SOLUTION
c3804d2d-0822-41a5-b313-7f0be06307c4	be6a0d85-3816-431b-9aca-54e02a481997	5	ML	SYRUP
1f7290ba-8bad-405a-8d9f-2ad8134bf3b2	3495b3ce-4407-4b66-b7fe-332a1a3af61d	1	ML	SOLUTION
756e2fe3-9a75-4ce2-a522-139a35c05e1f	e040fabd-8ca6-49fc-ba83-94a0f591a29b	1	ML	SOLUTION
a524cf0e-1837-44b6-ac4b-385de015b903	dc1130ce-47b2-4ce3-a534-09c9cad7ec37	1	ML	SOLUTION
98a628de-4ca9-4bed-8433-640c99f853cd	06f2bb18-74d9-4c3a-866f-399c4e1fe96a	1	ML	SOLUTION
56893540-cf85-4666-be02-81511586dd31	e32075e2-59aa-48e8-9ebb-230d12a1e1da	1	ML	SOLUTION
29028777-40ed-4c83-b4d0-64022fd8a397	1c5c115f-2e93-47b9-bb70-624c3a54d6c7	1		TABLET
e5d35353-072f-4f43-a8db-cfd45496f655	5835d735-91d6-4afb-920f-5e311e101889	1		TABLET
78522f9d-daaa-47c0-b2dd-316538adfa29	ecf36f68-998a-4f5c-93fe-ef70f6ffe7fd	50	ML	SUSPENSION
7236e80a-42b4-489d-ade1-d53400722bd5	8df15a35-2fe4-45f8-8270-a69fb4ffb31e	1		TABLET
829300de-9a7d-43ee-8f5c-fb92a7718c2b	3ef60721-f9e1-4542-a957-15027eee2b34	1		TABLET
15deed8d-4d13-4dce-ab61-5ab34a23b3dc	5a2a0b44-a0dc-4902-bc2e-83ed6e68ffa4	3	ML	VIAL
c5a71dc6-61fb-4498-a63c-a933ff0922d9	9f5248b1-5bbc-4495-a286-fe699d516431	1		TABLET
215510f0-cdb4-45fc-9c50-693573736435	d2423a73-769a-4a23-bfca-e472828f5247	1	ML	SOLUTION
f517fe62-1976-4956-b3fd-339f4af39440	013e5210-4791-4e69-9974-3360c6f938a3	1	ML	SOLUTION
22c20b06-8ca3-4a28-8fb2-ab416a21bd1a	b2e8f02f-6d93-4fa1-aa4d-c23c3d6c8056	1	ML	SOLUTION
7c177b17-00d6-44da-ad95-a36ba72e62b6	b136f0af-79d8-4a76-8553-90e4a0c87bc9	1		TABLET
f26e6ede-1fde-4a14-8f5a-4e74a5fe37a5	c259fa98-54ab-48b4-85c5-4a1633caeb58	1		INTRAUTERINE SYSTEM
5a053d6f-42d8-4946-9e04-203c019a201b	d65a72a0-3334-409e-b629-9fd37bd31138	1		CHEW TABLET
2aa5bb72-38ae-4fe1-b3e9-338ecd533457	282e8e5c-ff90-4f8b-8183-d23f6ff9048a	1		TABLET
bcba6754-573f-4c5c-9f7e-a5ab6253468d	65e85c91-5a31-4b84-a93c-87c2a003c9f5	1		TABLET
d35a34e2-2e17-416b-aa39-35121766ee9e	fa28b1d7-4fe4-433b-90c3-1eea0a7b089d	1	ML	SOLUTION
e6b4def3-9e4c-484b-a431-ff3da42635ca	47fe926e-04cd-4fb9-ac23-44c1699f48cc	1		TABLET
4d20328b-81d2-4f35-8cdd-cc729cc311a2	f3fa2866-007d-4cd8-b0ef-6847e3c115c1	1		DEVICE
9bea8a19-ba0d-4d63-8a8e-d813fa6d30ba	e2286ee3-b943-4c87-b86f-01fb2ddbbf1c	1	ML	SOLUTION
6ddfadd5-a609-45c3-b8c7-0b093c20f2ac	00044a37-0ef0-4187-8753-e0df9865563f	1	ML	SOLUTION
a7ab9b73-099f-4db7-b6be-26ef2e5425da	62e2d78b-6e4f-4bf5-a810-9007bf3254d5	1	ML	SOLUTION
c1ddb31f-0180-4e7d-8e43-0c3122b7a9c1	e3e4747f-5057-4a56-a221-c06941da2cb6	1	ML	SOLUTION
398efbdc-6b65-4cee-9117-7bb8e80543bf	a42330ad-a28d-45c1-b77a-ed26ceb51d6e	1	ML	SOLUTION
56eebb72-0507-4c3f-ac4b-7e5aa6a23cc5	11c7ea62-5fed-4c21-8130-85a70e653e9d	250	ML	SOLUTION
87702776-318d-4b37-82b3-93f61cffdfc7	1ad4c89e-c6b1-47fc-9505-e5f02926fd1f	1		TABLET
7e67de28-174c-4863-8cb3-9edbcd599635	cde23bdc-b4fc-4c98-8c54-be42301131d2	1		TABLET
c69d62bf-419c-4c09-a2a6-ad711c22589d	7596fb4f-ec38-4689-8c94-46435f02fc29	1		TABLET
9cecfedb-3f3b-4ba2-9c33-062e67f21a92	8f4e7223-6875-4dee-81f2-d3bc4074379e	1	ML	SOLUTION
e028d1ab-d058-4b3b-97a7-6658b204a1d7	84a20dff-cdc6-4c5f-aeea-abb8a1d1957d	1	ML	SOLUTION
1142bbaf-1a58-44d6-a7d8-5b9d50dd3703	a2d57e4b-885b-46a0-ba35-1e6693131b74	1		TABLET
c028fd81-562b-4a58-bbc5-d4f5f8fd7ae4	9aae9e88-b233-4277-997f-342c1ccb3b79	5	ML	SYRUP
