id	effectiveTime	active	moduleId	refsetId	referencedComponentId	acceptabilityId
80000517-8513-5ca0-a44c-dc66f3c3a1c6	20080731	1	900000000000207008	900000000000508004	2743026013	900000000000548007
80000755-c5d9-5bd8-bb64-ab8236d240d7	20020131	1	900000000000207008	900000000000509007	2320010	900000000000548007
8000095c-e40d-56d2-9432-7f9a716d60d2	20020131	1	900000000000207008	900000000000509007	99175018	900000000000548007
80000cf0-bdc8-48e9-b0e1-914e28484bbc	20210731	1	900000000000207008	900000000000508004	4571203018	900000000000549004
800012f3-4937-481b-b37c-7862b7073648	20220731	1	900000000000207008	900000000000509007	5071815010	900000000000548007
80001355-118d-5beb-a603-48dae9011f64	20020131	1	900000000000207008	900000000000508004	306538015	900000000000549004
800016a3-27ca-4e27-9a46-6899408ff2ce	20170131	1	900000000000207008	900000000000508004	3329492019	900000000000549004
800023dc-3835-5c28-8a24-3885e165e266	20020131	1	900000000000207008	900000000000509007	381144012	900000000000548007
80003e21-1a84-5850-b725-e1a92c6d1fd6	20020131	0	900000000000207008	900000000000509007	108667019	900000000000549004
