id	effectiveTime	active	moduleId	refsetId	referencedComponentId	valueId
80005357-6c6d-4f02-9532-67c73e3eccc7	20190131	1	900000000000207008	900000000000490003	3672851010	723277005
80005fab-e950-433c-88ef-1575d3cf4de5	20221130	1	900000000000207008	900000000000490003	391438018	723277005
80006347-0187-5de0-9c84-ea1ddf9e3986	20020131	1	900000000000207008	900000000000489007	193284003	900000000000482003
800089cc-3dd8-4840-a613-99e1b3a4b6ee	20180731	1	900000000000207008	900000000000490003	3567548019	723277005
80009975-8e9d-5238-8e5b-146db8b24013	20080731	0	900000000000207008	900000000000490003	777428015	900000000000495008
80009cd8-8d1d-414b-99e3-48d909b07812	20180731	1	900000000000207008	900000000000490003	2835304018	723277005
8000ba3d-f802-4e0b-987d-9ec18b084229	20180731	1	900000000000207008	900000000000490003	3566051011	723277005
8000ba82-d025-41f8-89b4-22ea1ad7169e	20180731	1	900000000000207008	900000000000489007	429404000	723277005
8000ce76-3c37-50c1-a27f-def67af60e84	20030731	1	900000000000207008	900000000000489007	235772003	900000000000484002
