id	effectiveTime	active	moduleId	sourceId	value	relationshipGroup	typeId	characteristicTypeId	modifierId
13830203029	20210731	1	900000000000207008	830045007	#3	0	1142139005	900000000000011006	900000000000451002
13830204024	20210731	1	900000000000207008	830064001	#3	0	1142139005	900000000000011006	900000000000451002
13830205020	20210731	1	900000000000207008	830066004	#3	0	1142139005	900000000000011006	900000000000451002
13830206021	20210731	1	900000000000207008	830108003	#1	0	1142139005	900000000000011006	900000000000451002
13830207028	20210731	1	900000000000207008	830110001	#1	0	1142139005	900000000000011006	900000000000451002
13830208022	20210731	1	900000000000207008	830208008	#1	0	1142139005	900000000000011006	900000000000451002
13830209025	20210731	1	900000000000207008	830210005	#1	0	1142139005	900000000000011006	900000000000451002
13830210024	20210731	1	900000000000207008	830203004	#1	0	1142139005	900000000000011006	900000000000451002
13830211023	20210731	1	900000000000207008	830204005	#1	0	1142139005	900000000000011006	900000000000451002
