id	effectiveTime	active	moduleId	refsetId	referencedComponentId	targetComponentId
80001d7e-b1b9-56ac-9768-308cabe31117	20040731	1	900000000000207008	900000000000527005	290170004	216464004
80006a57-2ab6-524d-8cb5-ab051fb10aaa	20020131	1	900000000000207008	900000000000527005	165811000	313476009
8001aeda-719f-5d07-a4aa-00b734b748da	20020731	1	900000000000207008	900000000000523009	266866008	159972006
8001b97b-6cb7-41e4-b3d4-eb823a0559a6	20230531	1	900000000000207008	900000000000523009	246531008	128612007
80024464-d5ea-4a12-b933-606a6056c06f	20170731	1	900000000000207008	734138000	280164007	729256003
8002dce0-0f88-48f4-af67-5e8626a427fb	20210131	1	900000000000207008	900000000000523009	119310001	1003709001
80030572-b3de-5f0c-a1c6-86a31ca0b807	20090131	1	900000000000207008	900000000000524003	316645000	370137002
80033ca4-4877-4b13-b6fe-11f1604685de	20190131	1	900000000000207008	900000000000523009	14255005	46799006
80033dfe-45a5-579c-b6da-9c5035fca20c	20020131	1	900000000000207008	900000000000527005	138488004	315509001
