id	effectiveTime	active	moduleId	refsetId	referencedComponentId	domainId	grouped	attributeCardinality	attributeInGroupCardinality	ruleStrengthId	contentTypeId
8038688b-80f5-49b3-b3d8-c6fe13f8fb1e	20170731	1	900000000000012004	723561005	370129005	386053000	1	0..*	0..1	723597001	723596005
81da6aa5-0cb1-463f-88ad-c25a795a211b	20170731	1	900000000000012004	723561005	363713009	404684003	1	0..*	0..1	723597001	723596005
840861c7-8d9b-44a6-acfd-01f1b994b6d9	20170731	1	900000000000012004	723561005	405813007	71388002	1	0..*	0..1	723597001	723596005
87e54647-dee0-4bd4-8b45-0ab0fa9fad74	20210731	1	900000000000012004	723561005	1148965004	260787004	0	0..1	0..0	723597001	723596005
883bd314-23b7-4ccc-87d6-8067d98b3660	20180131	1	900000000000012004	723561005	704324001	363787002	1	0..*	0..1	723597001	723596005
89d0a100-7140-4913-bf80-bef3bc3d8495	20200731	1	900000000000012004	723561005	860779006	373873005	1	0..*	0..*	723597001	723596005
8ce25c12-3cc5-4ab0-84e2-fdc0a75dffed	20180131	1	900000000000012004	723561005	704327008	363787002	1	0..*	0..1	723597001	723596005
8d066b27-118d-4a84-886a-14dabceba155	20220731	1	900000000000012004	723561005	363698007	404684003	1	0..*	0..1	723597001	723596005
9339edc2-b5f1-4e6f-9fe3-d5c09f403f4d	20210731	1	900000000000012004	723561005	1148967007	260787004	0	0..1	0..0	723597001	723596005
