id	effectiveTime	active	moduleId	refsetId	referencedComponentId	owlExpression
80001735-381a-4c86-a986-a6ebd875f6c7	20190731	1	900000000000207008	733073007	42061009	SubClassOf(:42061009 :398334008)
80002779-6efa-491f-88d3-8a393898bbe4	20190731	1	900000000000207008	733073007	239604004	SubClassOf(:239604004 ObjectIntersectionOf(:265114005 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:260686004 :129377008) ObjectSomeValuesFrom(:405813007 :76505004)))))
80004459-1608-4ec1-9d41-ae994cd7f6a9	20190731	1	900000000000207008	733073007	283910009	SubClassOf(:283910009 :283904009)
80005cdc-07bf-41b8-9e90-47393b071a6a	20190731	1	900000000000207008	733073007	721657003	EquivalentClasses(:721657003 ObjectIntersectionOf(:75478009 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:246075003 :36094007) ObjectSomeValuesFrom(:370135005 :441862004))) ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:42752001 :781249001))))
8000d644-fed0-498d-8882-3e69d3f964d1	20190731	1	900000000000207008	733073007	87885009	SubClassOf(:87885009 :2090006)
80012aef-d46d-4fbb-b0b7-0e10e4f99d77	20231201	1	900000000000207008	733073007	303394007	EquivalentClasses(:303394007 ObjectIntersectionOf(:71388002 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:260686004 :129390001) ObjectSomeValuesFrom(:363700003 :52988006) ObjectSomeValuesFrom(:405813007 :69695003) ObjectSomeValuesFrom(:424226004 :1287634008) ObjectSomeValuesFrom(:424244007 :18213006)))))
8001566d-6275-4931-a567-f6fd7cd48bca	20190731	1	900000000000207008	733073007	84132007	SubClassOf(:84132007 :429240000)
80017b56-d222-4920-8585-0d34d159c755	20210930	1	900000000000207008	733073007	1162314004	EquivalentClasses(:1162314004 ObjectIntersectionOf(:279062009 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:363698007 :281246002))))
8001bb88-31b2-4c28-8f80-346ec62d5c1a	20190731	1	900000000000207008	733073007	43205001	SubClassOf(:43205001 :112394008)
