id	effectiveTime	active	moduleId	refsetId	referencedComponentId
800aa109-431f-4407-a431-6fe65e9db160	20230228	0	900000000000207008	723264001	731819006
800c483a-ad68-4a07-a342-73ac73caa1b2	20170731	1	900000000000207008	723264001	728066008
800e34b5-2188-4345-b76e-389a3b1be1c1	20170131	1	900000000000207008	723264001	29376000
80114701-2c85-4a30-b176-5f9e1e34e47a	20170131	1	900000000000207008	723264001	87432006
8012555d-8ef7-4f99-a62e-bea638d196b4	20170731	1	900000000000207008	723264001	730908003
8016c259-37be-418b-b9c7-2147d615ea77	20170131	1	900000000000207008	723264001	180981003
801adf06-36ef-4f38-a0cf-d3da60d366e1	20170131	1	900000000000207008	723264001	150794004
801e48be-e2d6-4f86-bf07-c95919ba5b80	20170131	1	900000000000207008	723264001	705102002
801ec50f-5a46-44d7-9524-a1dd0971d52b	20170131	1	900000000000207008	723264001	714349005
