id	effectiveTime	active	moduleId	refsetId	referencedComponentId	mapTarget
80001267-7451-550a-82f0-92cc3bdfe890	20020131	1	900000000000207008	900000000000497000	154938001	.E4D4
80001782-d79c-5b33-8679-c0c62beef6da	20020131	1	900000000000207008	900000000000497000	138614002	.13gX
8000241a-ed32-4339-876b-05fee677bda3	20180131	1	900000000000207008	900000000000497000	735755000	XUyL5
80002a2a-412f-59a4-b07c-6f194709c556	20020131	1	900000000000207008	900000000000497000	238194001	X40Ze
80004caa-f9ed-5ef8-a9fb-6c9e89e0b89d	20020131	1	900000000000207008	900000000000497000	181522009	7N72Y
8000501c-e5f1-5df2-91b8-d2360661e55c	20050731	1	900000000000207008	900000000000497000	416460006	XUd3b
800061cc-1d06-4048-874d-2d5eff76a653	20180131	1	900000000000207008	900000000000497000	16064651000119108	XUyFc
80009e45-0c82-4285-9ba4-b6de7e29d7e9	20190731	1	900000000000207008	900000000000497000	10823771000119109	XVAEl
8000b9de-9288-5bfb-905b-adb911e6cef5	20020131	1	900000000000207008	900000000000497000	317571000	za1CK
