id	effectiveTime	active	moduleId	refsetId	referencedComponentId	sourceEffectiveTime	targetEffectiveTime
9200c4da-3189-4dd5-9879-02c9ae118747	20240301	1	5991000124107	900000000000534007	900000000000207008	20240301	20240101
ed482ae6-dff1-42d8-8e39-353b78a60471	20240301	1	5991000124107	900000000000534007	900000000000012004	20240301	20240101
f6431457-161b-5b46-9217-573c20c00070	20240101	1	449080006	900000000000534007	900000000000012004	20240101	20240101
1244116f-fdb5-5645-afcc-5281288409da	20240101	1	900000000000207008	900000000000534007	900000000000012004	20240101	20240101
53773521-fd81-5dde-9a2d-8b87e8803251	20240301	1	5991000124107	900000000000534007	731000124108	20240301	20240301
686fe392-d2f7-586d-98aa-078aba426832	20240101	1	449080006	900000000000534007	900000000000207008	20240101	20240101
70edb2ac-8a7a-5a94-b385-f8ad80db3858	20240301	1	731000124108	900000000000534007	900000000000012004	20240301	20240101
71ae8ceb-7984-550c-b1f5-9a69681b383a	20240301	1	731000124108	900000000000534007	900000000000207008	20240301	20240101
