name,lat1,lon1,lat2,lon2
Essong Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	3.2265	12.149	4.1601	11.4436
Melen Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	3.266	10.8737	3.6662	11.3231
Meyila Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	3.1731	11.853	3.6051	11.3752
Ngallan Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	2.9331	11.1214	3.5423	11.5225
Nkolenyeng Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	3.0689	12.3145	2.428	12.5832
Ondondo Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	2.6768	11.662	4.3415	11.5367
Akwa Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	6.0512	9.4712	2.9138	11.1457
Dadi Centre de Sant├® Health Centre	6.3704	9.5138	5.997	9.0863
Ebonji Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	4.7139	9.6016	4.1495	9.2289
Ekok Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	5.8121	8.8549	3.6824	11.6018
Ekondo Titi Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	4.602	9.0335	4.1466	9.2331
Enyandong Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	5.1041	9.7239	4.1547	9.2801
Hope Clinic	4.6515	9.4516	5.9532	10.1532
Kotto Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	4.3452	9.0673	4.0834	9.7596
Ad Lucem Centre de Sant├® Health Centre	5.4529	10.089	3.8378	11.5666
Ad Lucem Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	5.4135	10.1202	4.1774	11.2364
Ad Lucem Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	5.4445	10.2537	4.1774	11.2364
Ad Lucem Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	5.5005	10.6191	4.1774	11.2364
Baloum Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	5.3983	10.2206	5.1919	10.2735
Bambi Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	5.566	10.255	5.517	10.2063
Bamendjou H├┤pital de District	5.4842	10.4072	5.3899	10.3301
Bapi Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	5.5531	10.3734	5.2805	10.3568
Batoula Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	5.3959	10.1613	5.2086	10.3079
Batoula Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	5.6304	10.2187	5.2086	10.3079
Eec Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	5.4974	10.9516	4.4939	9.563
Eec Centre M├®dical┬ád'Arrondissement Centre Medical Dôçöarrondissement	5.5683	10.676	5.4674	10.2471
Ntong Centre de Sant├® Integre Centre De Sant├® Int├®gr├®	5.6807	10.1782	6.5943	11.0653
Ngoulapalo Poste de sant├®	4.7373	22.7105	3.48	16.1668
Bagandou Centre de Sant├® "E"	3.7483	17.8391	3.7457	17.8486
Mbanza Poste de sant├®	7.238	15.85	4.11	18.33
Yalok├® Centre de Sant├® "A"	6.9906	16.899	5.3195	17.1011
